,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda_Ash_T,Liquid Chlorine,Sodium Silico Fluoride,Month,Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Sodium Aluminosilicate,Liquid Aluminium Sulphate,Liquid_Chlorine_T,Hydrated_Lime_Pow_T,Flopam FO 4290 PWG,Microsand,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Sodium Silico Fluoride (mg/L)
2420,Sungai Selangor Fasa 2 Stream C,6.37,2021-11-25,127.33,8.42,1.94,0.25,0.26,,,,,0.48,11,,,,,29.33,7.92,5.83,0.42,470.0,,,
2421,Sungai Selangor Fasa 2 Stream C,6.26,2021-11-26,160.0,8.92,1.84,0.28,0.32,,,,,0.45,11,,,,,32.5,8.01,12.35,0.46,0.0,,,
2422,Sungai Selangor Fasa 2 Stream C,6.24,2021-11-27,162.5,10.33,4.15,0.26,0.41,,,,,0.32,11,,,,,31.5,7.76,10.0,0.39,235.0,,,
2423,Sungai Selangor Fasa 2 Stream C,6.29,2021-11-28,103.33,10.42,1.51,0.18,0.18,,,,,0.44,11,,,,,31.33,7.75,5.15,0.38,0.0,,,
2424,Sungai Selangor Fasa 2 Stream C,6.18,2021-11-29,175.83,11.83,2.34,0.32,0.38,,,,,0.4,11,,,,,32.33,6.9,7.37,0.42,461.5,,,
2425,Sungai Selangor Fasa 2 Stream C,6.27,2021-11-30,141.0,6.91,2.53,0.23,0.4,,,,,0.45,11,,,,,31.83,7.62,10.02,0.41,0.0,,,
2426,Sungai Selangor Fasa 3,5.6,2021-11-01,81.11,38.5,1.3,0.08,0.13,,,,,,11,,,,,,5.995844463999999,8.327105834000001,,,25.28615575,0.064523583,0.51
2427,Sungai Selangor Fasa 3,5.59,2021-11-02,131.6,35.58,1.94,0.16,0.28,,,,,,11,,,,,,5.547398816,8.247500811,,,25.51005144,0.065685041,0.505
2428,Sungai Selangor Fasa 3,5.56,2021-11-03,82.44,37.92,1.75,0.1,0.18,,,,,,11,,,,,,6.185489903000001,8.364521576,,,25.27296831,0.066396172,0.525
2429,Sungai Selangor Fasa 3,5.56,2021-11-04,144.75,36.42,1.99,0.12,0.25,,,,,,11,,,,,,6.0605686940000005,8.245611076,,,25.10349461,0.06428104,0.475
2430,Sungai Selangor Fasa 3,5.62,2021-11-05,127.9,33.58,1.9,0.15,0.27,,,,,,11,,,,,,6.384073061,8.237121316,,,25.62907754,0.067351502,0.53
2431,Sungai Selangor Fasa 3,5.58,2021-11-06,117.63,39.5,1.63,0.1,0.19,,,,,,11,,,,,,6.031505985999999,8.345971526,,,25.88917113,0.085543176,0.495
2432,Sungai Selangor Fasa 3,5.58,2021-11-07,119.09,40.42,1.61,0.08,0.23,,,,,,11,,,,,,6.167285596,9.058207317,,,29.85283955,0.069077377,0.525
2433,Sungai Selangor Fasa 3,5.63,2021-11-08,129.56,37.92,1.74,0.15,0.28,,,,,,11,,,,,,6.275727864,9.156184374,,,34.39331036,0.068586582,0.535
2434,Sungai Selangor Fasa 3,5.66,2021-11-09,112.25,32.92,1.78,0.1,0.24,,,,,,11,,,,,,6.468861918,9.420899422,,,30.03254636,0.069079388,0.515
2435,Sungai Selangor Fasa 3,5.55,2021-11-10,154.45,33.75,2.42,0.17,0.38,,,,,,11,,,,,,6.110749512,9.495475053,,,32.36875291,0.066097218,0.525
2436,Sungai Selangor Fasa 3,5.63,2021-11-11,159.75,27.17,1.89,0.12,0.3,,,,,,11,,,,,,5.885848675,9.796822399,,,30.89767286,0.05128321,0.53
2437,Sungai Selangor Fasa 3,5.68,2021-11-12,81.43,34.83,1.22,0.07,0.15,,,,,,11,,,,,,6.194544857,10.198721665,,,32.23157809,0.067529214,0.545
2438,Sungai Selangor Fasa 3,5.66,2021-11-13,53.56,39.0,0.94,0.06,0.12,,,,,,11,,,,,,5.506227649,9.869712963,,,37.16819532,0.071509093,0.53
2439,Sungai Selangor Fasa 3,5.62,2021-11-14,47.64,42.25,1.14,0.07,0.12,,,,,,11,,,,,,5.222054716000001,9.835035645000001,,,38.36613689,0.073058562,0.52
2440,Sungai Selangor Fasa 3,5.69,2021-11-15,49.29,40.08,1.1,0.08,0.08,,,,,,11,,,,,,5.501806149,10.036726286999999,,,41.62539691,0.072984591,0.545
2441,Sungai Selangor Fasa 3,5.65,2021-11-16,56.96,41.75,1.37,0.07,0.14,,,,,,11,,,,,,5.022767868,9.943586437,,,45.0857962,0.074574029,0.535
2442,Sungai Selangor Fasa 3,5.6,2021-11-17,173.73,35.25,2.27,0.16,0.4,,,,,,11,,,,,,5.723659774,9.951348461999999,,,38.46280886,0.074863529,0.535
2443,Sungai Selangor Fasa 3,5.64,2021-11-18,134.66,39.25,1.58,0.19,0.31,,,,,,11,,,,,,6.040485428,9.90550702,,,39.75589135,0.07073015,0.535
2444,Sungai Selangor Fasa 3,5.7,2021-11-19,64.13,38.33,1.32,0.08,0.17,,,,,,11,,,,,,5.631024876000001,9.729205521,,,34.80230151,0.069640657,0.525
2445,Sungai Selangor Fasa 3,5.67,2021-11-20,174.66,25.92,2.45,0.12,0.44,,,,,,11,,,,,,5.193583523,9.807738070000001,,,33.79750651,0.06995446,0.52
2446,Sungai Selangor Fasa 3,5.54,2021-11-21,320.67,24.5,3.78,0.14,0.71,,,,,,11,,,,,,6.751788553000001,9.738218544999999,,,30.53547077,0.070947926,0.495
2447,Sungai Selangor Fasa 3,5.57,2021-11-22,165.08,34.5,1.86,0.13,0.35,,,,,,11,,,,,,6.131220033,9.821929109000001,,,32.04827135,0.062737611,0.49
2448,Sungai Selangor Fasa 3,5.56,2021-11-23,290.17,29.42,2.64,0.13,0.54,,,,,,11,,,,,,5.97011208,9.925324044,,,33.33761017,0.063241579,0.5
2449,Sungai Selangor Fasa 3,5.61,2021-11-24,120.15,36.83,1.46,0.12,0.25,,,,,,11,,,,,,6.276129678,8.836245284,,,33.73637634,0.061485337,0.52
2450,Sungai Selangor Fasa 3,5.66,2021-11-25,127.68,37.75,1.5,0.15,0.25,,,,,,11,,,,,,6.307371174,8.870898426,,,32.63787282,0.061407553,0.505
2451,Sungai Selangor Fasa 3,5.59,2021-11-26,138.45,40.08,1.6,0.16,0.3,,,,,,11,,,,,,5.8971925259999995,9.687307744,,,40.89211997,0.062711013,0.505
2452,Sungai Selangor Fasa 3,5.65,2021-11-27,72.28,43.17,1.38,0.09,0.11,,,,,,11,,,,,,6.169277274,9.945471372,,,36.99850056,0.062443893,0.54
2453,Sungai Selangor Fasa 3,5.62,2021-11-28,146.28,36.92,1.66,0.11,0.22,,,,,,11,,,,,,4.659238533,10.088108761,,,33.98916734,0.059416246,0.555
2454,Sungai Selangor Fasa 3,5.67,2021-11-29,138.1,34.83,1.76,0.11,0.3,,,,,,11,,,,,,5.131012515999999,9.805700015000001,,,33.73083059,0.05565153,0.535
2455,Sungai Selangor Fasa 3,5.63,2021-11-30,69.28,39.92,1.26,0.06,0.13,,,,,,11,,,,,,5.196183721000001,9.907057973,,,34.72627108,0.065784814,0.515
2456,Batang Kali,6.87,2021-10-01,10.33,0.33,0.13,0.17,0.01,8.44,0.02,1.04,2.86,0.52,10,,,,,,,,,,,,
2457,Batang Kali,6.81,2021-10-02,7.14,0.0,0.15,0.18,0.01,8.72,0.02,1.07,2.8,0.54,10,,,,,,,,,,,,
2458,Batang Kali,6.82,2021-10-03,5.17,0.0,0.17,0.17,0.02,8.88,0.02,1.06,2.68,0.53,10,,,,,,,,,,,,
2459,Batang Kali,6.79,2021-10-04,5.07,0.0,0.15,0.12,0.01,8.58,0.02,1.04,2.66,0.52,10,,,,,,,,,,,,
2460,Batang Kali,6.62,2021-10-05,4.59,0.0,0.12,0.08,0.01,8.06,0.02,1.07,2.71,0.54,10,,,,,,,,,,,,
2461,Batang Kali,6.69,2021-10-06,3.9,0.0,0.09,0.05,0.01,9.08,0.02,1.03,2.86,0.52,10,,,,,,,,,,,,
2462,Batang Kali,6.78,2021-10-07,51.25,3.17,0.3,0.13,0.09,13.56,0.02,1.03,2.87,0.52,10,,,,,,,,,,,,
2463,Batang Kali,6.77,2021-10-08,7.55,0.0,0.17,0.12,0.02,10.43,0.02,1.03,2.88,0.53,10,,,,,,,,,,,,
2464,Batang Kali,6.69,2021-10-09,5.76,0.0,0.17,0.17,0.01,9.42,0.02,1.02,2.83,0.52,10,,,,,,,,,,,,
2465,Batang Kali,6.68,2021-10-10,4.96,0.0,0.15,0.14,0.01,15.14,0.02,0.97,2.71,0.5,10,,,,,,,,,,,,
2466,Batang Kali,6.68,2021-10-11,3.39,0.04,0.13,0.11,0.0,9.64,0.02,1.02,2.85,0.52,10,,,,,,,,,,,,
2467,Batang Kali,6.64,2021-10-12,3.36,0.0,0.14,0.11,0.0,9.41,0.02,1.03,2.85,0.52,10,,,,,,,,,,,,
2468,Batang Kali,6.7,2021-10-13,5.34,0.08,0.17,0.12,0.01,9.77,0.02,0.94,2.62,0.48,10,,,,,,,,,,,,
2469,Batang Kali,6.86,2021-10-14,3.89,0.0,0.19,0.0,0.01,9.18,0.02,1.03,2.85,0.52,10,,,,,,,,,,,,
2470,Batang Kali,6.73,2021-10-15,3.04,0.0,0.2,0.02,0.01,9.89,0.02,1.05,2.9,0.53,10,,,,,,,,,,,,
2471,Batang Kali,6.75,2021-10-16,4.03,0.0,0.18,0.09,0.0,9.98,0.02,1.03,2.86,0.52,10,,,,,,,,,,,,
2472,Batang Kali,6.57,2021-10-17,13.17,0.0,0.22,0.08,0.05,8.93,0.02,0.97,2.7,0.46,10,,,,,,,,,,,,
2473,Batang Kali,6.65,2021-10-18,3.54,0.0,0.15,0.04,0.01,10.63,0.02,1.13,2.68,0.49,10,,,,,,,,,,,,
2474,Batang Kali,6.62,2021-10-19,3.87,0.0,0.16,0.04,0.01,10.43,0.02,1.0,2.8,0.51,10,,,,,,,,,,,,
2475,Batang Kali,6.71,2021-10-20,7.27,0.0,0.17,0.09,0.01,12.88,0.02,1.0,2.79,0.51,10,,,,,,,,,,,,
2476,Batang Kali,6.77,2021-10-21,4.8,0.0,0.13,0.09,0.02,12.51,0.02,1.04,2.91,0.53,10,,,,,,,,,,,,
2477,Batang Kali,6.71,2021-10-22,6.84,0.25,0.16,0.08,0.01,11.15,0.02,1.03,2.88,0.53,10,,,,,,,,,,,,
2478,Batang Kali,6.66,2021-10-23,4.28,0.0,0.17,0.11,0.01,11.64,0.02,1.03,2.87,0.52,10,,,,,,,,,,,,
2479,Batang Kali,6.63,2021-10-24,2.74,0.0,0.16,0.08,0.01,10.73,0.02,1.01,2.8,0.51,10,,,,,,,,,,,,
2480,Batang Kali,6.69,2021-10-25,6.23,0.04,0.14,0.0,0.01,12.88,0.02,1.03,2.86,0.52,10,,,,,,,,,,,,
2481,Batang Kali,6.74,2021-10-26,77.61,6.33,0.41,0.12,0.07,18.59,0.02,1.04,2.91,0.53,10,,,,,,,,,,,,
2482,Batang Kali,6.8,2021-10-27,19.23,0.21,0.16,0.24,0.02,14.34,0.02,1.0,2.79,0.51,10,,,,,,,,,,,,
2483,Batang Kali,6.78,2021-10-28,35.77,1.13,0.2,0.13,0.03,14.22,0.02,0.99,2.76,0.51,10,,,,,,,,,,,,
2484,Batang Kali,6.79,2021-10-29,10.22,0.0,0.18,0.19,0.03,11.84,0.02,0.97,2.79,0.51,10,,,,,,,,,,,,
2485,Batang Kali,6.79,2021-10-30,25.96,0.0,0.17,0.11,0.07,13.05,0.02,1.03,2.87,0.52,10,,,,,,,,,,,,
2486,Batang Kali,6.77,2021-10-31,13.27,0.0,0.27,0.01,0.02,12.94,0.02,1.04,2.9,0.53,10,,,,,,,,,,,,
2487,Rantau Panjang New,6.36,2021-10-01,56.29,112.04,1.21,0.26,0.24,,,,4.03,0.51,10,,10.91,18.71,0.0,,,,,,,,
2488,Rantau Panjang New,6.39,2021-10-02,41.96,91.21,0.93,0.18,0.21,,,,3.99,0.51,10,,10.8,19.0,0.0,,,,,,,,
2489,Rantau Panjang New,6.45,2021-10-03,51.42,92.54,0.93,0.21,0.21,,,,4.1,0.52,10,,11.09,17.79,0.0,,,,,,,,
2490,Rantau Panjang New,6.43,2021-10-04,62.71,109.29,1.02,0.22,0.28,,,,4.04,0.52,10,,11.1,18.79,0.0,,,,,,,,
2491,Rantau Panjang New,6.44,2021-10-05,48.71,105.63,0.91,0.22,0.18,,,,4.02,0.51,10,,10.8,17.96,0.0,,,,,,,,
2492,Rantau Panjang New,6.46,2021-10-06,73.71,148.79,1.2,0.2,0.31,,,,4.05,0.51,10,,10.96,19.14,0.0,,,,,,,,
2493,Rantau Panjang New,6.45,2021-10-07,69.08,138.0,1.03,0.25,0.23,,,,4.05,0.51,10,,10.93,20.57,0.0,,,,,,,,
2494,Rantau Panjang New,6.42,2021-10-08,64.88,137.21,1.03,0.22,0.21,,,,4.07,0.52,10,,11.01,20.25,0.0,,,,,,,,
2495,Rantau Panjang New,6.38,2021-10-09,41.5,79.79,1.01,0.36,0.21,,,,4.07,0.52,10,,11.01,18.14,0.0,,,,,,,,
2496,Rantau Panjang New,6.38,2021-10-10,29.54,72.25,0.85,0.2,0.14,,,,4.06,0.52,10,,10.99,17.72,0.0,,,,,,,,
2497,Rantau Panjang New,6.36,2021-10-11,30.08,75.0,0.93,0.21,0.22,,,,4.04,0.52,10,,11.1,17.19,0.0,,,,,,,,
2498,Rantau Panjang New,6.39,2021-10-12,37.88,78.67,1.08,0.28,0.21,,,,4.05,0.52,10,,11.04,17.45,0.0,,,,,,,,
2499,Rantau Panjang New,6.37,2021-10-13,33.0,83.04,1.0,0.22,0.23,,,,4.03,0.51,10,,10.93,17.19,0.0,,,,,,,,
2500,Rantau Panjang New,6.38,2021-10-14,31.88,74.38,1.04,0.24,0.28,,,,3.98,0.52,10,,10.99,17.16,0.0,,,,,,,,
2501,Rantau Panjang New,6.39,2021-10-15,34.83,74.33,1.0,0.22,0.18,,,,3.92,0.51,10,,10.93,18.36,0.0,,,,,,,,
2502,Rantau Panjang New,6.41,2021-10-16,30.71,77.04,1.02,0.2,0.2,,,,4.04,0.51,10,,10.94,16.97,0.0,,,,,,,,
2503,Rantau Panjang New,6.32,2021-10-17,97.17,125.13,1.0,0.24,0.23,,,,3.98,0.51,10,,10.93,20.08,0.0,,,,,,,,
2504,Rantau Panjang New,6.11,2021-10-18,181.29,290.29,1.34,0.3,0.25,,,,3.93,0.51,10,,10.75,25.11,0.0,,,,,,,,
2505,Rantau Panjang New,6.3,2021-10-19,110.88,147.96,1.29,0.3,0.36,,,,3.99,0.51,10,,10.95,23.19,0.0,,,,,,,,
2506,Rantau Panjang New,6.22,2021-10-20,345.17,301.92,1.42,0.4,0.45,,,,3.98,0.51,10,,11.21,26.43,0.0,,,,,,,,
2507,Rantau Panjang New,6.03,2021-10-21,201.58,343.79,1.41,0.34,0.37,,,,4.0,0.52,10,,11.04,27.63,0.0,,,,,,,,
2508,Rantau Panjang New,6.26,2021-10-22,66.63,138.79,1.24,0.26,0.3,,,,4.0,0.52,10,,11.01,19.52,0.0,,,,,,,,
2509,Rantau Panjang New,6.33,2021-10-23,187.96,311.63,1.31,0.27,0.34,,,,4.07,0.52,10,,11.01,23.84,0.0,,,,,,,,
2510,Rantau Panjang New,6.33,2021-10-24,116.17,197.83,1.01,0.24,0.28,,,,3.99,0.52,10,,11.14,23.65,0.0,,,,,,,,
2511,Rantau Panjang New,6.36,2021-10-25,114.74,215.43,1.78,0.25,0.24,,,,3.95,0.52,10,,10.96,21.35,0.0,,,,,,,,
2512,Rantau Panjang New,6.33,2021-10-26,86.54,185.0,1.0,0.28,0.22,,,,4.07,0.52,10,,11.03,22.25,0.0,,,,,,,,
2513,Rantau Panjang New,6.33,2021-10-27,113.96,193.33,1.06,0.22,0.28,,,,3.93,0.51,10,,10.95,23.42,0.0,,,,,,,,
2514,Rantau Panjang New,6.34,2021-10-28,69.58,127.29,1.25,0.32,0.32,,,,3.96,0.52,10,,11.04,18.16,0.0,,,,,,,,
2515,Rantau Panjang New,6.4,2021-10-29,87.13,159.54,0.96,0.26,0.21,,,,3.95,0.51,10,,10.85,22.17,0.0,,,,,,,,
2516,Rantau Panjang New,6.34,2021-10-30,151.21,297.0,1.17,0.26,0.29,,,,3.97,0.52,10,,11.07,21.76,0.0,,,,,,,,
2517,Rantau Panjang New,6.35,2021-10-31,71.42,130.71,1.06,0.22,0.17,,,,4.02,0.52,10,,11.04,21.14,0.0,,,,,,,,
2518,Rantau Panjang Old,6.47,2021-10-01,94.38,250.0,0.72,0.3,0.12,,,,6.32,0.51,10,,2.64,20.08,0.0,,,,,,,,
2519,Rantau Panjang Old,6.47,2021-10-02,63.58,200.0,0.48,0.2,0.14,,,,6.31,0.51,10,,2.65,18.29,0.0,,,,,,,,
2520,Rantau Panjang Old,6.39,2021-10-03,58.88,200.0,1.04,0.36,0.12,,,,6.37,0.52,10,,2.64,18.24,0.0,,,,,,,,
2521,Rantau Panjang Old,6.5,2021-10-04,76.63,216.67,0.87,0.36,0.1,,,,6.33,0.53,10,,2.62,19.04,0.0,,,,,,,,
2522,Rantau Panjang Old,6.48,2021-10-05,60.83,200.0,0.83,0.3,0.12,,,,6.57,0.52,10,,2.63,18.26,0.0,,,,,,,,
2523,Rantau Panjang Old,6.56,2021-10-06,87.96,233.33,0.72,0.35,0.15,,,,6.36,0.53,10,,2.64,19.51,0.0,,,,,,,,
2524,Rantau Panjang Old,6.52,2021-10-07,105.54,256.25,0.83,0.33,0.15,,,,6.33,0.51,10,,2.62,19.76,0.0,,,,,,,,
2525,Rantau Panjang Old,6.52,2021-10-08,82.79,216.67,1.28,0.45,0.14,,,,6.37,0.54,10,,2.64,18.75,0.0,,,,,,,,
2526,Rantau Panjang Old,6.52,2021-10-09,66.04,200.0,0.77,0.26,0.11,,,,6.41,0.52,10,,2.65,18.01,0.0,,,,,,,,
2527,Rantau Panjang Old,6.54,2021-10-10,62.33,200.0,0.79,0.36,0.06,,,,6.55,0.53,10,,2.72,18.33,0.0,,,,,,,,
2528,Rantau Panjang Old,6.47,2021-10-11,57.21,200.0,0.6,0.3,0.1,,,,6.56,0.53,10,,2.72,18.34,0.0,,,,,,,,
2529,Rantau Panjang Old,6.47,2021-10-12,52.25,200.0,0.62,0.32,0.1,,,,6.6,0.53,10,,2.73,18.22,0.0,,,,,,,,
2530,Rantau Panjang Old,6.44,2021-10-13,51.58,200.0,0.59,0.31,0.07,,,,6.57,0.55,10,,2.73,18.19,0.0,,,,,,,,
2531,Rantau Panjang Old,6.42,2021-10-14,56.05,200.0,0.81,0.19,0.05,,,,6.28,0.55,10,,2.68,18.26,0.0,,,,,,,,
2532,Rantau Panjang Old,6.44,2021-10-15,59.92,200.0,0.77,0.31,0.05,,,,6.65,0.56,10,,2.75,18.27,0.0,,,,,,,,
2533,Rantau Panjang Old,6.38,2021-10-16,51.94,200.0,0.77,0.51,0.03,,,,6.57,0.55,10,,2.74,18.22,0.0,,,,,,,,
2534,Rantau Panjang Old,6.51,2021-10-17,126.1,305.0,0.83,0.28,0.12,,,,6.33,0.51,10,,2.62,20.15,0.0,,,,,,,,
2535,Rantau Panjang Old,6.47,2021-10-18,301.47,511.76,1.25,0.39,0.25,,,,6.69,0.54,10,,2.77,25.19,0.0,,,,,,,,
2536,Rantau Panjang Old,6.53,2021-10-19,136.63,293.75,0.78,0.25,0.13,,,,6.7,0.54,10,,2.78,21.74,0.0,,,,,,,,
2537,Rantau Panjang Old,6.36,2021-10-20,346.67,650.0,0.82,0.53,0.21,,,,6.7,0.54,10,,2.78,24.84,0.0,,,,,,,,
2538,Rantau Panjang Old,6.35,2021-10-21,256.79,454.17,1.2,0.39,0.2,,,,6.7,0.54,10,,2.79,24.79,0.0,,,,,,,,
2539,Rantau Panjang Old,6.43,2021-10-22,107.17,260.42,0.67,0.25,0.19,,,,6.72,0.54,10,,2.76,20.46,0.0,,,,,,,,
2540,Rantau Panjang Old,6.5,2021-10-23,359.83,639.58,0.87,0.35,0.18,,,,6.7,0.54,10,,2.78,24.81,0.0,,,,,,,,
2541,Rantau Panjang Old,6.42,2021-10-24,174.63,325.0,0.91,0.38,0.14,,,,6.63,0.54,10,,2.75,22.83,0.0,,,,,,,,
2542,Rantau Panjang Old,6.5,2021-10-25,158.83,300.0,0.82,0.34,0.14,,,,6.66,0.54,10,,2.76,21.5,0.0,,,,,,,,
2543,Rantau Panjang Old,6.48,2021-10-26,89.75,225.0,0.91,0.31,0.15,,,,6.63,0.53,10,,2.75,19.31,0.0,,,,,,,,
2544,Rantau Panjang Old,6.53,2021-10-27,152.71,314.58,0.76,0.36,0.1,,,,6.63,0.54,10,,2.75,22.07,0.0,,,,,,,,
2545,Rantau Panjang Old,6.46,2021-10-28,86.33,220.83,0.86,0.31,0.11,,,,6.69,0.54,10,,2.76,19.25,0.0,,,,,,,,
2546,Rantau Panjang Old,6.48,2021-10-29,111.38,252.08,1.08,0.34,0.15,,,,6.75,0.55,10,,2.81,20.24,0.0,,,,,,,,
2547,Rantau Panjang Old,6.48,2021-10-30,121.5,266.67,0.97,0.33,0.19,,,,6.76,0.55,10,,2.8,20.67,0.0,,,,,,,,
2548,Rantau Panjang Old,6.53,2021-10-31,74.92,202.08,0.83,0.35,0.1,,,,6.69,0.53,10,,2.76,18.07,0.0,,,,,,,,
2549,Sungai Rangkap,6.79,2021-10-01,2.47,2.21,0.12,0.02,0.03,0.0,,,4.56,0.44,10,0.0,,,,,,,,,,,
2550,Sungai Rangkap,6.75,2021-10-02,2.48,1.04,0.1,0.07,0.03,0.0,,,4.57,0.44,10,0.0,,,,,,,,,,,
2551,Sungai Rangkap,6.78,2021-10-03,1.79,1.46,0.08,0.04,0.03,0.0,,,4.55,0.45,10,0.0,,,,,,,,,,,
2552,Sungai Rangkap,6.77,2021-10-04,2.34,2.5,0.06,0.05,0.01,0.0,,,4.6,0.44,10,0.0,,,,,,,,,,,
2553,Sungai Rangkap,6.77,2021-10-05,2.2,2.46,0.1,0.04,0.01,0.0,,,4.57,0.44,10,0.0,,,,,,,,,,,
2554,Sungai Rangkap,6.78,2021-10-06,2.65,1.25,0.11,0.06,0.02,0.0,,,4.56,0.44,10,0.0,,,,,,,,,,,
2555,Sungai Rangkap,6.77,2021-10-07,2.23,0.71,0.14,0.08,0.04,0.0,,,4.57,0.44,10,0.0,,,,,,,,,,,
2556,Sungai Rangkap,6.78,2021-10-08,1.7,1.54,0.12,0.08,0.02,0.0,,,4.57,0.44,10,0.0,,,,,,,,,,,
2557,Sungai Rangkap,6.77,2021-10-09,2.5,2.25,0.02,0.04,0.05,0.0,,,4.57,0.45,10,0.0,,,,,,,,,,,
2558,Sungai Rangkap,6.81,2021-10-10,2.15,0.21,0.05,0.06,0.04,0.0,,,4.56,0.45,10,4.56,,,,,,,,,,,
2559,Sungai Rangkap,6.8,2021-10-11,2.13,2.25,0.06,0.05,0.02,0.0,,,4.57,0.45,10,4.59,,,,,,,,,,,
2560,Sungai Rangkap,6.77,2021-10-12,2.02,1.0,0.03,0.04,0.06,0.0,,,4.56,0.45,10,0.0,,,,,,,,,,,
2561,Sungai Rangkap,6.8,2021-10-13,1.86,1.38,0.1,0.02,0.03,0.0,,,4.58,0.44,10,0.0,,,,,,,,,,,
2562,Sungai Rangkap,6.77,2021-10-14,2.1,1.33,0.11,0.09,0.06,0.0,,,4.58,0.44,10,0.0,,,,,,,,,,,
2563,Sungai Rangkap,6.8,2021-10-15,2.0,0.29,0.13,0.04,0.06,0.0,,,4.57,0.43,10,0.0,,,,,,,,,,,
2564,Sungai Rangkap,6.81,2021-10-16,1.56,1.96,0.1,0.02,0.04,0.0,,,4.55,0.43,10,0.0,,,,,,,,,,,
2565,Sungai Rangkap,6.71,2021-10-17,30.97,13.58,0.04,0.03,0.04,18.4,,,4.58,0.44,10,2.8,,,,,,,,,,,
2566,Sungai Rangkap,6.68,2021-10-18,3.89,1.29,0.1,0.03,0.04,5.0,,,4.5,0.44,10,1.0,,,,,,,,,,,
2567,Sungai Rangkap,6.73,2021-10-19,2.89,0.79,0.2,0.03,0.04,0.0,,,4.55,0.44,10,0.0,,,,,,,,,,,
2568,Sungai Rangkap,6.46,2021-10-20,72.82,35.42,0.09,0.03,0.06,18.75,,,4.56,0.44,10,3.25,,,,,,,,,,,
2569,Sungai Rangkap,6.57,2021-10-21,6.05,3.33,0.1,0.1,0.04,6.0,,,4.55,0.44,10,1.0,,,,,,,,,,,
2570,Sungai Rangkap,6.64,2021-10-22,3.91,2.5,0.17,0.03,0.05,0.0,,,4.55,0.44,10,0.0,,,,,,,,,,,
2571,Sungai Rangkap,6.57,2021-10-23,23.5,10.96,0.22,0.03,0.04,12.9,,,4.55,0.44,10,2.5,,,,,,,,,,,
2572,Sungai Rangkap,6.73,2021-10-24,4.83,5.0,0.07,0.04,0.04,10.0,,,4.55,0.44,10,2.0,,,,,,,,,,,
2573,Sungai Rangkap,6.68,2021-10-25,9.25,5.17,0.04,0.07,0.03,11.5,,,4.56,0.44,10,2.0,,,,,,,,,,,
2574,Sungai Rangkap,6.65,2021-10-26,17.98,9.54,0.15,0.1,0.05,12.0,,,4.57,0.44,10,2.0,,,,,,,,,,,
2575,Sungai Rangkap,6.62,2021-10-27,23.84,12.63,0.9,0.02,0.03,11.14,,,4.55,0.44,10,2.43,,,,,,,,,,,
2576,Sungai Rangkap,6.71,2021-10-28,4.26,2.38,0.15,0.1,0.06,0.0,,,4.22,0.39,10,0.0,,,,,,,,,,,
2577,Sungai Rangkap,6.76,2021-10-29,3.79,1.25,0.08,0.05,0.04,0.0,,,4.54,0.44,10,0.0,,,,,,,,,,,
2578,Sungai Rangkap,6.65,2021-10-30,17.35,8.13,0.13,0.15,0.03,12.0,,,4.56,0.43,10,2.0,,,,,,,,,,,
2579,Sungai Rangkap,6.7,2021-10-31,5.63,3.92,0.03,0.12,0.03,10.5,,,4.52,0.43,10,2.0,,,,,,,,,,,
2580,Kuala Kubu Bharu,7.22,2021-10-01,3.92,13.0,0.05,0.07,0.05,0.0,,,2.5,0.51,10,2.0,,,,,,,,,,,
2581,Kuala Kubu Bharu,7.2,2021-10-02,3.39,10.96,0.02,0.03,0.02,0.0,,,2.5,0.51,10,2.0,,,,,,,,,,,
2582,Kuala Kubu Bharu,7.21,2021-10-03,3.29,11.54,0.03,0.04,0.02,0.0,,,2.5,0.51,10,2.0,,,,,,,,,,,
2583,Kuala Kubu Bharu,7.23,2021-10-04,3.77,15.08,0.03,0.05,0.01,0.0,,,2.5,0.51,10,2.0,,,,,,,,,,,
2584,Kuala Kubu Bharu,7.23,2021-10-05,4.07,16.42,0.05,0.05,0.02,0.0,,,2.5,0.51,10,2.0,,,,,,,,,,,
2585,Kuala Kubu Bharu,7.22,2021-10-06,3.63,13.67,0.05,0.03,0.02,0.0,,,2.5,0.51,10,2.0,,,,,,,,,,,
2586,Kuala Kubu Bharu,7.19,2021-10-07,3.05,11.17,0.04,0.04,0.02,0.0,,,2.5,0.51,10,2.0,,,,,,,,,,,
2587,Kuala Kubu Bharu,7.16,2021-10-08,2.63,9.58,0.02,0.03,0.02,0.0,,,2.5,0.51,10,2.0,,,,,,,,,,,
2588,Kuala Kubu Bharu,7.2,2021-10-09,2.58,8.17,0.05,0.06,0.01,0.0,,,2.5,0.51,10,2.0,,,,,,,,,,,
2589,Kuala Kubu Bharu,7.24,2021-10-10,2.74,10.42,0.06,0.14,0.0,0.0,,,2.5,0.51,10,2.0,,,,,,,,,,,
2590,Kuala Kubu Bharu,7.25,2021-10-11,3.25,11.79,0.03,0.1,0.01,0.0,,,2.51,0.51,10,2.0,,,,,,,,,,,
