,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Flopam FA 920 PWG,Kibbled Aluminium Sulphate,Liquid Chlorine,Soda_Ash_T,Sodium Silico Fluoride,Month,Hydrated Lime,Soda Ash,Liquid Polyaluminium Chloride,Sodium Aluminosilicate,Flopam FO 4290 PWG,Hydrated_Lime_Pow_T,Liquid Aluminium Sulphate,Liquid_Chlorine_T,Microsand,Flopam FO 4190 PWG,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L)
6129,Rantau Panjang New,6.45,2022-07-25,150.33,300.0,1.21,0.36,0.22,,,4.0,,0.5,7.0,10.97,,24.02,0.0,,,,,,,,
6130,Rantau Panjang New,6.46,2022-07-26,135.17,283.33,0.97,0.34,0.16,,,4.08,,0.5,7.0,11.08,,23.18,0.0,,,,,,,,
6131,Rantau Panjang New,6.49,2022-07-27,64.21,208.33,1.16,0.34,0.22,,,3.83,,0.5,7.0,11.04,,19.94,0.0,,,,,,,,
6132,Rantau Panjang New,6.46,2022-07-28,58.95,200.0,0.84,0.32,0.14,,,3.65,,0.48,7.0,10.94,,18.61,0.0,,,,,,,,
6133,Rantau Panjang New,6.49,2022-07-29,66.1,200.0,0.68,0.27,0.13,,,3.62,,0.53,7.0,10.83,,17.26,0.0,,,,,,,,
6134,Rantau Panjang New,6.47,2022-07-30,38.57,126.71,1.26,0.3,0.21,,,3.62,,0.53,7.0,11.09,,17.49,0.0,,,,,,,,
6135,Rantau Panjang New,6.54,2022-07-31,58.71,200.0,0.87,0.28,0.15,,,3.89,,0.52,7.0,11.12,,18.31,0.0,,,,,,,,
6136,Rantau Panjang New,6.31,2022-01-08,313.54,606.25,1.01,0.34,0.2,,,3.71,,0.51,1.0,11.05,,17.46,0.0,,,,,,,,
6137,Rantau Panjang New,6.58,2022-02-08,68.79,200.0,0.65,0.32,0.09,,,3.87,,0.53,2.0,11.07,,20.88,0.0,,,,,,,,
6138,Rantau Panjang New,6.47,2022-03-08,373.38,650.0,1.17,0.36,0.26,,,3.9,,0.51,3.0,11.01,,21.94,0.0,,,,,,,,
6139,Rantau Panjang New,6.4,2022-04-08,128.08,267.5,1.17,0.32,0.15,,,3.95,,0.51,4.0,11.06,,20.36,0.0,,,,,,,,
6140,Rantau Panjang New,6.59,2022-05-08,59.5,200.0,0.68,0.24,0.09,,,3.88,,0.51,5.0,11.09,,19.77,0.0,,,,,,,,
6141,Rantau Panjang New,6.39,2022-06-08,438.0,750.0,1.91,0.43,0.37,,,3.74,,0.51,6.0,11.07,,20.04,0.0,,,,,,,,
6142,Rantau Panjang New,6.42,2022-07-08,59.54,200.0,0.72,0.25,0.12,,,3.75,,0.51,7.0,11.1,,17.59,0.0,,,,,,,,
6143,Rantau Panjang New,6.42,2022-08-08,85.29,216.67,0.94,0.37,0.14,,,3.59,,0.5,8.0,11.01,,18.99,0.0,,,,,,,,
6144,Rantau Panjang New,6.44,2022-09-08,64.67,208.33,1.02,0.23,0.2,,,3.68,,0.51,9.0,11.03,,19.25,0.0,,,,,,,,
6145,Rantau Panjang New,6.47,2022-10-08,62.79,200.0,1.29,0.33,0.12,,,3.77,,0.5,10.0,11.23,,17.78,0.0,,,,,,,,
6146,Rantau Panjang New,6.49,2022-11-08,94.7,240.0,0.92,0.19,0.14,,,3.86,,0.48,11.0,10.74,,18.19,0.0,,,,,,,,
6147,Rantau Panjang New,6.4,2022-12-08,242.04,454.17,1.27,0.3,0.25,,,4.05,,0.48,12.0,10.61,,18.2,0.0,,,,,,,,
6148,Rantau Panjang New,6.63,2022-08-13,54.58,200.0,1.13,0.27,0.1,,,3.9,,0.5,8.0,10.99,,18.75,0.0,,,,,,,,
6149,Rantau Panjang New,6.4,2022-08-14,275.67,454.17,1.62,0.35,0.24,,,4.09,,0.57,8.0,10.71,,27.39,0.0,,,,,,,,
6150,Rantau Panjang New,6.45,2022-08-15,104.5,212.5,0.95,0.28,0.15,,,3.6,,0.56,8.0,11.18,,25.6,0.0,,,,,,,,
6151,Rantau Panjang New,6.49,2022-08-16,229.38,408.33,1.54,0.32,0.22,,,3.62,,0.54,8.0,10.83,,26.14,0.0,,,,,,,,
6152,Rantau Panjang New,6.49,2022-08-17,70.08,212.5,1.02,0.35,0.14,,,3.7,,0.54,8.0,10.96,,22.32,0.0,,,,,,,,
6153,Rantau Panjang New,6.54,2022-08-18,66.63,200.0,0.88,0.26,0.15,,,3.66,,0.55,8.0,10.97,,19.27,0.0,,,,,,,,
6154,Rantau Panjang New,6.48,2022-08-19,59.13,200.0,0.8,0.28,0.13,,,3.64,,0.55,8.0,10.91,,18.68,0.0,,,,,,,,
6155,Rantau Panjang New,6.47,2022-08-20,300.92,562.5,1.13,0.42,0.25,,,4.03,,0.55,8.0,10.06,,26.15,0.0,,,,,,,,
6156,Rantau Panjang New,6.52,2022-08-21,254.42,454.17,1.77,0.39,0.42,,,3.84,,0.51,8.0,11.17,,23.93,0.0,,,,,,,,
6157,Rantau Panjang New,6.5,2022-08-22,221.61,408.33,1.47,0.39,0.29,,,3.76,,0.52,8.0,10.93,,23.73,0.0,,,,,,,,
6158,Rantau Panjang New,6.47,2022-08-23,301.92,562.5,1.54,0.39,0.27,,,3.88,,0.52,8.0,11.46,,27.14,0.0,,,,,,,,
6159,Rantau Panjang New,6.55,2022-08-24,109.67,283.33,1.07,0.3,0.18,,,3.67,,0.52,8.0,11.13,,23.41,0.0,,,,,,,,
6160,Rantau Panjang New,6.59,2022-08-25,74.42,216.67,1.27,0.31,0.16,,,3.81,,0.51,8.0,11.19,,19.89,0.0,,,,,,,,
6161,Rantau Panjang New,6.58,2022-08-26,100.96,268.75,1.26,0.33,0.2,,,3.81,,0.52,8.0,10.71,,21.44,0.0,,,,,,,,
6162,Rantau Panjang New,6.53,2022-08-27,242.63,458.33,1.35,0.33,0.17,,,3.94,,0.53,8.0,10.72,,26.72,0.0,,,,,,,,
6163,Rantau Panjang New,6.56,2022-08-28,233.5,475.0,1.16,0.38,0.21,,,4.04,,0.52,8.0,10.81,,22.62,0.0,,,,,,,,
6164,Rantau Panjang New,6.55,2022-08-29,320.38,570.83,1.37,0.35,0.34,,,4.1,,0.52,8.0,10.83,,28.76,0.0,,,,,,,,
6165,Rantau Panjang New,6.56,2022-08-30,95.21,254.17,1.29,0.28,0.22,,,4.04,,0.52,8.0,10.68,,22.9,0.0,,,,,,,,
6166,Rantau Panjang New,6.54,2022-08-31,127.75,268.75,1.41,0.3,0.18,,,3.71,,0.52,8.0,10.7,,20.32,0.0,,,,,,,,
6167,Rantau Panjang New,6.4,2022-01-09,77.17,210.42,0.79,0.32,0.13,,,3.72,,0.51,1.0,10.71,,27.02,0.0,,,,,,,,
6168,Rantau Panjang New,6.58,2022-02-09,67.46,200.0,0.79,0.24,0.13,,,3.82,,0.52,2.0,11.35,,22.6,0.0,,,,,,,,
6169,Rantau Panjang New,6.43,2022-03-09,218.42,383.33,1.05,0.4,0.22,,,3.55,,0.52,3.0,10.51,,21.36,0.0,,,,,,,,
6170,Rantau Panjang New,6.52,2022-04-09,151.08,293.75,0.57,0.22,0.13,,,4.06,,0.52,4.0,10.64,,18.39,0.0,,,,,,,,
6171,Rantau Panjang New,6.57,2022-05-09,63.92,200.0,0.75,0.3,0.12,,,4.05,,0.52,5.0,10.62,,17.12,0.0,,,,,,,,
6172,Rantau Panjang New,6.46,2022-06-09,548.38,995.24,1.76,0.46,0.47,,,3.94,,0.52,6.0,10.72,,18.29,0.0,,,,,,,,
6173,Rantau Panjang New,6.43,2022-07-09,66.08,212.5,0.98,0.27,0.22,,,3.96,,0.52,7.0,10.82,,19.91,0.0,,,,,,,,
6174,Rantau Panjang New,6.59,2022-08-09,72.75,214.58,1.11,0.27,0.14,,,3.62,,0.51,8.0,10.45,,20.86,0.0,,,,,,,,
6175,Rantau Panjang New,6.43,2022-09-09,60.58,216.67,0.74,0.26,0.13,,,3.63,,0.51,9.0,10.5,,18.1,0.0,,,,,,,,
6176,Rantau Panjang New,6.45,2022-10-09,152.63,310.53,1.44,0.36,0.22,,,3.57,,0.52,10.0,10.57,,18.01,0.0,,,,,,,,
6177,Rantau Panjang New,6.47,2022-11-09,168.73,315.91,1.18,0.34,0.23,,,3.53,,0.51,11.0,10.46,,23.52,0.0,,,,,,,,
6178,Rantau Panjang New,6.49,2022-12-09,249.71,427.08,1.7,0.3,0.35,,,3.9,,0.52,12.0,10.52,,21.07,0.0,,,,,,,,
6179,Rantau Panjang New,6.65,2022-09-13,57.33,200.0,1.42,0.34,0.14,,,4.12,,0.52,9.0,10.68,,19.54,0.0,,,,,,,,
6180,Rantau Panjang New,6.6,2022-09-14,88.08,233.33,1.54,0.33,0.17,,,4.0,,0.52,9.0,10.54,,20.17,0.0,,,,,,,,
6181,Rantau Panjang New,6.59,2022-09-15,152.67,295.83,1.61,0.33,0.27,,,3.95,,0.52,9.0,10.55,,22.5,0.0,,,,,,,,
6182,Rantau Panjang New,6.61,2022-09-16,129.04,289.58,1.35,0.31,0.17,,,4.08,,0.52,9.0,10.57,,22.7,0.0,,,,,,,,
6183,Rantau Panjang New,6.53,2022-09-17,98.63,241.67,1.04,0.29,0.15,,,4.07,,0.52,9.0,10.55,,19.77,0.0,,,,,,,,
6184,Rantau Panjang New,6.59,2022-09-18,48.6,200.0,1.08,0.25,0.12,,,3.66,,0.49,9.0,10.63,,18.67,0.0,,,,,,,,
6185,Rantau Panjang New,6.57,2022-09-19,46.82,200.0,1.16,0.24,0.15,,,3.65,,0.49,9.0,10.63,,18.15,0.0,,,,,,,,
6186,Rantau Panjang New,6.52,2022-09-20,47.84,200.0,0.98,0.22,0.11,,,3.99,,0.5,9.0,10.69,,17.52,0.0,,,,,,,,
6187,Rantau Panjang New,6.52,2022-09-21,47.95,200.0,1.09,0.23,0.12,,,4.02,,0.51,9.0,10.72,,18.35,0.0,,,,,,,,
6188,Rantau Panjang New,6.51,2022-09-22,60.1,209.52,1.07,0.24,0.14,,,4.04,,0.51,9.0,10.76,,18.11,0.0,,,,,,,,
6189,Rantau Panjang New,6.55,2022-09-23,47.65,200.0,1.02,0.2,0.1,,,3.78,,0.5,9.0,10.67,,17.06,0.0,,,,,,,,
6190,Rantau Panjang New,6.62,2022-09-24,43.65,200.0,1.03,0.21,0.12,,,3.84,,0.5,9.0,10.77,,18.44,0.0,,,,,,,,
6191,Rantau Panjang New,6.41,2022-09-25,286.39,500.0,1.18,0.35,0.22,,,3.53,,0.54,9.0,10.45,,25.55,0.0,,,,,,,,
6192,Rantau Panjang New,6.54,2022-09-26,55.0,200.0,0.86,0.3,0.14,,,3.52,,0.51,9.0,10.42,,19.82,0.0,,,,,,,,
6193,Rantau Panjang New,6.5,2022-09-27,56.28,200.0,0.95,0.29,0.13,,,3.52,,0.51,9.0,98.13,,17.09,0.0,,,,,,,,
6194,Rantau Panjang New,6.52,2022-09-28,243.75,400.0,1.34,0.28,0.21,,,3.79,,0.51,9.0,10.47,,24.17,0.0,,,,,,,,
6195,Rantau Panjang New,6.4,2022-09-29,203.33,391.67,1.54,0.28,0.25,,,3.99,,0.51,9.0,10.44,,25.95,0.0,,,,,,,,
6196,Rantau Panjang New,6.45,2022-09-30,227.17,422.22,1.12,0.37,0.25,,,4.02,,0.51,9.0,10.4,,24.57,0.0,,,,,,,,
6197,Rantau Panjang New,6.38,2022-01-10,164.43,316.67,0.72,0.33,0.13,,,3.97,,0.5,1.0,10.28,,24.6,0.0,,,,,,,,
6198,Rantau Panjang New,6.57,2022-02-10,84.38,225.0,0.85,0.23,0.12,,,3.71,,0.5,2.0,10.26,,21.87,0.0,,,,,,,,
6199,Rantau Panjang New,6.44,2022-03-10,240.71,400.0,1.07,0.31,0.27,,,3.72,,0.51,3.0,10.35,,21.76,0.0,,,,,,,,
6200,Rantau Panjang New,6.43,2022-04-10,166.38,325.0,0.95,0.29,0.15,,,3.78,,0.5,4.0,10.3,,29.37,0.0,,,,,,,,
6201,Rantau Panjang New,6.54,2022-05-10,118.75,275.0,0.89,0.34,0.21,,,3.6,,0.51,5.0,10.35,,21.11,0.0,,,,,,,,
6202,Rantau Panjang New,6.56,2022-06-10,260.42,441.67,1.35,0.39,0.45,,,3.58,,0.51,6.0,10.53,,19.5,0.0,,,,,,,,
6203,Rantau Panjang New,6.51,2022-07-10,50.08,200.0,1.11,0.25,0.09,,,3.5,,0.5,7.0,10.24,,18.5,0.0,,,,,,,,
6204,Rantau Panjang New,6.53,2022-08-10,53.0,200.0,1.15,0.31,0.11,,,3.43,,0.5,8.0,10.22,,18.52,0.0,,,,,,,,
6205,Rantau Panjang New,6.53,2022-09-10,47.63,200.0,0.88,0.27,0.09,,,3.44,,0.5,9.0,10.25,,21.72,0.0,,,,,,,,
6206,Rantau Panjang New,6.44,2022-10-10,68.8,210.0,0.95,0.3,0.16,,,3.48,,0.51,10.0,10.33,,19.38,0.0,,,,,,,,
6207,Rantau Panjang New,6.49,2022-11-10,289.15,565.0,1.41,0.28,0.27,,,3.46,,0.51,11.0,10.35,,18.32,0.0,,,,,,,,
6208,Rantau Panjang New,6.42,2022-12-10,212.04,431.25,1.59,0.35,0.23,,,3.44,,0.5,12.0,10.31,,25.25,0.0,,,,,,,,
6209,Rantau Panjang New,6.42,2022-10-13,125.89,281.58,1.16,0.32,0.23,,,3.59,,0.5,10.0,10.37,,20.86,0.0,,,,,,,,
6210,Rantau Panjang New,6.46,2022-10-14,177.32,376.32,1.38,0.29,0.22,,,3.73,,0.5,10.0,10.41,,24.79,0.0,,,,,,,,
6211,Rantau Panjang New,6.41,2022-10-15,163.95,337.5,1.0,0.32,0.29,,,3.72,,0.5,10.0,10.38,,22.24,0.0,,,,,,,,
6212,Rantau Panjang New,6.41,2022-10-16,159.1,307.14,1.37,0.32,0.14,,,3.99,,0.51,10.0,10.42,,24.2,0.0,,,,,,,,
6213,Rantau Panjang New,6.53,2022-10-17,60.29,200.0,0.96,0.23,0.12,,,3.98,,0.51,10.0,10.41,,20.52,0.0,,,,,,,,
6214,Rantau Panjang New,6.46,2022-10-18,72.08,214.58,1.04,0.28,0.18,,,3.38,,0.51,10.0,10.28,,18.51,0.0,,,,,,,,
6215,Rantau Panjang New,6.45,2022-10-19,58.37,200.0,0.57,0.26,0.17,,,3.47,,0.5,10.0,10.34,,18.54,0.0,,,,,,,,
6216,Rantau Panjang New,6.45,2022-10-20,56.0,200.0,1.0,0.26,0.13,,,3.49,,0.51,10.0,10.42,,16.79,0.0,,,,,,,,
6217,Rantau Panjang New,6.47,2022-10-21,59.55,200.0,1.12,0.22,0.18,,,3.54,,0.47,10.0,10.6,,17.09,0.0,,,,,,,,
6218,Rantau Panjang New,6.52,2022-10-22,45.42,200.0,1.0,0.26,0.11,,,3.75,,0.48,10.0,10.66,,16.86,0.0,,,,,,,,
6219,Rantau Panjang New,6.58,2022-10-23,140.25,316.67,1.27,0.26,0.14,,,3.73,,0.46,10.0,10.42,,21.26,0.0,,,,,,,,
6220,Rantau Panjang New,6.44,2022-10-24,359.22,644.44,1.81,0.37,0.31,,,3.72,,0.46,10.0,10.41,,27.81,0.0,,,,,,,,
6221,Rantau Panjang New,6.49,2022-10-25,171.95,321.05,1.66,0.35,0.28,,,3.64,,0.47,10.0,10.41,,26.16,0.0,,,,,,,,
6222,Rantau Panjang New,6.49,2022-10-26,163.33,336.11,1.38,0.3,0.22,,,3.59,,0.48,10.0,10.49,,23.46,0.0,,,,,,,,
6223,Rantau Panjang New,6.46,2022-10-27,214.88,408.82,1.31,0.26,0.25,,,3.64,,0.47,10.0,10.34,,24.08,0.0,,,,,,,,
6224,Rantau Panjang New,6.39,2022-10-28,396.7,715.0,1.94,0.29,0.41,,,3.69,,0.48,10.0,10.42,,29.1,0.0,,,,,,,,
6225,Rantau Panjang New,6.49,2022-10-29,175.42,347.37,1.36,0.26,0.28,,,3.77,,0.48,10.0,10.53,,23.05,0.0,,,,,,,,
6226,Rantau Panjang New,6.51,2022-10-30,100.25,260.0,1.1,0.3,0.25,,,3.68,,0.49,10.0,10.45,,21.42,0.0,,,,,,,,
6227,Rantau Panjang New,6.5,2022-10-31,181.8,325.0,1.08,0.24,0.23,,,3.59,,0.48,10.0,10.27,,24.32,0.0,,,,,,,,
6228,Rantau Panjang New,6.37,2022-01-11,96.83,225.5,1.05,0.34,0.18,,,3.6,,0.48,1.0,10.3,,19.33,0.0,,,,,,,,
6229,Rantau Panjang New,6.55,2022-02-11,62.88,192.5,0.7,0.26,0.12,,,3.57,,0.49,2.0,10.37,,25.63,0.0,,,,,,,,
6230,Rantau Panjang New,6.48,2022-03-11,115.67,275.0,0.8,0.32,0.15,,,3.51,,0.49,3.0,10.45,,22.56,0.0,,,,,,,,
6231,Rantau Panjang New,6.41,2022-04-11,282.26,534.21,1.59,0.4,0.4,,,3.45,,0.49,4.0,10.34,,23.03,0.0,,,,,,,,
6232,Rantau Panjang New,6.46,2022-05-11,385.5,725.0,0.96,0.46,0.14,,,3.45,,0.48,5.0,10.32,,21.46,0.0,,,,,,,,
6233,Rantau Panjang New,6.46,2022-06-11,354.04,702.08,1.41,0.42,0.41,,,3.46,,0.49,6.0,10.36,,20.16,0.0,,,,,,,,
6234,Rantau Panjang New,6.53,2022-07-11,106.17,254.17,1.07,0.29,0.14,,,3.67,,0.49,7.0,10.32,,20.63,0.0,,,,,,,,
6235,Rantau Panjang New,6.52,2022-08-11,55.17,200.0,0.9,0.3,0.14,,,3.91,,0.51,8.0,10.49,,22.7,0.0,,,,,,,,
6236,Rantau Panjang New,6.55,2022-09-11,166.58,322.92,1.52,0.39,0.22,,,3.85,,0.49,9.0,10.3,,27.48,0.0,,,,,,,,
6237,Rantau Panjang New,6.47,2022-10-11,57.1,200.0,1.17,0.26,0.11,,,3.87,,0.51,10.0,10.26,,30.1,0.0,,,,,,,,
6238,Rantau Panjang New,6.34,2022-11-11,312.89,538.89,1.15,0.43,0.3,,,3.4,,0.51,11.0,10.19,,29.24,0.0,,,,,,,,
6239,Rantau Panjang New,6.41,2022-12-11,235.17,425.0,1.36,0.35,0.26,,,3.43,,0.5,12.0,10.14,,27.73,0.0,,,,,,,,
6240,Rantau Panjang New,6.36,2022-11-13,147.33,287.5,1.52,0.33,0.28,,,3.49,,0.5,11.0,10.16,,21.68,0.0,,,,,,,,
6241,Rantau Panjang New,6.34,2022-11-14,355.21,654.17,1.23,0.3,0.18,,,3.61,,0.5,11.0,10.2,,27.71,0.0,,,,,,,,
6242,Rantau Panjang New,6.31,2022-11-15,335.58,608.33,1.43,0.42,0.27,,,3.62,,0.5,11.0,10.26,,26.62,0.0,,,,,,,,
6243,Rantau Panjang New,6.32,2022-11-16,142.1,295.24,1.31,0.25,0.22,,,3.89,,0.5,11.0,10.25,,23.38,0.0,,,,,,,,
6244,Rantau Panjang New,6.3,2022-11-17,251.83,489.58,1.16,0.24,0.28,,,3.91,,0.5,11.0,10.24,,24.92,0.0,,,,,,,,
6245,Rantau Panjang New,6.37,2022-11-18,147.08,289.58,1.02,0.27,0.21,,,3.67,,0.5,11.0,10.18,,23.53,0.0,,,,,,,,
6246,Rantau Panjang New,6.38,2022-11-19,156.75,347.92,1.05,0.29,0.17,,,3.74,,0.51,11.0,10.46,,23.17,0.0,,,,,,,,
6247,Rantau Panjang New,6.33,2022-11-20,294.8,505.0,1.49,0.37,0.31,,,3.62,,0.49,11.0,10.51,,27.19,0.0,,,,,,,,
6248,Rantau Panjang New,6.37,2022-11-21,92.29,250.0,1.06,0.29,0.17,,,3.4,,0.49,11.0,10.42,,21.71,0.0,,,,,,,,
6249,Rantau Panjang New,6.36,2022-11-22,74.86,207.14,1.1,0.23,0.17,,,3.77,,0.5,11.0,10.39,,21.46,0.0,,,,,,,,
6250,Rantau Panjang New,6.49,2022-11-23,97.46,256.25,1.19,0.28,0.21,,,3.73,,0.5,11.0,10.29,,21.77,0.0,,,,,,,,
6251,Rantau Panjang New,6.55,2022-11-24,63.46,212.5,0.96,0.25,0.14,,,3.5,,0.5,11.0,10.45,,19.95,0.0,,,,,,,,
6252,Rantau Panjang New,6.45,2022-11-25,187.95,338.1,1.15,0.32,0.27,,,3.67,,0.5,11.0,10.36,,23.04,0.0,,,,,,,,
6253,Rantau Panjang New,6.53,2022-11-26,70.46,204.17,1.02,0.27,0.13,,,3.66,,0.5,11.0,10.34,,20.51,0.0,,,,,,,,
6254,Rantau Panjang New,6.42,2022-11-27,104.85,255.0,1.11,0.25,0.17,,,3.63,,0.5,11.0,10.43,,20.6,0.0,,,,,,,,
6255,Rantau Panjang New,6.43,2022-11-28,138.54,295.83,0.91,0.31,0.17,,,3.57,,0.49,11.0,10.38,,20.35,0.0,,,,,,,,
6256,Rantau Panjang New,6.42,2022-11-29,290.04,508.33,1.42,0.32,0.25,,,3.41,,0.49,11.0,10.28,,27.28,0.0,,,,,,,,
6257,Rantau Panjang New,6.34,2022-11-30,168.33,316.67,1.16,0.23,0.24,,,3.6,,0.5,11.0,10.32,,24.01,0.0,,,,,,,,
6258,Rantau Panjang New,6.46,2022-01-12,70.63,191.25,0.83,0.33,0.22,,,4.05,,0.54,1.0,10.42,,24.18,0.0,,,,,,,,
6259,Rantau Panjang New,6.49,2022-02-12,95.5,239.58,0.76,0.29,0.16,,,3.85,,0.52,2.0,10.32,,25.5,0.0,,,,,,,,
6260,Rantau Panjang New,6.47,2022-03-12,71.84,207.89,0.77,0.3,0.13,,,3.84,,0.52,3.0,10.31,,26.14,0.0,,,,,,,,
6261,Rantau Panjang New,6.46,2022-04-12,116.29,264.58,0.98,0.28,0.19,,,3.88,,0.52,4.0,10.41,,21.13,0.0,,,,,,,,
6262,Rantau Panjang New,6.39,2022-05-12,146.83,295.83,0.86,0.42,0.16,,,3.73,,0.51,5.0,10.46,,20.0,0.0,,,,,,,,
6263,Rantau Panjang New,6.38,2022-06-12,272.04,466.67,1.6,0.34,0.25,,,3.86,,0.5,6.0,10.42,,23.21,0.0,,,,,,,,
6264,Rantau Panjang New,6.58,2022-07-12,90.67,233.33,1.03,0.28,0.1,,,3.63,,0.51,7.0,10.41,,21.07,0.0,,,,,,,,
6265,Rantau Panjang New,6.5,2022-08-12,65.21,200.0,1.12,0.31,0.15,,,3.68,,0.51,8.0,10.51,,26.06,0.0,,,,,,,,
6266,Rantau Panjang New,6.61,2022-09-12,99.71,250.0,1.39,0.35,0.17,,,3.66,,0.51,9.0,10.46,,24.34,0.0,,,,,,,,
6267,Rantau Panjang New,6.4,2022-10-12,343.06,643.75,1.45,0.34,0.2,,,3.8,,0.51,10.0,10.52,,25.22,0.0,,,,,,,,
6268,Rantau Panjang New,6.28,2022-11-12,261.4,450.0,1.57,0.45,0.24,,,3.79,,0.51,11.0,10.5,,25.51,0.0,,,,,,,,
6269,Rantau Panjang New,6.46,2022-12-12,144.13,300.0,1.43,0.32,0.28,,,3.72,,0.52,12.0,10.64,,23.46,0.0,,,,,,,,
6270,Rantau Panjang New,6.45,2022-12-13,105.0,272.92,1.14,0.31,0.21,,,3.77,,0.51,12.0,10.5,,21.63,0.0,,,,,,,,
6271,Rantau Panjang New,6.47,2022-12-14,106.67,272.92,1.27,0.26,0.16,,,3.6,,0.51,12.0,10.67,,22.42,0.0,,,,,,,,
6272,Rantau Panjang New,6.44,2022-12-15,74.13,216.67,1.08,0.25,0.15,,,3.64,,0.5,12.0,10.6,,20.48,0.0,,,,,,,,
6273,Rantau Panjang New,6.43,2022-12-16,60.33,200.0,1.15,0.23,0.15,,,3.56,,0.5,12.0,10.56,,19.03,0.0,,,,,,,,
6274,Rantau Panjang New,6.39,2022-12-17,155.42,360.42,0.99,0.28,0.17,,,3.64,,0.5,12.0,10.42,,21.1,0.0,,,,,,,,
6275,Rantau Panjang New,6.4,2022-12-18,233.0,387.5,1.35,0.4,0.23,,,3.72,,0.51,12.0,10.65,,29.57,0.0,,,,,,,,
6276,Rantau Panjang New,6.46,2022-12-19,103.17,256.25,1.41,0.3,0.16,,,3.76,,0.51,12.0,10.63,,22.29,0.0,,,,,,,,
6277,Rantau Panjang New,6.48,2022-12-20,80.13,220.83,1.01,0.23,0.15,,,3.73,,0.51,12.0,10.67,,20.7,0.0,,,,,,,,
6278,Rantau Panjang New,6.48,2022-12-21,273.88,510.42,1.44,0.34,0.25,,,3.74,,0.51,12.0,10.69,,26.64,0.0,,,,,,,,
6279,Rantau Panjang New,6.47,2022-12-22,269.58,454.17,1.29,0.38,0.22,,,3.5,,0.5,12.0,10.5,,28.51,0.0,,,,,,,,
6280,Rantau Panjang New,6.44,2022-12-23,177.79,343.75,1.25,0.43,0.25,,,3.45,,0.5,12.0,10.58,,27.2,0.0,,,,,,,,
6281,Rantau Panjang New,6.54,2022-12-24,87.29,231.25,1.47,0.28,0.19,,,3.48,,0.51,12.0,10.62,,22.12,0.0,,,,,,,,
6282,Rantau Panjang New,6.53,2022-12-25,76.5,225.0,1.41,0.27,0.14,,,3.48,,0.51,12.0,10.59,,20.55,0.0,,,,,,,,
6283,Rantau Panjang New,6.53,2022-12-26,67.25,216.67,1.32,0.25,0.16,,,3.58,,0.51,12.0,10.64,,19.38,0.0,,,,,,,,
6284,Rantau Panjang New,6.44,2022-12-27,59.46,200.0,1.23,0.31,0.16,,,3.57,,0.51,12.0,10.62,,19.63,0.0,,,,,,,,
6285,Rantau Panjang New,6.47,2022-12-28,63.25,200.0,1.24,0.31,0.16,,,3.59,,0.51,12.0,10.66,,19.44,0.0,,,,,,,,
6286,Rantau Panjang New,6.48,2022-12-29,60.42,200.0,1.32,0.34,0.19,,,3.54,,0.5,12.0,10.77,,19.9,0.0,,,,,,,,
6287,Rantau Panjang New,6.52,2022-12-30,61.58,200.0,1.27,0.31,0.16,,,3.61,,0.48,12.0,10.87,,19.32,0.0,,,,,,,,
6288,Rantau Panjang New,6.45,2022-12-31,65.92,200.0,1.23,0.31,0.15,,,3.61,,0.48,12.0,10.95,,17.19,0.0,,,,,,,,
6289,Sungai Selangor Fasa 3 Stage 2,5.55,2022-01-01,199.08,31.33,1.96,0.17,0.37,,,,,,1.0,,,,,,6.9399999999999995,,5.32,,,27.94,0.068
6290,Sungai Selangor Fasa 3 Stage 2,5.72,2022-02-01,275.25,29.5,2.05,0.18,0.4,,,,,,2.0,,,,,,6.89,,5.07,,,29.77,0.068
6291,Sungai Selangor Fasa 3 Stage 2,5.71,2022-03-01,168.79,30.58,1.7,0.1,0.29,,,,,,3.0,,,,,,6.91,,4.83,,,29.35,0.069
6292,Sungai Selangor Fasa 3 Stage 2,5.53,2022-04-01,127.17,39.5,2.01,0.18,0.36,,,,,,4.0,,,,,,7.0600000000000005,,5.12,,,27.29,0.07
6293,Sungai Selangor Fasa 3 Stage 2,5.79,2022-05-01,81.06,42.67,1.2,0.12,0.17,,,,,,5.0,,,,,,6.75,,4.62,,,32.34,0.07
6294,Sungai Selangor Fasa 3 Stage 2,5.77,2022-06-01,42.51,41.5,1.2,0.09,0.11,,,,,,6.0,,,,,,6.85,,4.78,,,28.43,0.068
6295,Sungai Selangor Fasa 3 Stage 2,5.75,2022-07-01,45.38,44.75,1.13,0.1,0.18,,,,,,7.0,,,,,,7.029999999999999,,4.3100000000000005,,,29.82,0.07
6296,Sungai Selangor Fasa 3 Stage 2,5.62,2022-08-01,34.76,33.92,1.18,0.05,0.12,,,,,,8.0,,,,,,7.82,,5.26,,,45.2,0.085
6297,Sungai Selangor Fasa 3 Stage 2,5.83,2022-09-01,233.58,28.33,2.18,0.24,0.54,,,,,,9.0,,,,,,7.7299999999999995,,4.93,,,43.99,0.085
