,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Flopam FA 920 PWG,Kibbled Aluminium Sulphate,Liquid Chlorine,Soda_Ash_T,Sodium Silico Fluoride,Month,Hydrated Lime,Soda Ash,Liquid Polyaluminium Chloride,Sodium Aluminosilicate,Flopam FO 4290 PWG,Hydrated_Lime_Pow_T,Liquid Aluminium Sulphate,Liquid_Chlorine_T,Microsand,Flopam FO 4190 PWG,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L)
6298,Sungai Selangor Fasa 3 Stage 2,5.72,2022-10-01,168.23,31.58,2.04,0.25,0.45,,,,,,10.0,,,,,,8.09,,5.27,,,48.14,0.067
6299,Sungai Selangor Fasa 3 Stage 2,5.64,2022-11-01,83.5,37.5,1.32,0.1,0.2,,,,,,11.0,,,,,,7.99,,5.140000000000001,,,52.97,0.059
6300,Sungai Selangor Fasa 3 Stage 2,5.54,2022-12-01,190.17,31.33,1.74,0.17,0.33,,,,,,12.0,,,,,,7.94,,4.93,,,46.46,0.055
6301,Sungai Selangor Fasa 3 Stage 2,5.68,2022-01-13,62.83,40.17,1.36,0.08,0.16,,,,,,1.0,,,,,,7.92,,4.93,,,37.25,0.058
6302,Sungai Selangor Fasa 3 Stage 2,5.68,2022-01-14,53.25,33.83,1.37,0.06,0.15,,,,,,1.0,,,,,,7.7700000000000005,,4.6899999999999995,,,35.74,0.057
6303,Sungai Selangor Fasa 3 Stage 2,5.69,2022-01-15,37.34,37.25,1.15,0.11,0.09,,,,,,1.0,,,,,,7.54,,5.08,,,34.77,0.054
6304,Sungai Selangor Fasa 3 Stage 2,5.68,2022-01-16,39.72,35.67,1.0,0.07,0.1,,,,,,1.0,,,,,,7.58,,4.7,,,34.57,0.066
6305,Sungai Selangor Fasa 3 Stage 2,5.66,2022-01-17,37.62,34.67,0.95,0.11,0.06,,,,,,1.0,,,,,,7.630000000000001,,5.21,,,34.73,0.067
6306,Sungai Selangor Fasa 3 Stage 2,5.53,2022-01-18,200.6,31.92,2.09,0.17,0.37,,,,,,1.0,,,,,,6.7299999999999995,,4.78,,,39.3,0.067
6307,Sungai Selangor Fasa 3 Stage 2,5.61,2022-01-19,53.86,38.83,1.11,0.09,0.1,,,,,,1.0,,,,,,6.91,,5.02,,,40.79,0.068
6308,Sungai Selangor Fasa 3 Stage 2,5.64,2022-01-20,91.72,40.92,1.22,0.09,0.2,,,,,,1.0,,,,,,6.9399999999999995,,4.93,,,37.64,0.068
6309,Sungai Selangor Fasa 3 Stage 2,5.71,2022-01-21,44.88,41.83,1.09,0.06,0.1,,,,,,1.0,,,,,,7.58,,4.87,,,34.16,0.067
6310,Sungai Selangor Fasa 3 Stage 2,5.64,2022-01-22,37.36,42.83,0.88,0.05,0.06,,,,,,1.0,,,,,,7.67,,4.43,,,32.71,0.068
6311,Sungai Selangor Fasa 3 Stage 2,5.69,2022-01-23,175.98,40.83,1.66,0.08,0.27,,,,,,1.0,,,,,,7.789999999999999,,4.390000000000001,,,30.01,0.059
6312,Sungai Selangor Fasa 3 Stage 2,5.59,2022-01-24,248.42,35.92,2.15,0.13,0.41,,,,,,1.0,,,,,,7.84,,4.36,,,37.82,0.058
6313,Sungai Selangor Fasa 3 Stage 2,5.58,2022-01-25,278.33,36.33,2.38,0.23,0.53,,,,,,1.0,,,,,,8.42,,3.92,,,35.36,0.059
6314,Sungai Selangor Fasa 3 Stage 2,5.59,2022-01-26,130.04,37.0,1.74,0.21,0.32,,,,,,1.0,,,,,,8.309999999999999,,3.9800000000000004,,,35.48,0.058
6315,Sungai Selangor Fasa 3 Stage 2,5.65,2022-01-27,56.29,37.25,1.24,0.09,0.15,,,,,,1.0,,,,,,8.36,,4.22,,,33.92,0.057
6316,Sungai Selangor Fasa 3 Stage 2,5.69,2022-01-28,49.15,41.33,1.1,0.05,0.14,,,,,,1.0,,,,,,8.13,,4.37,,,35.02,0.087
6317,Sungai Selangor Fasa 3 Stage 2,5.69,2022-01-29,43.14,38.08,0.92,0.08,0.1,,,,,,1.0,,,,,,10.450000000000001,,4.5600000000000005,,,30.85,0.092
6318,Sungai Selangor Fasa 3 Stage 2,5.66,2022-01-30,96.35,34.83,0.87,0.12,0.09,,,,,,1.0,,,,,,9.47,,4.59,,,34.25,0.089
6319,Sungai Selangor Fasa 3 Stage 2,5.58,2022-01-31,191.68,30.83,1.42,0.1,0.26,,,,,,1.0,,,,,,9.75,,4.33,,,33.22,0.063
6320,Sungai Selangor Fasa 3 Stage 2,5.58,2022-01-02,136.61,35.92,1.54,0.11,0.19,,,,,,1.0,,,,,,8.69,,4.63,,,44.05,0.09
6321,Sungai Selangor Fasa 3 Stage 2,5.68,2022-02-02,288.19,25.67,1.99,0.13,0.34,,,,,,2.0,,,,,,9.120000000000001,,4.54,,,41.64,0.094
6322,Sungai Selangor Fasa 3 Stage 2,5.66,2022-03-02,115.78,35.08,1.53,0.08,0.23,,,,,,3.0,,,,,,7.890000000000001,,4.59,,,40.48,0.092
6323,Sungai Selangor Fasa 3 Stage 2,5.66,2022-04-02,87.24,41.75,1.48,0.14,0.18,,,,,,4.0,,,,,,8.17,,4.28,,,37.08,0.058
6324,Sungai Selangor Fasa 3 Stage 2,5.81,2022-05-02,112.23,38.58,1.41,0.1,0.19,,,,,,5.0,,,,,,7.91,,4.63,,,40.79,0.058
6325,Sungai Selangor Fasa 3 Stage 2,5.77,2022-06-02,71.27,39.17,1.44,0.13,0.19,,,,,,6.0,,,,,,8.01,,4.85,,,35.69,0.058
6326,Sungai Selangor Fasa 3 Stage 2,5.8,2022-07-02,48.03,42.67,0.9,0.09,0.1,,,,,,7.0,,,,,,8.61,,4.65,,,37.4,0.058
6327,Sungai Selangor Fasa 3 Stage 2,5.65,2022-08-02,51.84,35.25,1.39,0.07,0.16,,,,,,8.0,,,,,,8.209999999999999,,4.72,,,38.97,0.056
6328,Sungai Selangor Fasa 3 Stage 2,5.85,2022-09-02,144.82,32.17,1.75,0.13,0.27,,,,,,9.0,,,,,,8.46,,4.61,,,35.65,0.07
6329,Sungai Selangor Fasa 3 Stage 2,5.69,2022-10-02,94.59,40.08,1.37,0.09,0.2,,,,,,10.0,,,,,,8.36,,4.75,,,37.42,0.069
6330,Sungai Selangor Fasa 3 Stage 2,5.57,2022-11-02,145.52,36.0,1.71,0.22,0.28,,,,,,11.0,,,,,,10.530000000000001,,5.92,,,38.23,0.09
6331,Sungai Selangor Fasa 3 Stage 2,5.53,2022-12-02,322.92,30.92,2.22,0.29,0.52,,,,,,12.0,,,,,,9.31,,4.56,,,38.87,0.09
6332,Sungai Selangor Fasa 3 Stage 2,5.55,2022-02-13,320.5,28.5,3.07,0.23,0.49,,,,,,2.0,,,,,,9.72,,4.73,,,39.38,0.091
6333,Sungai Selangor Fasa 3 Stage 2,5.6,2022-02-14,462.67,27.83,2.91,0.21,0.85,,,,,,2.0,,,,,,9.32,,5.01,,,45.5,0.09
6334,Sungai Selangor Fasa 3 Stage 2,5.64,2022-02-15,227.58,34.42,2.01,0.15,0.4,,,,,,2.0,,,,,,9.39,,4.61,,,39.75,0.09
6335,Sungai Selangor Fasa 3 Stage 2,5.68,2022-02-16,76.48,30.33,1.32,0.09,0.2,,,,,,2.0,,,,,,8.55,,4.55,,,37.14,0.09
6336,Sungai Selangor Fasa 3 Stage 2,5.73,2022-02-17,69.54,30.42,1.3,0.09,0.16,,,,,,2.0,,,,,,7.91,,5.15,,,35.25,0.088
6337,Sungai Selangor Fasa 3 Stage 2,5.74,2022-02-18,89.26,35.0,1.35,0.08,0.2,,,,,,2.0,,,,,,6.82,,5.18,,,35.23,0.067
6338,Sungai Selangor Fasa 3 Stage 2,5.82,2022-02-19,67.58,38.08,1.57,0.11,0.17,,,,,,2.0,,,,,,6.95,,5.32,,,37.83,0.068
6339,Sungai Selangor Fasa 3 Stage 2,5.76,2022-02-20,74.4,41.08,1.5,0.08,0.17,,,,,,2.0,,,,,,7.039999999999999,,5.029999999999999,,,33.28,0.07
6340,Sungai Selangor Fasa 3 Stage 2,5.64,2022-02-21,120.18,35.92,1.74,0.17,0.28,,,,,,2.0,,,,,,7.07,,5.0,,,39.54,0.056
6341,Sungai Selangor Fasa 3 Stage 2,5.83,2022-02-22,148.63,35.42,1.74,0.11,0.29,,,,,,2.0,,,,,,7.02,,4.76,,,36.63,0.056
6342,Sungai Selangor Fasa 3 Stage 2,5.59,2022-02-23,118.89,29.08,1.74,0.15,0.27,,,,,,2.0,,,,,,6.869999999999999,,4.76,,,40.6,0.053
6343,Sungai Selangor Fasa 3 Stage 2,5.69,2022-02-24,96.68,33.92,1.52,0.19,0.19,,,,,,2.0,,,,,,7.05,,4.27,,,37.83,0.057
6344,Sungai Selangor Fasa 3 Stage 2,5.57,2022-02-25,95.33,95.47,2.1,0.21,0.25,,,,,,2.0,,,,,,8.11,,4.67,,,36.94,0.073
6345,Sungai Selangor Fasa 3 Stage 2,5.72,2022-02-26,323.25,32.58,2.48,0.19,0.66,,,,,,2.0,,,,,,8.12,,4.55,,,44.18,0.079
6346,Sungai Selangor Fasa 3 Stage 2,5.67,2022-02-27,194.57,35.25,1.67,0.16,0.28,,,,,,2.0,,,,,,8.33,,4.54,,,40.28,0.068
6347,Sungai Selangor Fasa 3 Stage 2,5.7,2022-02-28,87.55,37.33,1.4,0.09,0.17,,,,,,2.0,,,,,,8.23,,4.08,,,37.36,0.069
6348,Sungai Selangor Fasa 3 Stage 2,5.58,2022-01-03,129.95,35.67,1.54,0.11,0.26,,,,,,1.0,,,,,,9.15,,7.359999999999999,,,27.94,0.083
6349,Sungai Selangor Fasa 3 Stage 2,5.63,2022-02-03,194.55,32.75,1.78,0.15,0.33,,,,,,2.0,,,,,,9.02,,6.43,,,29.74,0.083
6350,Sungai Selangor Fasa 3 Stage 2,5.68,2022-03-03,183.3,32.75,1.95,0.18,0.29,,,,,,3.0,,,,,,8.940000000000001,,5.16,,,29.33,0.084
6351,Sungai Selangor Fasa 3 Stage 2,5.63,2022-04-03,593.88,37.58,2.56,0.08,0.84,,,,,,4.0,,,,,,9.09,,5.75,,,27.26,0.088
6352,Sungai Selangor Fasa 3 Stage 2,5.77,2022-05-03,99.13,41.0,1.24,0.1,0.17,,,,,,5.0,,,,,,8.96,,5.54,,,32.32,0.086
6353,Sungai Selangor Fasa 3 Stage 2,5.72,2022-06-03,57.14,41.33,1.39,0.08,0.15,,,,,,6.0,,,,,,8.92,,5.11,,,28.47,0.088
6354,Sungai Selangor Fasa 3 Stage 2,5.81,2022-07-03,91.69,43.83,1.12,0.08,0.13,,,,,,7.0,,,,,,9.17,,4.9799999999999995,,,41.93,0.075
6355,Sungai Selangor Fasa 3 Stage 2,5.62,2022-08-03,86.15,35.92,1.57,0.13,0.27,,,,,,8.0,,,,,,7.98,,5.1899999999999995,,,51.46,0.074
6356,Sungai Selangor Fasa 3 Stage 2,5.77,2022-09-03,176.42,34.92,1.53,0.17,0.22,,,,,,9.0,,,,,,7.880000000000001,,3.94,,,41.85,0.075
6357,Sungai Selangor Fasa 3 Stage 2,5.74,2022-10-03,128.02,33.75,1.56,0.16,0.28,,,,,,10.0,,,,,,7.85,,5.16,,,48.14,0.075
6358,Sungai Selangor Fasa 3 Stage 2,5.56,2022-11-03,149.03,36.5,1.38,0.12,0.21,,,,,,11.0,,,,,,8.0,,4.7700000000000005,,,47.65,0.078
6359,Sungai Selangor Fasa 3 Stage 2,5.55,2022-12-03,190.41,35.0,1.96,0.2,0.44,,,,,,12.0,,,,,,8.370000000000001,,4.720000000000001,,,44.18,0.088
6360,Sungai Selangor Fasa 3 Stage 2,5.56,2022-03-13,77.41,41.33,1.35,0.11,0.13,,,,,,3.0,,,,,,8.450000000000001,,5.12,,,46.99,0.089
6361,Sungai Selangor Fasa 3 Stage 2,5.65,2022-03-14,155.25,35.5,1.75,0.17,0.24,,,,,,3.0,,,,,,8.32,,4.5200000000000005,,,46.08,0.089
6362,Sungai Selangor Fasa 3 Stage 2,5.72,2022-03-15,206.03,36.67,2.0,0.25,0.42,,,,,,3.0,,,,,,8.1,,5.28,,,44.9,0.09
6363,Sungai Selangor Fasa 3 Stage 2,5.75,2022-03-16,223.08,39.67,1.85,0.18,0.33,,,,,,3.0,,,,,,8.05,,5.26,,,40.36,0.09
6364,Sungai Selangor Fasa 3 Stage 2,5.76,2022-03-17,221.75,35.83,1.92,0.16,0.39,,,,,,3.0,,,,,,7.89,,5.93,,,46.25,0.089
6365,Sungai Selangor Fasa 3 Stage 2,5.67,2022-03-18,402.08,34.42,2.94,0.18,0.68,,,,,,3.0,,,,,,8.34,,5.369999999999999,,,48.55,0.09
6366,Sungai Selangor Fasa 3 Stage 2,5.71,2022-03-19,107.55,39.67,1.79,0.09,0.28,,,,,,3.0,,,,,,8.49,,6.11,,,44.22,0.09
6367,Sungai Selangor Fasa 3 Stage 2,5.73,2022-03-20,76.7,43.42,1.5,0.06,0.2,,,,,,3.0,,,,,,8.209999999999999,,5.2,,,42.76,0.09
6368,Sungai Selangor Fasa 3 Stage 2,5.67,2022-03-21,58.73,40.25,1.28,0.12,0.11,,,,,,3.0,,,,,,9.05,,5.62,,,34.21,0.096
6369,Sungai Selangor Fasa 3 Stage 2,5.75,2022-03-22,68.78,40.0,1.35,0.08,0.1,,,,,,3.0,,,,,,9.04,,5.09,,,32.71,0.096
6370,Sungai Selangor Fasa 3 Stage 2,5.81,2022-03-23,55.76,42.08,1.19,0.1,0.11,,,,,,3.0,,,,,,9.11,,4.96,,,30.01,0.098
6371,Sungai Selangor Fasa 3 Stage 2,5.79,2022-03-24,45.6,42.08,1.18,0.09,0.11,,,,,,3.0,,,,,,9.02,,5.48,,,37.84,0.096
6372,Sungai Selangor Fasa 3 Stage 2,5.77,2022-03-25,68.48,41.83,1.29,0.08,0.13,,,,,,3.0,,,,,,9.0,,5.59,,,35.35,0.097
6373,Sungai Selangor Fasa 3 Stage 2,5.74,2022-03-26,76.37,42.0,1.24,0.1,0.17,,,,,,3.0,,,,,,9.040000000000001,,5.38,,,35.53,0.095
6374,Sungai Selangor Fasa 3 Stage 2,5.76,2022-03-27,134.23,41.0,1.51,0.1,0.18,,,,,,3.0,,,,,,9.34,,3.99,,,33.92,0.082
6375,Sungai Selangor Fasa 3 Stage 2,5.84,2022-03-28,51.21,42.25,1.39,0.11,0.15,,,,,,3.0,,,,,,10.55,,5.37,,,35.04,0.09
6376,Sungai Selangor Fasa 3 Stage 2,5.79,2022-03-29,128.53,39.33,1.58,0.13,0.24,,,,,,3.0,,,,,,10.61,,5.13,,,28.83,0.09
6377,Sungai Selangor Fasa 3 Stage 2,5.82,2022-03-30,164.86,38.17,2.01,0.23,0.42,,,,,,3.0,,,,,,7.84,,5.36,,,36.85,0.091
6378,Sungai Selangor Fasa 3 Stage 2,5.72,2022-03-31,353.75,35.25,3.02,0.27,0.72,,,,,,3.0,,,,,,9.23,,6.12,,,33.24,0.091
6379,Sungai Selangor Fasa 3 Stage 2,5.59,2022-01-04,76.68,38.83,1.33,0.12,0.2,,,,,,1.0,,,,,,7.880000000000001,,3.07,,,39.81,0.088
6380,Sungai Selangor Fasa 3 Stage 2,5.69,2022-02-04,247.58,32.75,1.95,0.27,0.56,,,,,,2.0,,,,,,7.959999999999999,,4.88,,,35.57,0.087
6381,Sungai Selangor Fasa 3 Stage 2,5.75,2022-03-04,303.83,28.75,2.88,0.17,0.61,,,,,,3.0,,,,,,8.08,,4.37,,,38.08,0.088
6382,Sungai Selangor Fasa 3 Stage 2,5.62,2022-04-04,146.51,38.5,1.77,0.19,0.25,,,,,,4.0,,,,,,8.15,,4.03,,,41.61,0.089
6383,Sungai Selangor Fasa 3 Stage 2,5.77,2022-05-04,60.84,43.67,1.06,0.07,0.12,,,,,,5.0,,,,,,8.24,,4.25,,,38.96,0.089
6384,Sungai Selangor Fasa 3 Stage 2,5.85,2022-06-04,43.45,40.83,1.37,0.08,0.12,,,,,,6.0,,,,,,8.15,,4.470000000000001,,,37.7,0.089
6385,Sungai Selangor Fasa 3 Stage 2,5.74,2022-07-04,35.19,41.83,1.03,0.08,0.11,,,,,,7.0,,,,,,8.0,,4.8,,,40.13,0.086
6386,Sungai Selangor Fasa 3 Stage 2,5.67,2022-08-04,45.11,38.83,1.15,0.06,0.11,,,,,,8.0,,,,,,9.13,,4.88,,,34.83,0.098
6387,Sungai Selangor Fasa 3 Stage 2,5.79,2022-09-04,82.63,39.08,1.21,0.09,0.18,,,,,,9.0,,,,,,8.94,,4.62,,,32.57,0.095
6388,Sungai Selangor Fasa 3 Stage 2,5.71,2022-10-04,285.25,28.83,2.78,0.2,0.52,,,,,,10.0,,,,,,9.17,,4.87,,,32.76,0.097
6389,Sungai Selangor Fasa 3 Stage 2,5.69,2022-11-04,122.94,35.83,1.58,0.14,0.26,,,,,,11.0,,,,,,8.92,,3.84,,,32.86,0.095
6390,Sungai Selangor Fasa 3 Stage 2,5.53,2022-12-04,84.9,38.58,1.3,0.09,0.24,,,,,,12.0,,,,,,9.04,,3.72,,,32.7,0.096
6391,Sungai Selangor Fasa 3 Stage 2,5.72,2022-04-13,82.93,39.75,1.31,0.08,0.16,,,,,,4.0,,,,,,8.67,,3.58,,,28.27,0.095
6392,Sungai Selangor Fasa 3 Stage 2,5.7,2022-04-14,149.05,39.92,1.81,0.11,0.24,,,,,,4.0,,,,,,8.95,,4.38,,,27.19,0.094
6393,Sungai Selangor Fasa 3 Stage 2,5.64,2022-04-15,89.21,40.67,1.34,0.07,0.21,,,,,,4.0,,,,,,9.34,,4.04,,,32.18,0.094
6394,Sungai Selangor Fasa 3 Stage 2,5.7,2022-04-16,79.86,42.67,1.4,0.09,0.16,,,,,,4.0,,,,,,8.79,,4.21,,,31.48,0.091
6395,Sungai Selangor Fasa 3 Stage 2,5.71,2022-04-17,226.04,37.42,1.69,0.11,0.33,,,,,,4.0,,,,,,8.16,,5.1,,,31.44,0.078
6396,Sungai Selangor Fasa 3 Stage 2,5.55,2022-04-18,190.33,35.08,2.1,0.14,0.31,,,,,,4.0,,,,,,8.14,,4.13,,,33.27,0.087
6397,Sungai Selangor Fasa 3 Stage 2,5.64,2022-04-19,267.92,34.83,2.04,0.2,0.52,,,,,,4.0,,,,,,8.09,,4.09,,,38.36,0.087
6398,Sungai Selangor Fasa 3 Stage 2,5.64,2022-04-20,223.25,31.0,2.04,0.26,0.46,,,,,,4.0,,,,,,8.18,,3.88,,,41.58,0.088
6399,Sungai Selangor Fasa 3 Stage 2,5.63,2022-04-21,190.58,36.42,2.03,0.28,0.46,,,,,,4.0,,,,,,8.05,,4.0,,,40.81,0.088
6400,Sungai Selangor Fasa 3 Stage 2,5.75,2022-04-22,118.67,39.42,1.53,0.13,0.2,,,,,,4.0,,,,,,8.11,,3.9299999999999997,,,41.71,0.086
6401,Sungai Selangor Fasa 3 Stage 2,5.68,2022-04-23,214.33,37.08,2.1,0.22,0.45,,,,,,4.0,,,,,,7.92,,4.17,,,41.67,0.085
6402,Sungai Selangor Fasa 3 Stage 2,5.65,2022-04-24,96.64,41.33,1.61,0.12,0.2,,,,,,4.0,,,,,,7.890000000000001,,3.47,,,38.24,0.086
6403,Sungai Selangor Fasa 3 Stage 2,5.76,2022-04-25,125.22,39.75,1.45,0.11,0.17,,,,,,4.0,,,,,,8.88,,4.0,,,36.02,0.078
6404,Sungai Selangor Fasa 3 Stage 2,5.71,2022-04-26,129.68,41.5,1.41,0.16,0.25,,,,,,4.0,,,,,,8.78,,4.31,,,49.4,0.078
6405,Sungai Selangor Fasa 3 Stage 2,5.77,2022-04-27,173.05,38.75,1.57,0.12,0.21,,,,,,4.0,,,,,,8.82,,4.529999999999999,,,38.64,0.081
6406,Sungai Selangor Fasa 3 Stage 2,5.76,2022-04-28,187.24,36.5,1.63,0.14,0.2,,,,,,4.0,,,,,,8.86,,4.16,,,42.21,0.081
6407,Sungai Selangor Fasa 3 Stage 2,5.61,2022-04-29,209.83,35.92,1.56,0.23,0.39,,,,,,4.0,,,,,,8.719999999999999,,3.7199999999999998,,,38.49,0.082
6408,Sungai Selangor Fasa 3 Stage 2,5.65,2022-04-30,166.66,37.0,1.96,0.2,0.35,,,,,,4.0,,,,,,9.02,,3.91,,,36.24,0.082
6409,Sungai Selangor Fasa 3 Stage 2,5.59,2022-01-05,235.65,32.25,1.98,0.21,0.43,,,,,,1.0,,,,,,6.79,,6.11,,,34.42,0.064
6410,Sungai Selangor Fasa 3 Stage 2,5.62,2022-02-05,92.83,39.5,1.46,0.1,0.19,,,,,,2.0,,,,,,6.800000000000001,,5.13,,,33.37,0.064
6411,Sungai Selangor Fasa 3 Stage 2,5.73,2022-03-05,361.42,28.83,3.16,0.15,0.66,,,,,,3.0,,,,,,9.34,,5.8999999999999995,,,29.08,0.085
6412,Sungai Selangor Fasa 3 Stage 2,5.7,2022-04-05,177.23,39.42,1.84,0.12,0.3,,,,,,4.0,,,,,,8.11,,5.59,,,27.72,0.073
6413,Sungai Selangor Fasa 3 Stage 2,5.85,2022-05-05,60.52,42.58,1.04,0.07,0.1,,,,,,5.0,,,,,,7.74,,5.36,,,24.35,0.066
6414,Sungai Selangor Fasa 3 Stage 2,5.76,2022-06-05,44.62,40.5,1.32,0.09,0.13,,,,,,6.0,,,,,,7.94,,5.69,,,21.23,0.077
6415,Sungai Selangor Fasa 3 Stage 2,5.74,2022-07-05,36.96,35.08,1.18,0.06,0.09,,,,,,7.0,,,,,,6.96,,4.76,,,27.3,0.074
6416,Sungai Selangor Fasa 3 Stage 2,5.64,2022-08-05,37.75,33.5,1.0,0.06,0.08,,,,,,8.0,,,,,,7.01,,4.87,,,28.77,0.072
6417,Sungai Selangor Fasa 3 Stage 2,5.73,2022-09-05,41.12,38.08,1.22,0.08,0.11,,,,,,9.0,,,,,,8.01,,4.9799999999999995,,,27.77,0.075
6418,Sungai Selangor Fasa 3 Stage 2,5.7,2022-10-05,104.52,35.42,1.46,0.14,0.24,,,,,,10.0,,,,,,7.890000000000001,,5.91,,,28.65,0.086
6419,Sungai Selangor Fasa 3 Stage 2,5.75,2022-11-05,107.11,33.75,1.23,0.1,0.21,,,,,,11.0,,,,,,7.6000000000000005,,5.199999999999999,,,33.86,0.086
6420,Sungai Selangor Fasa 3 Stage 2,5.54,2022-12-05,72.84,36.25,1.68,0.15,0.17,,,,,,12.0,,,,,,7.8500000000000005,,5.9399999999999995,,,38.17,0.086
6421,Sungai Selangor Fasa 3 Stage 2,5.72,2022-05-13,71.77,42.67,1.05,0.1,0.11,,,,,,5.0,,,,,,7.859999999999999,,4.86,,,33.22,0.074
6422,Sungai Selangor Fasa 3 Stage 2,5.75,2022-05-14,48.38,44.17,1.29,0.1,0.12,,,,,,5.0,,,,,,7.99,,4.11,,,31.72,0.074
6423,Sungai Selangor Fasa 3 Stage 2,5.68,2022-05-15,113.58,42.25,1.39,0.12,0.18,,,,,,5.0,,,,,,7.930000000000001,,6.0,,,31.36,0.074
6424,Sungai Selangor Fasa 3 Stage 2,5.65,2022-05-16,576.27,36.25,2.76,0.17,1.05,,,,,,5.0,,,,,,7.91,,6.24,,,37.24,0.074
6425,Sungai Selangor Fasa 3 Stage 2,5.56,2022-05-17,697.75,22.92,4.35,0.18,1.23,,,,,,5.0,,,,,,7.52,,6.040000000000001,,,48.23,0.077
6426,Sungai Selangor Fasa 3 Stage 2,5.6,2022-05-18,194.08,29.83,1.83,0.17,0.37,,,,,,5.0,,,,,,8.25,,6.02,,,31.35,0.073
6427,Sungai Selangor Fasa 3 Stage 2,5.61,2022-05-19,111.06,32.33,1.41,0.13,0.22,,,,,,5.0,,,,,,7.8500000000000005,,5.7299999999999995,,,31.25,0.069
6428,Sungai Selangor Fasa 3 Stage 2,5.62,2022-05-20,63.83,32.75,1.19,0.1,0.13,,,,,,5.0,,,,,,6.74,,6.09,,,29.08,0.068
6429,Sungai Selangor Fasa 3 Stage 2,5.72,2022-05-21,50.65,39.17,1.11,0.07,0.1,,,,,,5.0,,,,,,6.619999999999999,,5.53,,,26.92,0.068
6430,Sungai Selangor Fasa 3 Stage 2,5.78,2022-05-22,46.94,37.92,1.02,0.08,0.1,,,,,,5.0,,,,,,6.8500000000000005,,5.85,,,27.59,0.066
6431,Sungai Selangor Fasa 3 Stage 2,5.79,2022-05-23,47.67,42.25,1.18,0.12,0.13,,,,,,5.0,,,,,,6.92,,5.33,,,25.88,0.065
6432,Sungai Selangor Fasa 3 Stage 2,5.86,2022-05-24,73.5,34.33,1.34,0.1,0.1,,,,,,5.0,,,,,,6.949999999999999,,5.949999999999999,,,24.79,0.066
6433,Sungai Selangor Fasa 3 Stage 2,5.62,2022-05-25,500.67,28.17,3.5,0.14,0.83,,,,,,5.0,,,,,,6.82,,6.12,,,34.17,0.065
6434,Sungai Selangor Fasa 3 Stage 2,5.71,2022-05-26,182.49,36.08,1.58,0.1,0.41,,,,,,5.0,,,,,,6.69,,5.62,,,35.08,0.067
6435,Sungai Selangor Fasa 3 Stage 2,5.7,2022-05-27,67.87,40.67,1.12,0.09,0.12,,,,,,5.0,,,,,,6.97,,5.46,,,27.54,0.067
6436,Sungai Selangor Fasa 3 Stage 2,5.8,2022-05-28,63.23,39.17,1.1,0.07,0.11,,,,,,5.0,,,,,,7.029999999999999,,5.880000000000001,,,24.98,0.066
6437,Sungai Selangor Fasa 3 Stage 2,5.71,2022-05-29,51.58,39.67,1.04,0.08,0.12,,,,,,5.0,,,,,,7.1,,5.640000000000001,,,22.4,0.066
6438,Sungai Selangor Fasa 3 Stage 2,5.82,2022-05-30,43.5,43.58,1.39,0.12,0.11,,,,,,5.0,,,,,,7.18,,5.680000000000001,,,22.43,0.084
6439,Sungai Selangor Fasa 3 Stage 2,5.8,2022-05-31,48.89,41.42,1.17,0.06,0.12,,,,,,5.0,,,,,,7.1899999999999995,,5.76,,,22.87,0.085
6440,Sungai Selangor Fasa 3 Stage 2,5.52,2022-01-06,165.84,37.33,2.0,0.21,0.38,,,,,,1.0,,,,,,8.17,,6.67,,,21.59,0.087
6441,Sungai Selangor Fasa 3 Stage 2,5.6,2022-02-06,129.13,34.5,1.7,0.1,0.2,,,,,,2.0,,,,,,8.1,,7.359999999999999,,,20.85,0.086
6442,Sungai Selangor Fasa 3 Stage 2,5.63,2022-03-06,281.58,30.92,2.81,0.12,0.56,,,,,,3.0,,,,,,8.120000000000001,,6.74,,,22.7,0.087
6443,Sungai Selangor Fasa 3 Stage 2,5.67,2022-04-06,231.0,36.67,2.32,0.11,0.56,,,,,,4.0,,,,,,8.129999999999999,,6.66,,,21.84,0.087
6444,Sungai Selangor Fasa 3 Stage 2,5.89,2022-05-06,56.63,44.42,1.03,0.07,0.12,,,,,,5.0,,,,,,8.120000000000001,,6.27,,,21.65,0.087
6445,Sungai Selangor Fasa 3 Stage 2,5.77,2022-06-06,53.12,42.08,1.41,0.09,0.15,,,,,,6.0,,,,,,9.47,,5.58,,,21.73,0.086
6446,Sungai Selangor Fasa 3 Stage 2,5.76,2022-07-06,35.33,35.92,1.24,0.15,0.09,,,,,,7.0,,,,,,9.38,,6.7700000000000005,,,25.98,0.087
6447,Sungai Selangor Fasa 3 Stage 2,5.63,2022-08-06,43.34,42.5,1.38,0.11,0.17,,,,,,8.0,,,,,,9.45,,6.1,,,32.69,0.088
6448,Sungai Selangor Fasa 3 Stage 2,5.74,2022-09-06,40.71,38.08,1.31,0.06,0.1,,,,,,9.0,,,,,,9.430000000000001,,6.6899999999999995,,,39.31,0.089
6449,Sungai Selangor Fasa 3 Stage 2,5.69,2022-10-06,27.4,41.5,0.79,0.08,0.07,,,,,,10.0,,,,,,8.79,,5.7,,,39.89,0.09
