,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda_Ash_T,Liquid Chlorine,Sodium Silico Fluoride,Month,Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Sodium Aluminosilicate,Liquid Polyaluminium Chloride ,Liquid Aluminium Sulphate,Liquid_Chlorine_T,Hydrated_Lime_Pow_T,Flopam FO 4290 PWG,Microsand,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Sodium Silico Fluoride (mg/L)
5132,Sungai Selangor Fasa 1,6.32,2022-10-31,80.18,712.08,1.13,0.08,0.1,,,,,,,,,,,,,,,,,,,
5133,Sungai Selangor Fasa 1,6.45,2022-01-11,105.11,883.92,1.85,0.17,0.29,,,,,,,,,,,,,,,,,,,
5134,Sungai Selangor Fasa 1,6.33,2022-02-11,46.23,311.83,1.36,0.07,0.09,,,,,,,,,,,,,,,,,,,
5135,Sungai Selangor Fasa 1,6.15,2022-03-11,89.76,724.33,2.13,0.07,0.26,,,,,,,,,,,,,,,,,,,
5136,Sungai Selangor Fasa 1,6.34,2022-04-11,208.44,1738.75,2.78,0.05,0.43,,,,,,,,,,,,,,,,,,,
5137,Sungai Selangor Fasa 1,6.21,2022-05-11,201.1,1728.25,2.83,0.04,0.28,,,,,,,,,,,,,,,,,,,
5138,Sungai Selangor Fasa 1,6.25,2022-06-11,255.59,2052.33,1.68,0.12,0.29,,,,,,,,,,,,,,,,,,,
5139,Sungai Selangor Fasa 1,6.33,2022-07-11,29.85,251.75,1.0,0.05,0.06,,,,,,,,,,,,,,,,,,,
5140,Sungai Selangor Fasa 1,6.29,2022-08-11,16.42,160.58,0.8,0.05,0.04,,,,,,,,,,,,,,,,,,,
5141,Sungai Selangor Fasa 1,6.38,2022-09-11,110.16,1012.5,1.95,0.05,0.19,,,,,,,,,,,,,,,,,,,
5142,Sungai Selangor Fasa 1,6.23,2022-10-11,48.71,356.0,1.13,0.15,0.08,,,,,,,,,,,,,,,,,,,
5143,Sungai Selangor Fasa 1,6.25,2022-11-11,242.67,1960.83,3.96,0.05,0.45,,,,,,,,,,,,,,,,,,,
5144,Sungai Selangor Fasa 1,6.21,2022-12-11,152.62,1227.5,1.5,0.04,0.29,,,,,,,,,,,,,,,,,,,
5145,Sungai Selangor Fasa 1,6.1,2022-11-13,109.26,982.5,1.72,0.06,0.27,,,,,,,,,,,,,,,,,,,
5146,Sungai Selangor Fasa 1,6.06,2022-11-14,126.47,1044.17,1.55,0.05,0.24,,,,,,,,,,,,,,,,,,,
5147,Sungai Selangor Fasa 1,6.11,2022-11-15,284.42,2298.33,3.59,0.06,0.75,,,,,,,,,,,,,,,,,,,
5148,Sungai Selangor Fasa 1,6.05,2022-11-16,96.77,760.0,1.23,0.07,0.2,,,,,,,,,,,,,,,,,,,
5149,Sungai Selangor Fasa 1,6.11,2022-11-17,155.31,1250.42,1.87,0.07,0.36,,,,,,,,,,,,,,,,,,,
5150,Sungai Selangor Fasa 1,6.05,2022-11-18,82.83,731.92,1.66,0.06,0.18,,,,,,,,,,,,,,,,,,,
5151,Sungai Selangor Fasa 1,6.07,2022-11-19,70.67,554.58,1.67,0.04,0.14,,,,,,,,,,,,,,,,,,,
5152,Sungai Selangor Fasa 1,6.15,2022-11-20,188.37,1624.58,2.16,0.04,0.42,,,,,,,,,,,,,,,,,,,
5153,Sungai Selangor Fasa 1,6.06,2022-11-21,67.64,542.83,1.24,0.04,0.14,,,,,,,,,,,,,,,,,,,
5154,Sungai Selangor Fasa 1,6.07,2022-11-22,54.94,432.5,1.12,0.03,0.11,,,,,,,,,,,,,,,,,,,
5155,Sungai Selangor Fasa 1,6.1,2022-11-23,62.18,495.33,1.31,0.04,0.15,,,,,,,,,,,,,,,,,,,
5156,Sungai Selangor Fasa 1,6.14,2022-11-24,43.57,337.83,1.3,0.1,0.09,,,,,,,,,,,,,,,,,,,
5157,Sungai Selangor Fasa 1,6.16,2022-11-25,86.67,752.58,1.4,0.09,0.17,,,,,,,,,,,,,,,,,,,
5158,Sungai Selangor Fasa 1,6.14,2022-11-26,54.33,388.25,1.41,0.04,0.13,,,,,,,,,,,,,,,,,,,
5159,Sungai Selangor Fasa 1,6.16,2022-11-27,40.74,323.75,1.3,0.05,0.13,,,,,,,,,,,,,,,,,,,
5160,Sungai Selangor Fasa 1,6.15,2022-11-28,44.36,337.75,1.15,0.08,0.08,,,,,,,,,,,,,,,,,,,
5161,Sungai Selangor Fasa 1,6.19,2022-11-29,101.14,848.42,1.17,0.04,0.1,,,,,,,,,,,,,,,,,,,
5162,Sungai Selangor Fasa 1,6.05,2022-11-30,137.98,1088.92,2.93,0.06,0.34,,,,,,,,,,,,,,,,,,,
5163,Sungai Selangor Fasa 1,6.37,2022-01-12,55.98,465.0,1.46,0.09,0.14,,,,,,,,,,,,,,,,,,,
5164,Sungai Selangor Fasa 1,6.36,2022-02-12,55.78,392.33,1.37,0.05,0.09,,,,,,,,,,,,,,,,,,,
5165,Sungai Selangor Fasa 1,6.32,2022-03-12,110.73,879.17,1.89,0.08,0.29,,,,,,,,,,,,,,,,,,,
5166,Sungai Selangor Fasa 1,6.26,2022-04-12,96.38,891.5,1.65,0.12,0.31,,,,,,,,,,,,,,,,,,,
5167,Sungai Selangor Fasa 1,6.12,2022-05-12,76.87,642.58,1.6,0.04,0.23,,,,,,,,,,,,,,,,,,,
5168,Sungai Selangor Fasa 1,6.24,2022-06-12,257.0,2574.58,2.4,0.12,0.71,,,,,,,,,,,,,,,,,,,
5169,Sungai Selangor Fasa 1,6.34,2022-07-12,18.69,168.17,0.85,0.11,0.05,,,,,,,,,,,,,,,,,,,
5170,Sungai Selangor Fasa 1,6.44,2022-08-12,58.76,496.0,1.95,0.06,0.19,,,,,,,,,,,,,,,,,,,
5171,Sungai Selangor Fasa 1,6.35,2022-09-12,71.05,560.08,1.45,0.06,0.21,,,,,,,,,,,,,,,,,,,
5172,Sungai Selangor Fasa 1,6.28,2022-10-12,220.2,1786.75,2.77,0.2,0.35,,,,,,,,,,,,,,,,,,,
5173,Sungai Selangor Fasa 1,6.16,2022-11-12,241.17,2060.0,2.43,0.08,0.65,,,,,,,,,,,,,,,,,,,
5174,Sungai Selangor Fasa 1,6.14,2022-12-12,90.03,848.33,1.82,0.06,0.2,,,,,,,,,,,,,,,,,,,
5175,Sungai Selangor Fasa 1,6.16,2022-12-13,61.66,507.83,1.26,0.03,0.15,,,,,,,,,,,,,,,,,,,
5176,Sungai Selangor Fasa 1,6.12,2022-12-14,47.65,426.67,1.08,0.04,0.11,,,,,,,,,,,,,,,,,,,
5177,Sungai Selangor Fasa 1,6.13,2022-12-15,37.64,330.17,1.17,0.05,0.09,,,,,,,,,,,,,,,,,,,
5178,Sungai Selangor Fasa 1,6.13,2022-12-16,32.43,270.92,1.07,0.04,0.07,,,,,,,,,,,,,,,,,,,
5179,Sungai Selangor Fasa 1,6.16,2022-12-17,50.88,395.42,1.28,0.05,0.07,,,,,,,,,,,,,,,,,,,
5180,Sungai Selangor Fasa 1,6.18,2022-12-18,133.32,1173.75,1.64,0.04,0.19,,,,,,,,,,,,,,,,,,,
5181,Sungai Selangor Fasa 1,6.13,2022-12-19,70.93,596.5,1.6,0.07,0.15,,,,,,,,,,,,,,,,,,,
5182,Sungai Selangor Fasa 1,6.11,2022-12-20,27.58,188.36,0.83,0.05,0.06,,,,,,,,,,,,,,,,,,,
5183,Sungai Selangor Fasa 1,6.12,2022-12-21,66.46,560.67,0.75,0.09,0.06,,,,,,,,,,,,,,,,,,,
5184,Sungai Selangor Fasa 1,6.12,2022-12-22,115.28,972.08,1.56,0.11,0.21,,,,,,,,,,,,,,,,,,,
5185,Sungai Selangor Fasa 1,6.12,2022-12-23,88.82,726.83,2.07,0.12,0.22,,,,,,,,,,,,,,,,,,,
5186,Sungai Selangor Fasa 1,6.07,2022-12-24,59.12,473.17,1.39,0.16,0.15,,,,,,,,,,,,,,,,,,,
5187,Sungai Selangor Fasa 1,6.08,2022-12-25,42.76,339.5,1.14,0.12,0.07,,,,,,,,,,,,,,,,,,,
5188,Sungai Selangor Fasa 1,6.06,2022-12-26,45.18,369.83,1.14,0.07,0.09,,,,,,,,,,,,,,,,,,,
5189,Sungai Selangor Fasa 1,6.09,2022-12-27,41.18,350.17,1.26,0.09,0.1,,,,,,,,,,,,,,,,,,,
5190,Sungai Selangor Fasa 1,6.09,2022-12-28,26.97,239.67,1.01,0.1,0.06,,,,,,,,,,,,,,,,,,,
5191,Sungai Selangor Fasa 1,6.09,2022-12-29,21.66,200.08,0.9,0.09,0.05,,,,,,,,,,,,,,,,,,,
5192,Sungai Selangor Fasa 1,6.16,2022-12-30,49.73,458.67,0.78,0.04,0.06,,,,,,,,,,,,,,,,,,,
5193,Sungai Selangor Fasa 1,6.26,2022-12-31,56.33,458.67,1.97,0.05,0.15,,,,,,,,,,,,,,,,,,,
5194,Sungai Selangor Fasa 2 Stream C,6.15,2022-01-01,182.67,16.33,1.98,0.33,0.19,,,,,0.41,,,,,,,34.0,8.1,16.7,0.47,0.0,,,
5195,Sungai Selangor Fasa 2 Stream C,6.33,2022-02-01,325.0,14.42,2.62,0.39,0.28,,,,,0.42,,,,,,,35.17,8.14,19.7,0.42,235.0,,,
5196,Sungai Selangor Fasa 2 Stream C,6.36,2022-03-01,71.67,9.75,1.16,0.22,0.12,,,,,0.43,,,,,,,35.5,8.24,15.17,0.37,0.0,,,
5197,Sungai Selangor Fasa 2 Stream C,6.37,2022-04-01,368.33,16.56,2.66,0.4,0.48,,,,,0.43,,,,,,0.0,32.0,8.61,20.45,0.49,235.0,,,
5198,Sungai Selangor Fasa 2 Stream C,6.38,2022-05-01,176.67,15.0,2.43,0.19,0.31,,,,,0.42,,,,,,23.0,30.0,9.36,15.0,0.4,0.0,,,
5199,Sungai Selangor Fasa 2 Stream C,6.45,2022-06-01,43.33,6.58,1.35,0.15,0.15,,,,,0.44,,,,,,17.0,0.0,7.73,8.58,0.43,235.0,,,
5200,Sungai Selangor Fasa 2 Stream C,6.52,2022-07-01,50.0,5.67,1.28,0.11,0.16,,,,,0.42,,,,,,16.0,0.0,6.77,5.0,0.32,235.0,,,
5201,Sungai Selangor Fasa 2 Stream C,6.45,2022-08-01,48.33,7.33,1.26,0.16,0.17,,,,,0.44,,,,,,14.0,0.0,7.23,5.2,0.33,0.0,,,
5202,Sungai Selangor Fasa 2 Stream C,6.28,2022-09-01,67.5,5.92,1.13,0.09,0.1,,,,,0.55,,,,,,23.0,0.0,7.209999999999999,5.07,0.45,0.0,,,
5203,Sungai Selangor Fasa 2 Stream C,6.2,2022-10-01,133.33,10.25,1.71,0.16,0.21,,,,,0.6,,,,,,15.0,0.0,6.9399999999999995,15.47,0.31,244.9,,,
5204,Sungai Selangor Fasa 2 Stream C,6.33,2022-11-01,197.5,11.83,2.19,0.35,0.4,,,,,0.45,,,,,,15.0,0.0,7.1899999999999995,12.1,0.33,244.9,,,
5205,Sungai Selangor Fasa 2 Stream C,6.22,2022-12-01,182.5,9.67,2.0,0.35,0.32,,,,,0.37,,,,,,17.0,0.0,7.640000000000001,10.28,0.38,0.0,,,
5206,Sungai Selangor Fasa 2 Stream C,6.48,2022-01-13,53.33,7.67,1.52,0.2,0.17,,,,,0.44,,,,,,18.0,0.0,7.23,11.27,0.31,244.9,,,
5207,Sungai Selangor Fasa 2 Stream C,6.48,2022-01-14,50.0,6.58,1.46,0.15,0.15,,,,,0.45,,,,,,16.0,0.0,6.99,11.75,0.28,0.0,,,
5208,Sungai Selangor Fasa 2 Stream C,6.5,2022-01-15,50.83,13.08,1.5,0.17,0.15,,,,,0.42,,,,,,15.0,0.0,6.99,9.4,0.28,230.8,,,
5209,Sungai Selangor Fasa 2 Stream C,6.48,2022-01-16,40.0,13.67,1.2,0.13,0.09,,,,,0.44,,,,,,14.0,0.0,7.22,5.95,0.28,0.0,,,
5210,Sungai Selangor Fasa 2 Stream C,6.45,2022-01-17,35.0,6.92,1.17,0.17,0.1,,,,,0.48,,,,,,16.0,0.0,7.18,9.4,0.3,0.0,,,
5211,Sungai Selangor Fasa 2 Stream C,6.49,2022-01-18,61.17,7.25,1.19,0.18,0.1,,,,,0.48,,,,,,16.0,0.0,7.09,9.8,0.29,0.0,,,
5212,Sungai Selangor Fasa 2 Stream C,6.51,2022-01-19,299.17,11.67,2.44,0.39,0.53,,,,,0.48,,,,,,20.0,0.0,7.79,10.17,0.37,258.1,,,
5213,Sungai Selangor Fasa 2 Stream C,6.45,2022-01-20,64.17,8.58,1.43,0.25,0.16,,,,,0.41,,,,,,15.0,0.0,7.51,9.6,0.28,244.9,,,
5214,Sungai Selangor Fasa 2 Stream C,6.56,2022-01-21,130.0,8.08,2.23,0.27,0.39,,,,,0.46,,,,,,14.0,0.0,7.2700000000000005,9.6,0.31,230.8,,,
5215,Sungai Selangor Fasa 2 Stream C,6.48,2022-01-22,49.0,10.5,1.38,0.22,0.14,,,,,0.57,,,,,,14.0,0.0,6.91,9.5,0.29,0.0,,,
5216,Sungai Selangor Fasa 2 Stream C,6.53,2022-01-23,48.33,8.58,1.38,0.25,0.14,,,,,0.55,,,,,,14.0,0.0,7.66,13.32,0.3,235.0,,,
5217,Sungai Selangor Fasa 2 Stream C,6.45,2022-01-24,365.83,12.83,2.85,0.43,0.15,,,,,0.44,,,,,,20.0,0.0,8.34,10.53,0.37,0.0,,,
5218,Sungai Selangor Fasa 2 Stream C,6.38,2022-01-25,304.55,14.55,2.51,0.38,0.5,,,,,0.56,,,,,,16.0,0.0,7.67,9.4,0.44,235.0,,,
5219,Sungai Selangor Fasa 2 Stream C,6.36,2022-01-26,413.33,13.0,3.63,0.53,0.84,,,,,0.42,,,,,,18.0,0.0,7.4399999999999995,10.0,0.45,0.0,,,
5220,Sungai Selangor Fasa 2 Stream C,6.35,2022-01-27,124.17,10.75,2.12,0.26,0.31,,,,,0.42,,,,,,15.0,0.0,7.4399999999999995,10.0,0.34,235.0,,,
5221,Sungai Selangor Fasa 2 Stream C,6.43,2022-01-28,87.5,9.83,1.49,0.27,0.18,,,,,0.42,,,,,,15.0,0.0,7.890000000000001,10.0,0.36,0.0,,,
5222,Sungai Selangor Fasa 2 Stream C,6.41,2022-01-29,60.0,9.83,1.57,0.23,0.18,,,,,0.42,,,,,,13.0,0.0,8.16,10.0,0.3,0.0,,,
5223,Sungai Selangor Fasa 2 Stream C,6.41,2022-01-30,61.67,7.0,1.62,0.18,0.19,,,,,0.42,,,,,,14.0,0.0,8.43,10.0,0.31,0.0,,,
5224,Sungai Selangor Fasa 2 Stream C,6.41,2022-01-31,92.5,10.17,1.68,0.28,0.24,,,,,0.46,,,,,,14.0,0.0,8.43,10.0,0.38,233.0,,,
5225,Sungai Selangor Fasa 2 Stream C,6.08,2022-01-02,232.5,13.42,2.59,0.33,0.52,,,,,0.46,,,,,,25.0,0.0,8.86,10.0,0.33,349.5,,,
5226,Sungai Selangor Fasa 2 Stream C,6.33,2022-02-02,339.17,11.42,2.38,0.4,0.44,,,,,0.46,,,,,,25.0,0.0,9.09,15.0,0.34,349.5,,,
5227,Sungai Selangor Fasa 2 Stream C,6.33,2022-03-02,152.5,12.67,2.28,0.24,0.27,,,,,0.4,,,,,,21.0,0.0,8.72,12.3,0.41,0.0,,,
5228,Sungai Selangor Fasa 2 Stream C,6.18,2022-04-02,108.33,11.0,1.83,0.31,0.28,,,,,0.4,,,,,,18.0,0.0,8.88,15.0,0.44,0.0,,,
5229,Sungai Selangor Fasa 2 Stream C,6.37,2022-05-02,85.0,7.58,1.21,0.13,0.13,,,,,0.4,,,,,,20.0,0.0,9.86,15.0,0.47,349.5,,,
5230,Sungai Selangor Fasa 2 Stream C,6.4,2022-06-02,43.33,6.25,1.26,0.16,0.15,,,,,0.4,,,,,,18.0,0.0,7.4399999999999995,7.5,0.37,233.0,,,
5231,Sungai Selangor Fasa 2 Stream C,6.48,2022-07-02,44.17,4.0,1.27,0.1,0.14,,,,,0.37,,,,,,17.0,0.0,7.9399999999999995,15.0,0.34,0.0,,,
5232,Sungai Selangor Fasa 2 Stream C,6.42,2022-08-02,44.17,8.25,1.48,0.21,0.16,,,,,0.34,,,,,,17.0,0.0,7.9399999999999995,15.0,0.32,0.0,,,
5233,Sungai Selangor Fasa 2 Stream C,6.4,2022-09-02,160.83,8.25,1.96,0.16,0.34,,,,,0.39,,,,,,16.0,0.0,8.04,14.65,0.3,0.0,,,
5234,Sungai Selangor Fasa 2 Stream C,6.35,2022-10-02,173.33,10.75,2.2,0.2,0.4,,,,,0.4,,,,,,16.0,0.0,7.57,11.9,0.27,0.0,,,
5235,Sungai Selangor Fasa 2 Stream C,6.39,2022-11-02,78.33,10.58,1.55,0.19,0.18,,,,,0.4,,,,,,16.0,0.0,7.88,14.3,0.27,0.0,,,
5236,Sungai Selangor Fasa 2 Stream C,6.12,2022-12-02,214.33,10.18,2.2,0.38,0.38,,,,,0.4,,,,,,16.0,0.0,8.04,12.7,0.29,0.0,,,
5237,Sungai Selangor Fasa 2 Stream C,6.33,2022-02-13,56.67,8.25,1.5,0.22,0.15,,,,,0.4,,,,,,16.0,0.0,8.51,14.3,0.29,235.0,,,
5238,Sungai Selangor Fasa 2 Stream C,6.15,2022-02-14,458.33,14.75,3.02,0.5,0.46,,,,,0.43,,,,,,26.0,0.0,9.04,13.27,0.44,0.0,,,
5239,Sungai Selangor Fasa 2 Stream C,6.25,2022-02-15,388.58,13.25,3.94,0.51,0.79,,,,,0.4,,,,,,21.0,0.0,8.44,14.0,0.48,235.0,,,
5240,Sungai Selangor Fasa 2 Stream C,6.29,2022-02-16,212.5,11.25,3.0,0.3,0.51,,,,,0.4,,,,,,18.0,0.0,7.82,14.1,0.41,0.0,,,
5241,Sungai Selangor Fasa 2 Stream C,6.31,2022-02-17,71.67,10.58,1.46,0.21,0.18,,,,,0.4,,,,,,16.0,0.0,7.34,14.1,0.35,0.0,,,
5242,Sungai Selangor Fasa 2 Stream C,6.38,2022-02-18,59.17,11.17,1.39,0.19,0.15,,,,,0.42,,,,,,15.0,0.0,8.35,9.45,0.34,0.0,,,
5243,Sungai Selangor Fasa 2 Stream C,6.38,2022-02-19,77.5,9.67,1.64,0.24,0.2,,,,,0.4,,,,,,16.0,0.0,8.42,15.0,0.32,0.0,,,
5244,Sungai Selangor Fasa 2 Stream C,6.38,2022-02-20,68.33,8.4,1.58,0.23,0.23,,,,,0.4,,,,,,15.0,0.0,8.45,15.0,0.28,0.0,,,
5245,Sungai Selangor Fasa 2 Stream C,6.46,2022-02-21,110.0,8.42,1.46,0.23,0.16,,,,,0.4,,,,,,16.0,0.0,7.28,10.0,0.38,235.3,,,
5246,Sungai Selangor Fasa 2 Stream C,6.33,2022-02-22,119.17,11.17,1.84,0.27,0.31,,,,,0.42,,,,,,17.0,0.0,8.74,15.0,0.41,244.9,,,
5247,Sungai Selangor Fasa 2 Stream C,6.37,2022-02-23,207.5,12.17,1.97,0.32,0.32,,,,,0.4,,,,,,19.0,0.0,8.42,15.0,0.42,244.9,,,
5248,Sungai Selangor Fasa 2 Stream C,6.27,2022-02-24,113.0,10.5,1.71,0.27,0.29,,,,,0.48,,,,,,17.0,0.0,8.42,15.0,0.46,244.9,,,
5249,Sungai Selangor Fasa 2 Stream C,6.29,2022-02-25,111.67,8.83,1.55,0.2,0.19,,,,,0.4,,,,,,20.0,0.0,8.42,15.0,0.36,244.9,,,
5250,Sungai Selangor Fasa 2 Stream C,6.29,2022-02-26,257.5,8.67,1.94,0.34,0.25,,,,,0.4,,,,,,26.0,0.0,8.42,15.0,0.47,244.9,,,
5251,Sungai Selangor Fasa 2 Stream C,6.34,2022-02-27,322.5,16.83,2.85,0.33,0.46,,,,,0.4,,,,,,26.0,0.0,8.0,15.0,0.44,489.8,,,
5252,Sungai Selangor Fasa 2 Stream C,6.37,2022-02-28,99.17,7.92,1.4,0.21,0.21,,,,,0.4,,,,,,18.0,0.0,7.42,10.0,0.39,0.0,,,
5253,Sungai Selangor Fasa 2 Stream C,6.23,2022-01-03,241.67,10.75,2.54,0.31,0.4,,,,,0.47,,,,,,19.0,0.0,7.42,10.0,0.34,0.0,,,
5254,Sungai Selangor Fasa 2 Stream C,6.36,2022-02-03,271.67,12.42,2.62,0.38,0.39,,,,,0.48,,,,,,18.0,0.0,7.75,10.0,0.43,244.9,,,
5255,Sungai Selangor Fasa 2 Stream C,6.31,2022-03-03,81.67,7.25,1.46,0.17,0.22,,,,,0.48,,,,,,18.0,0.0,8.030000000000001,10.0,0.38,244.9,,,
5256,Sungai Selangor Fasa 2 Stream C,6.36,2022-04-03,96.67,8.42,1.46,0.29,0.18,,,,,0.48,,,,,,25.0,0.0,7.92,10.0,0.4,244.9,,,
5257,Sungai Selangor Fasa 2 Stream C,6.32,2022-05-03,104.17,9.5,1.54,0.25,0.19,,,,,0.47,,,,,,23.0,0.0,7.76,9.7,0.48,0.0,,,
5258,Sungai Selangor Fasa 2 Stream C,6.42,2022-06-03,75.42,7.83,1.66,0.19,0.18,,,,,0.45,,,,,,20.0,0.0,7.48,14.1,0.44,235.0,,,
5259,Sungai Selangor Fasa 2 Stream C,6.47,2022-07-03,35.0,4.92,1.24,0.11,0.12,,,,,0.59,,,,,,17.0,0.0,7.699999999999999,13.92,0.4,0.0,,,
5260,Sungai Selangor Fasa 2 Stream C,6.48,2022-08-03,78.33,10.22,1.54,0.28,0.16,,,,,0.44,,,,,,21.0,0.0,6.74,10.4,0.44,0.0,,,
5261,Sungai Selangor Fasa 2 Stream C,6.37,2022-09-03,114.17,9.92,1.44,0.12,0.22,,,,,0.41,,,,,,20.0,0.0,7.140000000000001,9.8,0.46,235.0,,,
5262,Sungai Selangor Fasa 2 Stream C,6.18,2022-10-03,94.17,8.42,1.34,0.1,0.15,,,,,0.45,,,,,,17.0,0.0,7.49,9.4,0.37,235.0,,,
5263,Sungai Selangor Fasa 2 Stream C,6.48,2022-11-03,190.83,11.0,2.39,0.33,0.36,,,,,0.45,,,,,,17.0,0.0,7.49,9.4,0.38,235.0,,,
5264,Sungai Selangor Fasa 2 Stream C,6.07,2022-12-03,199.17,12.0,2.04,0.42,0.34,,,,,0.62,,,,,,18.0,0.0,8.219999999999999,10.3,0.4,235.0,,,
5265,Sungai Selangor Fasa 2 Stream C,6.45,2022-03-13,88.33,7.42,1.75,0.32,0.21,,,,,0.48,,,,,,17.0,0.0,8.0,10.0,0.32,244.9,,,
5266,Sungai Selangor Fasa 2 Stream C,6.47,2022-03-14,73.33,7.33,1.6,0.3,0.19,,,,,0.5,,,,,,20.0,0.0,8.51,10.33,0.33,244.9,,,
5267,Sungai Selangor Fasa 2 Stream C,6.42,2022-03-15,204.17,9.67,2.18,0.33,0.27,,,,,0.49,,,,,,20.0,0.0,8.52,7.7,0.43,244.9,,,
5268,Sungai Selangor Fasa 2 Stream C,6.43,2022-03-16,249.17,11.92,2.21,0.38,0.39,,,,,0.52,,,,,,21.0,0.0,8.18,7.7,0.44,244.9,,,
5269,Sungai Selangor Fasa 2 Stream C,6.49,2022-03-17,234.17,11.58,2.25,0.33,0.45,,,,,0.61,,,,,,20.0,0.0,8.399999999999999,9.5,0.38,244.9,,,
5270,Sungai Selangor Fasa 2 Stream C,6.53,2022-03-18,311.82,14.64,3.8,0.39,0.54,,,,,0.61,,,,,,21.0,0.0,8.18,10.2,0.43,0.0,,,
5271,Sungai Selangor Fasa 2 Stream C,6.49,2022-03-19,409.17,12.5,3.08,0.48,0.61,,,,,0.42,,,,,,25.0,0.0,7.92,10.0,0.45,235.0,,,
5272,Sungai Selangor Fasa 2 Stream C,6.52,2022-03-20,114.17,7.25,1.74,0.26,0.24,,,,,0.43,,,,,,19.0,0.0,8.14,10.27,0.33,235.0,,,
5273,Sungai Selangor Fasa 2 Stream C,6.47,2022-03-21,74.17,7.83,1.49,0.23,0.18,,,,,0.42,,,,,,20.0,0.0,8.34,10.0,0.31,235.0,,,
5274,Sungai Selangor Fasa 2 Stream C,6.49,2022-03-22,73.33,7.58,1.63,0.21,0.18,,,,,0.43,,,,,,20.0,0.0,7.92,10.0,0.31,235.0,,,
5275,Sungai Selangor Fasa 2 Stream C,6.49,2022-03-23,100.83,6.67,1.62,0.25,0.19,,,,,0.41,,,,,,19.0,0.0,7.67,9.6,0.33,235.0,,,
5276,Sungai Selangor Fasa 2 Stream C,6.53,2022-03-24,73.33,7.92,1.63,0.23,0.18,,,,,0.4,,,,,,18.0,0.0,7.8100000000000005,18.8,0.34,0.0,,,
5277,Sungai Selangor Fasa 2 Stream C,6.55,2022-03-25,64.17,8.3,1.46,0.2,0.15,,,,,0.44,,,,,,18.0,0.0,7.92,10.0,0.39,0.0,,,
5278,Sungai Selangor Fasa 2 Stream C,6.48,2022-03-26,87.5,8.75,1.49,0.23,0.18,,,,,0.44,,,,,,19.0,0.0,7.92,10.0,0.39,0.0,,,
5279,Sungai Selangor Fasa 2 Stream C,6.48,2022-03-27,105.83,7.92,1.85,0.21,0.29,,,,,0.48,,,,,,19.0,0.0,7.92,10.0,0.34,235.0,,,
5280,Sungai Selangor Fasa 2 Stream C,6.45,2022-03-28,84.17,5.58,1.35,0.2,0.13,,,,,0.48,,,,,,16.0,0.0,7.92,10.0,0.3,0.0,,,
5281,Sungai Selangor Fasa 2 Stream C,6.43,2022-03-29,44.17,8.33,1.31,0.18,0.12,,,,,0.49,,,,,,17.0,0.0,8.04,9.7,0.32,0.0,,,
5282,Sungai Selangor Fasa 2 Stream C,6.41,2022-03-30,149.17,10.42,1.31,0.3,0.16,,,,,0.45,,,,,,23.0,0.0,8.13,10.0,0.34,0.0,,,
5283,Sungai Selangor Fasa 2 Stream C,6.45,2022-03-31,124.17,11.0,1.83,0.25,0.29,,,,,0.45,,,,,,21.0,0.0,8.52,10.0,0.4,0.0,,,
5284,Sungai Selangor Fasa 2 Stream C,6.15,2022-01-04,145.0,12.58,2.04,0.28,0.31,,,,,0.46,,,,,,22.0,0.0,8.6,14.35,0.49,0.0,,,
5285,Sungai Selangor Fasa 2 Stream C,6.32,2022-02-04,190.0,11.33,2.11,0.28,0.31,,,,,0.45,,,,,,17.0,0.0,7.970000000000001,14.1,0.38,0.0,,,
5286,Sungai Selangor Fasa 2 Stream C,6.4,2022-03-04,215.83,9.2,1.59,0.29,0.14,,,,,0.45,,,,,,18.0,0.0,7.970000000000001,14.1,0.39,0.0,,,
5287,Sungai Selangor Fasa 2 Stream C,6.24,2022-04-04,853.23,13.17,4.32,0.76,1.56,,,,,0.57,,,,,,20.0,0.0,8.44,14.1,0.49,244.9,,,
5288,Sungai Selangor Fasa 2 Stream C,6.38,2022-05-04,110.0,8.25,1.46,0.17,0.16,,,,,0.59,,,,,,20.0,0.0,8.22,14.1,0.49,244.9,,,
5289,Sungai Selangor Fasa 2 Stream C,6.38,2022-06-04,54.17,6.25,1.51,0.14,0.18,,,,,0.52,,,,,,24.0,0.0,8.13,14.28,0.42,489.8,,,
5290,Sungai Selangor Fasa 2 Stream C,6.43,2022-07-04,35.0,6.25,1.41,0.13,0.12,,,,,0.57,,,,,,16.0,0.0,7.970000000000001,14.1,0.42,367.35,,,
5291,Sungai Selangor Fasa 2 Stream C,6.32,2022-08-04,107.5,10.22,1.76,0.31,0.25,,,,,0.57,,,,,,18.0,0.0,7.970000000000001,14.1,0.43,489.8,,,
5292,Sungai Selangor Fasa 2 Stream C,6.13,2022-09-04,92.5,8.0,1.52,0.12,0.2,,,,,0.57,,,,,,16.0,0.0,7.970000000000001,14.1,0.42,367.35,,,
