,wtp,pH_avg,Date,Turbidity_avg,Color_avg,Iron_avg,Ammonia_avg,Manganese_avg,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda Ash (Pre),Soda Ash (Post),Liquid Chlorine,Sodium Silico Fluoride,Liquid Aluminium Sulphate,Hydrated Lime (Pre),Hydrated Lime (Post),Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Liquid Chlorine (Pre),Liquid Chlorine (Intermediate),Liquid Chlorine (Post),Sodium Aluminosilicate,Sodium Fluoride,Superfloc C 591 PWG,Aluminium Chlorohydrate,Flopam AH 912 PWG,Hydrated Lime (Intermediate),Hydrated Lime (Powder) (Pre),Hydrated Lime (Powder) (Post),Hydrated Lime (Powder),Flopam FO 4190 PWG,Flopam FO 4290 PWG,Polyelectrolyte AN 910 PWG,Microsand,Activated Carbon,Flopam FL 4520 PWG,Modified Liquid Alum,Potassium Permanganate,Polymer Tianfloc C3080,Sodium Hypochlorite,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Hydrated Lime (Post) (mg/L),Liquid Chlorine (Post) (mg/L),Sodium Silico Fluoride (mg/L),Liquid Chlorine (Pre) (mg/L),Hydrated Lime (Pre) (mg/L),Month,Quarter,Water Source,Lembangan,Hydrated_Lime_T_Pow
308,Langat 2,7.3,2021-09-05,30.17,3.5,0.92,0.04,0.07,0.0,0.0,,,3.58,0.53,0.0,,,0.0,0.0,35.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
309,Langat 2,7.25,2021-09-06,24.09,3.67,1.07,0.03,0.06,0.0,0.0,,,3.7,0.55,0.0,,,0.0,0.0,33.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.75
310,Langat 2,7.32,2021-09-07,21.67,3.17,1.07,0.03,0.06,0.0,0.0,,,3.57,0.55,0.0,,,0.0,0.0,32.34,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
311,Langat 2,7.31,2021-09-08,30.17,3.84,1.08,0.04,0.08,0.0,0.0,,,3.57,0.55,0.0,,,0.0,0.0,31.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
312,Langat 2,7.39,2021-09-09,21.09,3.34,1.1,0.03,0.05,0.0,0.0,,,3.65,0.55,0.0,,,0.0,0.0,31.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
313,Langat 2,7.41,2021-09-10,27.0,3.33,1.15,0.04,0.08,0.0,0.0,,,3.78,0.55,0.0,,,0.0,0.0,31.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
314,Langat 2,7.33,2021-09-11,33.25,3.0,1.22,0.03,0.09,0.0,0.0,,,3.52,0.55,0.0,,,0.0,0.0,30.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
315,Langat 2,7.27,2021-09-12,31.59,4.42,2.17,0.03,0.09,0.0,0.0,,,3.78,0.55,0.0,,,0.0,0.0,32.88,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
316,Langat 2,7.19,2021-09-13,173.34,16.5,2.35,0.08,0.27,0.0,0.0,,,3.92,0.55,0.0,,,0.0,0.0,52.63,,,,0.0,0.0,0.0,0.0,0.04,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
317,Langat 2,7.11,2021-09-14,195.42,21.34,2.46,0.15,0.36,0.0,0.0,,,3.73,0.55,0.0,,,0.0,0.0,55.67,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
318,Langat 2,7.17,2021-09-15,51.42,10.0,1.27,0.03,0.11,0.0,0.0,,,3.61,0.55,0.0,,,0.0,0.0,34.75,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
319,Langat 2,7.27,2021-09-16,137.58,15.17,1.79,0.12,0.2,0.0,0.0,,,3.65,0.55,0.0,,,0.0,0.0,44.79,,,,0.0,0.0,0.0,0.0,0.04,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
320,Langat 2,7.18,2021-09-17,223.34,17.34,2.55,0.22,0.36,0.0,0.0,,,3.68,0.55,0.0,,,0.0,0.0,63.29,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
321,Langat 2,7.26,2021-09-18,299.67,16.59,2.36,0.21,0.42,0.0,0.0,,,3.59,0.56,0.0,,,0.0,0.0,73.25,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
322,Langat 2,7.05,2021-09-19,339.34,21.75,2.21,0.1,0.4,0.0,0.0,,,3.52,0.55,0.0,,,0.0,0.0,66.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
323,Langat 2,7.14,2021-09-20,119.34,8.84,1.5,0.06,0.18,0.0,0.0,,,3.55,0.55,0.0,,,0.0,0.0,50.25,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
324,Langat 2,7.13,2021-09-21,103.5,8.84,1.56,0.15,0.22,0.0,0.0,,,3.58,0.55,0.0,,,0.0,0.0,46.59,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
325,Langat 2,7.15,2021-09-22,47.67,6.17,1.28,0.08,0.15,0.0,0.0,,,3.59,0.55,0.0,,,0.0,0.0,39.34,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
326,Langat 2,7.15,2021-09-23,46.92,5.83,1.39,0.05,0.14,0.0,0.0,,,3.51,0.55,0.0,,,0.0,0.0,37.25,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
327,Langat 2,7.16,2021-09-24,37.0,5.59,1.09,0.12,0.1,0.0,0.0,,,3.49,0.55,0.0,,,0.0,0.0,37.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
328,Langat 2,7.24,2021-09-25,32.67,4.92,1.43,0.03,0.08,0.0,0.0,,,3.5,0.55,0.0,,,0.0,0.0,38.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
329,Langat 2,7.23,2021-09-26,139.92,8.58,1.71,0.2,0.23,0.0,0.0,,,3.54,0.55,0.0,,,0.0,0.0,41.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
330,Langat 2,7.15,2021-09-27,164.83,13.34,2.77,0.11,0.41,0.0,0.0,,,3.46,0.55,0.0,,,0.0,0.0,52.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
331,Langat 2,6.89,2021-09-28,256.08,14.75,2.7,0.2,0.48,0.0,0.0,,,3.55,0.56,0.0,,,0.0,0.0,59.5,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
332,Langat 2,6.87,2021-09-29,383.58,19.0,3.11,0.23,0.63,0.0,0.0,,,3.74,0.57,0.0,,,0.0,0.0,66.0,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
333,Langat 2,6.85,2021-09-30,141.58,11.0,1.9,0.12,0.25,0.0,0.0,,,3.62,0.57,0.0,,,0.0,0.0,55.44,,,,0.0,0.0,0.0,0.0,0.03,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,9,3,River,Sg Semantan,5.0
