,Unnamed: 0,Kibbled Aluminium Sulphate_min,Kibbled Aluminium Sulphate_max,Kibbled Aluminium Sulphate _avg,Flopam FA 920 PWG _min,Flopam FA 920 PWG _max,Flopam FA 920 PWG _avg,Soda Ash (Pre) _min,Soda Ash (Pre) _max,Soda Ash (Pre) _avg,Soda Ash (Post) _min,Soda Ash (Post) _max,Soda Ash (Post) _avg,Liquid Chlorine _min,Liquid Chlorine _max,Liquid Chlorine _avg,Sodium Silico Fluoride _min,Sodium Silico Fluoride _max,Sodium Silico Fluoride _avg,Date,wtp,Liquid Aluminium Sulphate_min,Liquid Aluminium Sulphate_max,Liquid Aluminium Sulphate _avg,Hydrated Lime (Pre) _min,Hydrated Lime (Pre) _max,Hydrated Lime (Pre) _avg,Hydrated Lime (Post) _min,Hydrated Lime (Post) _max,Hydrated Lime (Post) _avg,Soda Ash _min,Soda Ash _max,Soda Ash _avg,Hydrated Lime _min,Hydrated Lime _max,Hydrated Lime _avg,Liquid Polyaluminium Chloride_min,Liquid Polyaluminium Chloride_max,Liquid Polyaluminium Chloride _avg,Liquid Chlorine (Pre) _min,Liquid Chlorine (Pre) _max,Liquid Chlorine (Pre) _avg,Liquid Chlorine (Intermediate)_min,Liquid Chlorine (Intermediate)_max,Liquid Chlorine (Intermediate) _avg,Liquid Chlorine (Post) _min,Liquid Chlorine (Post) _max,Liquid Chlorine (Post) _avg,Sodium Aluminosilicate_min,Sodium Aluminosilicate_max,Sodium Aluminosilicate _avg,Sodium Fluoride _min,Sodium Fluoride _max,Sodium Fluoride _avg,Superfloc C 591 PWG _min,Superfloc C 591 PWG _max,Superfloc C 591 PWG _avg,Aluminium Chlorohydrate_min,Aluminium Chlorohydrate_max,Aluminium Chlorohydrate _avg,Flopam AH 912 PWG _min,Flopam AH 912 PWG _max,Flopam AH 912 PWG _avg,Hydrated Lime (Intermediate)_min,Hydrated Lime (Intermediate)_max,Hydrated Lime (Intermediate) _avg,Hydrated Lime (Powder) (Pre)_min,Hydrated Lime (Powder) (Pre)_max,Hydrated Lime (Powder) (Pre) _avg,Hydrated Lime (Powder) (Post)_min,Hydrated Lime (Powder) (Post)_max,Hydrated Lime (Powder) (Post) _avg,Hydrated Lime (Powder)_min,Hydrated Lime (Powder)_max,Hydrated Lime (Powder) _avg,Flopam FO 4190 PWG_min,Flopam FO 4190 PWG_max,Flopam FO 4190 PWG _avg,Flopam FO 4290 PWG_min,Flopam FO 4290 PWG_max,Flopam FO 4290 PWG _avg,Polyelectrolyte AN 910 PWG_min,Polyelectrolyte AN 910 PWG_max,Polyelectrolyte AN 910 PWG _avg,Microsand _min,Microsand _max,Microsand _avg,Activated Carbon _min,Activated Carbon _max,Activated Carbon _avg,Flopam FL 4520 PWG_min,Flopam FL 4520 PWG_max,Flopam FL 4520 PWG _avg,Modified Liquid Alum _min,Modified Liquid Alum _max,Modified Liquid Alum _avg,Potassium Permanganate_min,Potassium Permanganate_max,Potassium Permanganate _avg,Polymer Tianfloc C3080_min,Polymer Tianfloc C3080_max,Polymer Tianfloc C3080 _avg,Sodium Hypochlorite _min,Sodium Hypochlorite _max,Sodium Hypochlorite _avg
3491,24,10.1,12.1,10.85,0.02,0.02,0.02,1.67,1.8,1.74,0,0,0,2.14,2.31,2.22,0.47,0.51,0.49,24/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3492,25,9.95,11.4,10.88,0.02,0.02,0.02,0.88,0.95,0.91,0,0,0,2.12,2.29,2.2,0.46,0.5,0.48,25/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3493,26,10.1,11.5,10.83,0.02,0.02,0.02,0.87,0.94,0.9,0,0,0,2.13,2.3,2.2,0.47,0.5,0.48,26/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3494,27,10,106,18.78,0.02,0.02,0.02,0.87,0.98,0.91,0,0,0,2.11,2.4,2.22,0.46,0.53,0.48,27/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3495,28,8.19,10.3,8.79,0.02,0.02,0.02,0.89,0.96,0.93,0,0,0,2.18,2.33,2.25,0.47,0.51,0.49,28/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3496,29,8.15,10.5,8.76,0.02,0.02,0.02,0.86,0.91,0.89,0,0,0,2.1,2.22,2.17,0.46,0.49,0.48,29/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3497,30,6.88,10.3,8.79,0.02,0.02,0.02,0.88,0.93,0.92,0,0,0,2.15,2.27,2.23,0.47,0.5,0.49,30/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3498,31,7.22,8.25,7.75,0.02,0.02,0.02,0.87,0.97,0.92,0,0,0,2.13,2.36,2.25,0.47,0.52,0.49,31/1/2021,Batang Kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499,1,,,,0.05,0.07,0.07,,,,,,,3.91,3.91,3.91,3.9,3.9,3.9,1/1/2021,Bernam River Headworks (New),20,24,22,2,2,2,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,2,,,,0.05,0.05,0.05,,,,,,,3.91,3.91,3.91,0.39,0.39,0.39,2/1/2021,Bernam River Headworks (New),18,18,18,2,2,2,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501,3,,,,0.05,0.05,0.05,,,,,,,3.91,3.91,3.91,0.39,0.39,0.39,3/1/2021,Bernam River Headworks (New),16,30,23.33,2,2,2,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3502,4,,,,0.05,0.05,0.05,,,,,,,3.91,3.91,3.91,0.39,0.39,0.39,4/1/2021,Bernam River Headworks (New),26,28,26.17,3,3,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3503,5,,,,0.05,0.05,0.05,,,,,,,3.91,3.91,3.91,0.39,0.39,0.39,5/1/2021,Bernam River Headworks (New),22,26,23.5,4,5,4.67,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3504,6,,,,0.05,0.05,0.05,,,,,,,3.91,4.5,3.96,0.39,0.39,0.39,6/1/2021,Bernam River Headworks (New),22,22,22,3,4,3.5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3505,7,,,,0.05,0.05,0.05,,,,,,,3.91,3.91,3.91,0.39,0.39,0.39,7/1/2021,Bernam River Headworks (New),18,20,18.5,4,4,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3506,8,,,,0.05,0.05,0.05,,,,,,,3.91,3.91,3.91,0.39,0.39,0.39,8/1/2021,Bernam River Headworks (New),18,18,18,3,3,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,9,,,,0.05,0.05,0.05,,,,,,,3.91,3.91,3.91,0.39,0.39,0.39,9/1/2021,Bernam River Headworks (New),18,18,18,3,3,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3508,10,,,,0.05,0.05,0.05,,,,,,,3.91,3.91,3.91,0.38,0.38,0.38,10/1/2021,Bernam River Headworks (New),16,18,16.67,3,3,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3509,11,,,,0.05,0.05,0.05,,,,,,,3.91,3.91,3.91,0.38,0.38,0.38,11/1/2021,Bernam River Headworks (New),16,16,16,3,3,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3510,12,,,,0.05,0.05,0.05,,,,,,,3.91,3.91,3.91,0.38,0.38,0.38,12/1/2021,Bernam River Headworks (New),14,16,14.5,3,3,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511,13,,,,0.05,0.05,0.05,,,,,,,3.91,3.91,3.91,0.38,0.38,0.38,13/1/2021,Bernam River Headworks (New),14,14,14,3,3,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3512,14,,,,0.05,0.05,0.05,,,,,,,3.91,3.91,3.91,0.38,0.38,0.38,14/1/2021,Bernam River Headworks (New),14,14,14,3,3,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3513,15,,,,0.05,0.05,0.05,,,,,,,3.91,3.91,3.91,0.38,0.38,0.38,15/1/2021,Bernam River Headworks (New),14,16,15.67,3,3,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3514,16,,,,0.05,0.05,0.05,,,,,,,3.91,3.91,3.91,0.38,0.38,0.38,16/1/2021,Bernam River Headworks (New),24,30,25.17,3,3,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3515,17,,,,0.05,0.05,0.05,,,,,,,3.91,3.91,3.91,0.38,0.38,0.38,17/1/2021,Bernam River Headworks (New),18,18,18,3,3,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3516,18,,,,0.05,0.05,0.05,,,,,,,3.91,3.91,3.91,0.38,0.38,0.38,18/1/2021,Bernam River Headworks (New),16,20,16.67,3,3,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517,19,,,,0.05,0.05,0.05,,,,,,,3.91,3.91,3.91,0.38,0.38,0.38,19/1/2021,Bernam River Headworks (New),16,16,16,3,3,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3518,20,,,,0.05,0.05,0.05,,,,,,,3.91,3.91,3.91,0.38,0.38,0.38,20/1/2021,Bernam River Headworks (New),14,16,15.33,3,3,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3519,21,,,,0.05,0.09,0.07,,,,,,,3.91,3.91,3.91,0.36,0.38,0.37,21/1/2021,Bernam River Headworks (New),14,26,18.83,3,4,3.17,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3520,22,,,,0.07,0.09,0.08,,,,,,,3.91,3.91,3.91,0.36,0.36,0.36,22/1/2021,Bernam River Headworks (New),16,24,20.5,3,3,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3521,23,,,,0.05,0.07,0.06,,,,,,,3.91,3.91,3.91,0.36,0.36,0.36,23/1/2021,Bernam River Headworks (New),18,20,18.83,3,3,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3522,24,,,,0.05,0.12,0.06,,,,,,,3.91,3.91,3.91,0.36,0.36,0.36,24/1/2021,Bernam River Headworks (New),8,36,19,3,4,3.17,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3523,25,,,,0.07,0.12,0.09,,,,,,,3.91,3.91,3.91,0.36,0.36,0.36,25/1/2021,Bernam River Headworks (New),22,36,25.83,3,5,3.67,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3524,26,,,,0.07,0.1,0.08,,,,,,,3.91,3.91,3.91,0.36,0.4,0.38,26/1/2021,Bernam River Headworks (New),20,26,22,3,4,3.25,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3525,27,,,,0.05,0.07,0.06,,,,,,,3.91,3.91,3.91,0.36,0.36,0.36,27/1/2021,Bernam River Headworks (New),18,20,19.17,3,3,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3526,28,,,,0.05,0.05,0.05,,,,,,,3.91,3.91,3.91,0.36,0.36,0.36,28/1/2021,Bernam River Headworks (New),16,18,16.33,3,3,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3527,29,,,,0.05,0.07,0.05,,,,,,,3.91,3.91,3.91,0.36,0.36,0.36,29/1/2021,Bernam River Headworks (New),16,24,18,3,3,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3528,30,,,,0.05,0.05,0.05,,,,,,,3.91,3.91,3.91,0.36,0.36,0.36,30/1/2021,Bernam River Headworks (New),16,16,16,3,3,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3529,31,,,,0.05,0.05,0.05,,,,,,,3.91,3.91,3.91,0.36,0.36,0.36,31/1/2021,Bernam River Headworks (New),16,16,16,3,3,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3530,1,,,,0.01,0.03,0.02,,,,,,,3.79,3.92,3.81,0.4,0.41,0.41,1/1/2021,Bernam River Headworks (Old),25.8,39,31.28,4.31,4.93,4.67,6.43,7.08,6.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3531,2,,,,0.01,0.01,0.01,,,,,,,3.79,4.04,3.89,0.38,0.4,0.39,2/1/2021,Bernam River Headworks (Old),21.2,28.6,24.3,3.72,4.33,3.88,6.85,6.85,6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532,3,,,,0.01,0.03,0.02,,,,,,,3.92,4.04,3.97,0.36,0.38,0.37,3/1/2021,Bernam River Headworks (Old),28.5,37.7,33.7,4.82,6.08,5.49,6.81,7.09,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3533,4,,,,0.02,0.03,0.02,,,,,,,4.11,4.66,4.31,0.35,0.42,0.37,4/1/2021,Bernam River Headworks (Old),33.3,36.3,34.78,6.1,6.59,6.3,6.86,8.06,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3534,5,,,,0.01,0.02,0.02,,,,,,,3.93,4.46,4.11,0.35,0.41,0.37,5/1/2021,Bernam River Headworks (Old),30.1,33.3,31.86,5.24,5.56,5.41,6.78,7.31,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3535,6,,,,0.01,0.01,0.01,,,,,,,4.04,4.16,4.1,0.36,0.37,0.37,6/1/2021,Bernam River Headworks (Old),25.4,30.7,28.42,5.4,5.6,5.5,6.6,6.62,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536,7,,,,0.01,0.01,0.01,,,,,,,4.16,4.16,4.16,0.37,0.38,0.38,7/1/2021,Bernam River Headworks (Old),25.3,28.6,26.15,4.3,4.35,4.33,6.96,6.97,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537,8,,,,0.01,0.01,0.01,,,,,,,4.16,4.16,4.16,0.37,0.38,0.38,8/1/2021,Bernam River Headworks (Old),24.9,28.5,26.67,4.31,4.35,4.33,7.22,7.4,7.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3538,9,,,,0.01,0.01,0.01,,,,,,,4.16,4.28,4.22,0.38,0.38,0.38,9/1/2021,Bernam River Headworks (Old),25.8,25.8,25.8,4.3,4.32,4.31,7.16,7.34,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3539,10,,,,0.01,0.01,0.01,,,,,,,4.28,4.28,4.28,0.37,0.38,0.38,10/1/2021,Bernam River Headworks (Old),23.5,23.5,23.5,3.7,3.72,3.71,7.16,7.22,7.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3540,11,,,,0.01,0.01,0.01,,,,,,,3.67,4.28,3.83,0.35,0.37,0.37,11/1/2021,Bernam River Headworks (Old),23.5,23.5,23.5,3.72,3.72,3.72,7.22,7.23,7.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541,12,,,,0.01,0.01,0.01,,,,,,,3.79,3.79,3.79,0.37,0.37,0.37,12/1/2021,Bernam River Headworks (Old),20.8,23.5,21.7,3.71,3.73,3.72,7.16,7.22,7.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3542,13,,,,0.01,0.01,0.01,,,,,,,3.79,3.79,3.79,0.35,0.37,0.36,13/1/2021,Bernam River Headworks (Old),18.4,20.8,19.6,3.71,3.72,3.72,6.9,6.94,6.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3543,14,,,,0.01,0.01,0.01,,,,,,,3.79,3.79,3.79,0.37,0.37,0.37,14/1/2021,Bernam River Headworks (Old),20.4,26.2,22.5,3.7,3.72,3.71,6.92,6.97,6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3544,15,,,,0.01,0.01,0.01,,,,,,,3.92,3.92,3.92,0.37,0.39,0.38,15/1/2021,Bernam River Headworks (Old),25.3,28.6,26.61,3.7,3.73,3.72,6.97,7.14,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,16,,,,0.01,0.03,0.02,,,,,,,3.92,3.92,3.92,0.38,0.4,0.4,16/1/2021,Bernam River Headworks (Old),20.8,41.3,32.07,4.93,4.95,4.94,6.93,6.96,6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3546,17,,,,0.01,0.01,0.01,,,,,,,3.92,3.92,3.92,0.35,0.38,0.36,17/1/2021,Bernam River Headworks (Old),23.1,26.2,24.42,3.7,3.73,3.72,6.9,6.97,6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3547,18,,,,0.01,0.01,0.01,,,,,,,3.18,3.92,3.74,0.33,0.38,0.36,18/1/2021,Bernam River Headworks (Old),23,31.2,26.01,3.68,3.72,3.7,6.43,6.94,6.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3548,19,,,,0.01,0.01,0.01,,,,,,,3.92,3.92,3.92,0.37,0.37,0.37,19/1/2021,Bernam River Headworks (Old),20.8,23.5,21.7,3.7,3.72,3.71,6.89,6.97,6.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3549,20,,,,0.01,0.01,0.01,,,,,,,3.92,3.92,3.92,0.37,0.37,0.37,20/1/2021,Bernam River Headworks (Old),18.1,20.8,19.45,3.68,3.73,3.71,6.96,6.96,6.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3550,21,,,,0.01,0.02,0.01,,,,,,,3.92,3.92,3.92,0.37,0.38,0.38,21/1/2021,Bernam River Headworks (Old),20.8,28.1,23.76,3.69,4.31,4.01,6.89,7.16,7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3551,22,,,,0.01,0.03,0.02,,,,,,,3.92,3.92,3.92,0.37,0.37,0.37,22/1/2021,Bernam River Headworks (Old),23,33.6,29.16,3.72,4.93,4.33,6.9,6.97,6.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3552,23,,,,0.01,0.02,0.01,,,,,,,3.67,3.92,3.86,0.37,0.37,0.37,23/1/2021,Bernam River Headworks (Old),23,31.3,26.31,3.69,4.92,4.41,6.89,7.34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3553,24,,,,0.01,0.03,0.01,,,,,,,3.67,3.79,3.75,0.36,0.37,0.37,24/1/2021,Bernam River Headworks (Old),23.1,48.9,27.91,3.7,6.21,4.12,7.05,7.19,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3554,25,,,,0.01,0.03,0.02,,,,,,,3.92,4.65,4.33,0.37,0.38,0.37,25/1/2021,Bernam River Headworks (Old),25.7,43.3,35.53,4.9,6.2,5.7,7.34,7.89,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3555,26,,,,0.01,0.02,0.01,,,,,,,3.67,4.16,4.06,0.38,0.38,0.38,26/1/2021,Bernam River Headworks (Old),23,36,29.77,4.35,4.94,4.76,7.3,7.64,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3556,27,,,,0.01,0.02,0.01,,,,,,,3.67,4.16,4,0.37,0.37,0.37,27/1/2021,Bernam River Headworks (Old),26.2,31.2,28.44,4.3,4.33,4.32,6.94,6.97,6.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3557,28,,,,0.01,0.01,0.01,,,,,,,3.67,3.92,3.75,0.35,0.37,0.35,28/1/2021,Bernam River Headworks (Old),20.8,26.2,23.5,3.7,3.73,3.72,6.53,6.97,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3558,29,,,,0.01,0.01,0.01,,,,,,,3.43,3.79,3.71,0.35,0.35,0.35,29/1/2021,Bernam River Headworks (Old),23.5,32.2,26.61,4.3,4.91,4.36,7.26,7.32,7.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3559,30,,,,0.01,0.01,0.01,,,,,,,3.43,3.79,3.63,0.35,0.35,0.35,30/1/2021,Bernam River Headworks (Old),20.8,23.1,21.22,3.7,3.71,3.7,6.9,7.1,6.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3560,31,,,,0.01,0.01,0.01,,,,,,,3.67,3.67,3.67,0.35,0.35,0.35,31/1/2021,Bernam River Headworks (Old),20.7,20.8,20.75,3.68,3.71,3.7,7,7.15,7.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3561,1,0,0,0,,,,,,,,,,3,3,3,0.43,0.43,0.43,1/1/2021,Kalumpang,,,,,,,,,,4.95,4.95,4.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3562,2,0,0,0,,,,,,,,,,2.5,2.5,2.5,0.43,0.43,0.43,2/1/2021,Kalumpang,,,,,,,,,,6.18,6.18,6.18,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
