,Unnamed: 0,Kibbled Aluminium Sulphate_min,Kibbled Aluminium Sulphate_max,Kibbled Aluminium Sulphate _avg,Flopam FA 920 PWG _min,Flopam FA 920 PWG _max,Flopam FA 920 PWG _avg,Soda Ash (Pre) _min,Soda Ash (Pre) _max,Soda Ash (Pre) _avg,Soda Ash (Post) _min,Soda Ash (Post) _max,Soda Ash (Post) _avg,Liquid Chlorine _min,Liquid Chlorine _max,Liquid Chlorine _avg,Sodium Silico Fluoride _min,Sodium Silico Fluoride _max,Sodium Silico Fluoride _avg,Date,wtp,Liquid Aluminium Sulphate_min,Liquid Aluminium Sulphate_max,Liquid Aluminium Sulphate _avg,Hydrated Lime (Pre) _min,Hydrated Lime (Pre) _max,Hydrated Lime (Pre) _avg,Hydrated Lime (Post) _min,Hydrated Lime (Post) _max,Hydrated Lime (Post) _avg,Soda Ash _min,Soda Ash _max,Soda Ash _avg,Hydrated Lime _min,Hydrated Lime _max,Hydrated Lime _avg,Liquid Polyaluminium Chloride_min,Liquid Polyaluminium Chloride_max,Liquid Polyaluminium Chloride _avg,Liquid Chlorine (Pre) _min,Liquid Chlorine (Pre) _max,Liquid Chlorine (Pre) _avg,Liquid Chlorine (Intermediate)_min,Liquid Chlorine (Intermediate)_max,Liquid Chlorine (Intermediate) _avg,Liquid Chlorine (Post) _min,Liquid Chlorine (Post) _max,Liquid Chlorine (Post) _avg,Sodium Aluminosilicate_min,Sodium Aluminosilicate_max,Sodium Aluminosilicate _avg,Sodium Fluoride _min,Sodium Fluoride _max,Sodium Fluoride _avg,Superfloc C 591 PWG _min,Superfloc C 591 PWG _max,Superfloc C 591 PWG _avg,Aluminium Chlorohydrate_min,Aluminium Chlorohydrate_max,Aluminium Chlorohydrate _avg,Flopam AH 912 PWG _min,Flopam AH 912 PWG _max,Flopam AH 912 PWG _avg,Hydrated Lime (Intermediate)_min,Hydrated Lime (Intermediate)_max,Hydrated Lime (Intermediate) _avg,Hydrated Lime (Powder) (Pre)_min,Hydrated Lime (Powder) (Pre)_max,Hydrated Lime (Powder) (Pre) _avg,Hydrated Lime (Powder) (Post)_min,Hydrated Lime (Powder) (Post)_max,Hydrated Lime (Powder) (Post) _avg,Hydrated Lime (Powder)_min,Hydrated Lime (Powder)_max,Hydrated Lime (Powder) _avg,Flopam FO 4190 PWG_min,Flopam FO 4190 PWG_max,Flopam FO 4190 PWG _avg,Flopam FO 4290 PWG_min,Flopam FO 4290 PWG_max,Flopam FO 4290 PWG _avg,Polyelectrolyte AN 910 PWG_min,Polyelectrolyte AN 910 PWG_max,Polyelectrolyte AN 910 PWG _avg,Microsand _min,Microsand _max,Microsand _avg,Activated Carbon _min,Activated Carbon _max,Activated Carbon _avg,Flopam FL 4520 PWG_min,Flopam FL 4520 PWG_max,Flopam FL 4520 PWG _avg,Modified Liquid Alum _min,Modified Liquid Alum _max,Modified Liquid Alum _avg,Potassium Permanganate_min,Potassium Permanganate_max,Potassium Permanganate _avg,Polymer Tianfloc C3080_min,Polymer Tianfloc C3080_max,Polymer Tianfloc C3080 _avg,Sodium Hypochlorite _min,Sodium Hypochlorite _max,Sodium Hypochlorite _avg
6529,2,,,,,,,,,,,,,,,,0.56,0.67,0.6,2/6/2021,Sungai Selangor Fasa 2 Stream C,29,31,29.8,,,,,,,,,,,,,,,,3.47,3.47,3.47,,,,5.1,5.56,5.28,,,,,,,,,,,,,,,,,,,0,0,0,18.5,18.5,18.5,,,,,,,0.32,0.35,0.34,,,,235.5,235.5,235.5,,,,,,,,,,,,,,,,,,
6530,3,,,,,,,,,,,,,,,,0.67,0.67,0.67,3/6/2021,Sungai Selangor Fasa 2 Stream C,29,30,29.33,,,,,,,,,,,,,,,,3.47,3.47,3.47,,,,4.17,5.56,4.79,,,,,,,,,,,,,,,,,,,0,0,0,0.67,23.5,15.89,,,,,,,0.31,0.41,0.36,,,,235.5,235.5,235.5,,,,,,,,,,,,,,,,,,
6531,4,,,,,,,,,,,,,,,,0.68,0.68,0.68,4/6/2021,Sungai Selangor Fasa 2 Stream C,28,30,29.17,,,,,,,,,,,,,,,,3.23,3.46,3.38,,,,4.63,4.71,4.68,,,,,,,,,,,,,,,,,,,0,0,0,13.9,18.5,16.97,,,,,,,0.37,0.42,0.38,,,,0,0,0,,,,,,,,,,,,,,,,,,
6532,5,,,,,,,,,,,,,,,,0.68,0.68,0.68,5/6/2021,Sungai Selangor Fasa 2 Stream C,28,45,32.67,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,3.76,5.18,4.62,,,,,,,,,,,,,,,,,,,0,0,0,18.5,23.2,20.85,,,,,,,0.37,0.61,0.43,,,,235.3,235.3,235.3,,,,,,,,,,,,,,,,,,
6533,6,,,,,,,,,,,,,,,,0.67,0.7,0.68,6/6/2021,Sungai Selangor Fasa 2 Stream C,30,60,43.5,,,,,,,,,,,,,,,,3.31,3.67,3.55,,,,4.62,5.28,4.92,,,,,,,,,,,,,,,,,,,0,0,0,23.1,24,23.4,,,,,,,0.38,0.79,0.58,,,,0,0,0,,,,,,,,,,,,,,,,,,
6534,7,,,,,,,,,,,,,,,,0.68,0.68,0.68,7/6/2021,Sungai Selangor Fasa 2 Stream C,30,32,30.67,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,4.19,4.19,4.19,,,,,,,,,,,,,,,,,,,0,0,0,23.3,23.3,23.3,,,,,,,0.32,0.34,0.33,,,,235,235,235,,,,,,,,,,,,,,,,,,
6535,8,,,,,,,,,,,,,,,,0.68,0.68,0.68,8/6/2021,Sungai Selangor Fasa 2 Stream C,29,34,32,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,4.71,5.18,4.87,,,,,,,,,,,,,,,,,,,0,0,0,4.71,23.3,14.04,,,,,,,0.34,0.34,0.34,,,,0,0,0,,,,,,,,,,,,,,,,,,
6536,9,,,,,,,,,,,,,,,,0.68,0.68,0.68,9/6/2021,Sungai Selangor Fasa 2 Stream C,29,34,32,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,4.71,4.71,4.71,,,,,,,,,,,,,,,,,,,0,0,0,14.1,14.1,14.1,,,,,,,0.34,0.34,0.34,,,,0,0,0,,,,,,,,,,,,,,,,,,
6537,10,,,,,,,,,,,,,,,,0.38,0.68,0.63,10/6/2021,Sungai Selangor Fasa 2 Stream C,33,34,33.83,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,4.71,6.59,5.49,,,,,,,,,,,,,,,,,,,0,0,0,23.3,28.2,24.93,,,,,,,0.32,0.34,0.33,,,,235,235,235,,,,,,,,,,,,,,,,,,
6538,11,,,,,,,,,,,,,,,,0.68,0.68,0.68,11/6/2021,Sungai Selangor Fasa 2 Stream C,29,48,35.83,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,5.18,5.18,5.18,,,,,,,,,,,,,,,,,,,0,0,0,18.8,28.2,20.37,,,,,,,0.29,0.68,0.42,,,,0,0,0,,,,,,,,,,,,,,,,,,
6539,12,,,,,,,,,,,,,,,,0.68,0.68,0.68,12/6/2021,Sungai Selangor Fasa 2 Stream C,34,34,34,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,4.71,5.18,4.87,,,,,,,,,,,,,,,,,,,0,0,0,18.2,28.2,23.4,,,,,,,0.29,0.38,0.32,,,,235,470,352.5,,,,,,,,,,,,,,,,,,
6540,13,,,,,,,,,,,,,,,,0.68,0.68,0.68,13/6/2021,Sungai Selangor Fasa 2 Stream C,33,34,33.83,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,4.71,4.71,4.71,,,,,,,,,,,,,,,,,,,0,0,0,18.8,18.8,18.8,,,,,,,0.29,0.32,0.3,,,,0,0,0,,,,,,,,,,,,,,,,,,
6541,14,,,,,,,,,,,,,,,,0.56,0.56,0.56,14/6/2021,Sungai Selangor Fasa 2 Stream C,31,45,34.5,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,5.73,5.73,5.73,,,,,,,,,,,,,,,,,,,0,0,0,28.2,28.2,28.2,,,,,,,0.29,0.53,0.36,,,,0,0,0,,,,,,,,,,,,,,,,,,
6542,15,,,,,,,,,,,,,,,,0.5,0.56,0.55,15/6/2021,Sungai Selangor Fasa 2 Stream C,30,45,38.83,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,5.73,5.73,5.73,,,,,,,,,,,,,,,,,,,0,0,0,28.2,28.2,28.2,,,,,,,0.44,0.56,0.48,,,,235.3,470.6,352.95,,,,,,,,,,,,,,,,,,
6543,16,,,,,,,,,,,,,,,,0.56,0.56,0.56,16/6/2021,Sungai Selangor Fasa 2 Stream C,32,39,34.5,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,4.71,4.71,4.71,,,,,,,,,,,,,,,,,,,0,0,0,28.2,28.2,28.2,,,,,,,0.36,0.48,0.42,,,,235.3,235.3,235.3,,,,,,,,,,,,,,,,,,
6544,17,,,,,,,,,,,,,,,,0.56,0.56,0.56,17/6/2021,Sungai Selangor Fasa 2 Stream C,31,33,32.33,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,5.23,5.23,5.23,,,,,,,,,,,,,,,,,,,0,0,0,28.2,28.2,28.2,,,,,,,0.34,0.39,0.38,,,,0,0,0,,,,,,,,,,,,,,,,,,
6545,18,,,,,,,,,,,,,,,,0.56,0.56,0.56,18/6/2021,Sungai Selangor Fasa 2 Stream C,32,50,38,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,5.23,5.23,5.23,,,,,,,,,,,,,,,,,,,0,0,0,28.2,28.2,28.2,,,,,,,0.33,0.69,0.49,,,,0,0,0,,,,,,,,,,,,,,,,,,
6546,19,,,,,,,,,,,,,,,,0.56,0.68,0.6,19/6/2021,Sungai Selangor Fasa 2 Stream C,29,38,31.17,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,5.15,5.15,5.15,,,,,,,,,,,,,,,,,,,0,0,0,18.6,28.2,23.4,,,,,,,0.39,0.53,0.45,,,,235.3,470.6,352.95,,,,,,,,,,,,,,,,,,
6547,20,,,,,,,,,,,,,,,,0.4,0.56,0.48,20/6/2021,Sungai Selangor Fasa 2 Stream C,28,31,29.33,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,4.71,4.71,4.71,,,,,,,,,,,,,,,,,,,0,0,0,18.6,18.6,18.6,,,,,,,0.39,0.41,0.39,,,,0,0,0,,,,,,,,,,,,,,,,,,
6548,21,,,,,,,,,,,,,,,,0.56,0.56,0.56,21/6/2021,Sungai Selangor Fasa 2 Stream C,28,39,33,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,4.19,4.19,4.19,,,,,,,,,,,,,,,,,,,0,0,0,18.6,18.6,18.6,,,,,,,0.34,0.53,0.4,,,,235.3,235.3,235.3,,,,,,,,,,,,,,,,,,
6549,22,,,,,,,,,,,,,,,,0.56,0.56,0.56,22/6/2021,Sungai Selangor Fasa 2 Stream C,31,34,32.5,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,4.66,6.52,5.13,,,,,,,,,,,,,,,,,,,0,0,0,18.6,18.6,18.6,,,,,,,0.32,0.36,0.33,,,,470,470,470,,,,,,,,,,,,,,,,,,
6550,23,,,,,,,,,,,,,,,,0.56,0.56,0.56,23/6/2021,Sungai Selangor Fasa 2 Stream C,30,31,30.83,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,4.66,4.66,4.66,,,,,,,,,,,,,,,,,,,0,0,0,18.6,18.6,18.6,,,,,,,0.32,0.32,0.32,,,,232.3,232.3,232.3,,,,,,,,,,,,,,,,,,
6551,24,,,,,,,,,,,,,,,,0.56,0.68,0.64,24/6/2021,Sungai Selangor Fasa 2 Stream C,30,31,30.17,,,,,,,,,,,,,,,,3.22,3.23,3.23,,,,4.66,5.13,4.82,,,,,,,,,,,,,,,,,,,0,0,0,18.6,18.6,18.6,,,,,,,0.29,0.32,0.31,,,,0,0,0,,,,,,,,,,,,,,,,,,
6552,25,,,,,,,,,,,,,,,,0.68,0.68,0.68,25/6/2021,Sungai Selangor Fasa 2 Stream C,28,30,29.17,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,4.66,4.66,4.66,,,,,,,,,,,,,,,,,,,0,0,0,18.6,28,20.17,,,,,,,0.29,0.32,0.31,,,,233,233,233,,,,,,,,,,,,,,,,,,
6553,26,,,,,,,,,,,,,,,,0.68,0.68,0.68,26/6/2021,Sungai Selangor Fasa 2 Stream C,28,29,28.5,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,4.66,4.66,4.66,,,,,,,,,,,,,,,,,,,0,0,0,18.6,18.6,18.6,,,,,,,0.32,0.32,0.32,,,,233,233,233,,,,,,,,,,,,,,,,,,
6554,27,,,,,,,,,,,,,,,,0.68,0.75,0.74,27/6/2021,Sungai Selangor Fasa 2 Stream C,27,31,29.17,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,4.13,5.16,4.39,,,,,,,,,,,,,,,,,,,0,0,0,14.1,23.4,18.75,,,,,,,0.27,0.31,0.29,,,,235,235,235,,,,,,,,,,,,,,,,,,
6555,28,,,,,,,,,,,,,,,,0.56,0.56,0.56,28/6/2021,Sungai Selangor Fasa 2 Stream C,28,39,31.83,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,4.24,4.24,4.24,,,,,,,,,,,,,,,,,,,0,0,0,14.1,18.6,17.1,,,,,,,0.27,0.39,0.32,,,,0,0,0,,,,,,,,,,,,,,,,,,
6556,29,,,,,,,,,,,,,,,,0.56,0.56,0.56,29/6/2021,Sungai Selangor Fasa 2 Stream C,31,33,31.33,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,4.71,4.71,4.71,,,,,,,,,,,,,,,,,,,0,0,0,2.35,23.5,18.41,,,,,,,0.29,0.32,0.3,,,,0,0,0,,,,,,,,,,,,,,,,,,
6557,30,,,,,,,,,,,,,,,,0.56,0.56,0.56,30/6/2021,Sungai Selangor Fasa 2 Stream C,29,56,42.67,,,,,,,,,,,,,,,,3.23,3.23,3.23,,,,4.71,4.71,4.71,,,,,,,,,,,,,,,,,,,0.5,1,0.75,18.6,18.6,18.6,,,,,,,0.29,0.76,0.53,,,,0,0,0,,,,,,,,,,,,,,,,,,
6558,1,,,,,,,,,,,,,,,,0.56,0.86,0.7,1/6/2021,Sungai Selangor Fasa 2 Stream D,29,33,30.67,,,,,,,,,,,,,,,,3.43,3.66,3.62,,,,5.1,5.56,5.25,,,,,,,,,,,,,,,,,,,0,0,0,18.5,18.6,18.55,,,,,,,0.28,0.38,0.31,,,,235.3,235.3,235.3,,,,,,,,,,,,,,,,,,
6559,2,,,,,,,,,,,,,,,,0.56,0.67,0.6,2/6/2021,Sungai Selangor Fasa 2 Stream D,32,32,32,,,,,,,,,,,,,,,,3.49,3.71,3.67,,,,5.08,5.56,5.25,,,,,,,,,,,,,,,,,,,0,0,0,9.2,18.5,16.95,,,,,,,0.3,0.31,0.3,,,,0,0,0,,,,,,,,,,,,,,,,,,
6560,3,,,,,,,,,,,,,,,,0.67,0.67,0.67,3/6/2021,Sungai Selangor Fasa 2 Stream D,29,29,29,,,,,,,,,,,,,,,,3.71,3.71,3.71,,,,4.63,5.56,4.94,,,,,,,,,,,,,,,,,,,0,0,0,9.2,23.5,18.73,,,,,,,0.36,0.4,0.37,,,,235.5,235.5,235.5,,,,,,,,,,,,,,,,,,
6561,4,,,,,,,,,,,,,,,,0.68,0.68,0.68,4/6/2021,Sungai Selangor Fasa 2 Stream D,30,31,30.33,,,,,,,,,,,,,,,,3.69,3.71,3.7,,,,3.76,3.76,3.76,,,,,,,,,,,,,,,,,,,0,0,0,13.9,18.5,16.97,,,,,,,0.34,0.37,0.37,,,,0,0,0,,,,,,,,,,,,,,,,,,
6562,5,,,,,,,,,,,,,,,,0.68,0.68,0.68,5/6/2021,Sungai Selangor Fasa 2 Stream D,28,39,31.33,,,,,,,,,,,,,,,,3.69,3.69,3.69,,,,3.76,4.65,4.35,,,,,,,,,,,,,,,,,,,0,0,0,18.5,23.2,20.85,,,,,,,0.32,0.53,0.38,,,,0,0,0,,,,,,,,,,,,,,,,,,
6563,6,,,,,,,,,,,,,,,,0.67,0.7,0.68,6/6/2021,Sungai Selangor Fasa 2 Stream D,32,52,38.83,,,,,,,,,,,,,,,,3.62,3.78,3.67,,,,4.62,5.28,4.92,,,,,,,,,,,,,,,,,,,0,0,0,23.1,24,23.4,,,,,,,0.3,0.71,0.53,,,,235,235,235,,,,,,,,,,,,,,,,,,
6564,7,,,,,,,,,,,,,,,,0.68,0.68,0.68,7/6/2021,Sungai Selangor Fasa 2 Stream D,30,31,30.5,,,,,,,,,,,,,,,,3.69,3.69,3.69,,,,4.19,4.19,4.19,,,,,,,,,,,,,,,,,,,0,0,0,23.3,23.3,23.3,,,,,,,0.32,0.34,0.33,,,,0,0,0,,,,,,,,,,,,,,,,,,
6565,8,,,,,,,,,,,,,,,,0.68,0.68,0.68,8/6/2021,Sungai Selangor Fasa 2 Stream D,28,31,29.33,,,,,,,,,,,,,,,,3.69,3.69,3.69,,,,4.71,5.18,4.95,,,,,,,,,,,,,,,,,,,0,0,0,14.1,23.3,17.17,,,,,,,0.32,0.34,0.33,,,,0,0,0,,,,,,,,,,,,,,,,,,
6566,9,,,,,,,,,,,,,,,,0.68,0.68,0.68,9/6/2021,Sungai Selangor Fasa 2 Stream D,28,31,29.33,,,,,,,,,,,,,,,,3.69,3.69,3.69,,,,4.71,4.71,4.71,,,,,,,,,,,,,,,,,,,0,0,0,14.1,14.1,14.1,,,,,,,0.32,0.34,0.33,,,,0,0,0,,,,,,,,,,,,,,,,,,
6567,10,,,,,,,,,,,,,,,,0.68,0.68,0.68,10/6/2021,Sungai Selangor Fasa 2 Stream D,31,31,31,,,,,,,,,,,,,,,,3.69,3.69,3.69,,,,4.71,6.12,5.34,,,,,,,,,,,,,,,,,,,0,0,0,23.3,28.2,24.93,,,,,,,0.29,0.34,0.32,,,,0,0,0,,,,,,,,,,,,,,,,,,
6568,11,,,,,,,,,,,,,,,,0.68,0.68,0.68,11/6/2021,Sungai Selangor Fasa 2 Stream D,31,48,35.17,,,,,,,,,,,,,,,,3.69,3.69,3.69,,,,5.18,5.18,5.18,,,,,,,,,,,,,,,,,,,0,0,0,18.8,28.2,20.37,,,,,,,0.27,0.57,0.38,,,,0,0,0,,,,,,,,,,,,,,,,,,
6569,12,,,,,,,,,,,,,,,,0.56,0.68,0.66,12/6/2021,Sungai Selangor Fasa 2 Stream D,31,31,31,,,,,,,,,,,,,,,,3.69,3.69,3.69,,,,4.71,5.18,4.87,,,,,,,,,,,,,,,,,,,0,0,0,18.8,28.2,21.93,,,,,,,0.29,0.34,0.3,,,,235,235,235,,,,,,,,,,,,,,,,,,
6570,13,,,,,,,,,,,,,,,,0.68,0.68,0.68,13/6/2021,Sungai Selangor Fasa 2 Stream D,31,31,31,,,,,,,,,,,,,,,,3.69,3.69,3.69,,,,4.71,4.71,4.71,,,,,,,,,,,,,,,,,,,0,0,0,18.8,18.8,18.8,,,,,,,0.29,0.29,0.29,,,,0,0,0,,,,,,,,,,,,,,,,,,
6571,14,,,,,,,,,,,,,,,,0.56,0.56,0.56,14/6/2021,Sungai Selangor Fasa 2 Stream D,31,39,32.83,,,,,,,,,,,,,,,,3.69,3.69,3.69,,,,4.71,4.71,4.71,,,,,,,,,,,,,,,,,,,0,0,0,18.2,18.2,18.2,,,,,,,0.29,0.48,0.34,,,,0,0,0,,,,,,,,,,,,,,,,,,
6572,15,,,,,,,,,,,,,,,,0.56,0.56,0.56,15/6/2021,Sungai Selangor Fasa 2 Stream D,33,45,38.17,,,,,,,,,,,,,,,,3.69,3.69,3.69,,,,4.71,4.71,4.71,,,,,,,,,,,,,,,,,,,0,0,0,28.2,28.2,28.2,,,,,,,0.41,0.48,0.45,,,,352.9,352.9,352.9,,,,,,,,,,,,,,,,,,
6573,16,,,,,,,,,,,,,,,,0.56,0.56,0.56,16/6/2021,Sungai Selangor Fasa 2 Stream D,28,36,32,,,,,,,,,,,,,,,,3.69,3.69,3.69,,,,4.71,4.71,4.71,,,,,,,,,,,,,,,,,,,0,0,0,28.2,28.2,28.2,,,,,,,0.32,0.48,0.39,,,,470.6,470.6,470.6,,,,,,,,,,,,,,,,,,
6574,17,,,,,,,,,,,,,,,,0.56,0.56,0.56,17/6/2021,Sungai Selangor Fasa 2 Stream D,28,28,28,,,,,,,,,,,,,,,,3.69,3.69,3.69,,,,4.71,4.71,4.71,,,,,,,,,,,,,,,,,,,0,0,0,28.2,28.2,28.2,,,,,,,0.32,0.44,0.37,,,,0,0,0,,,,,,,,,,,,,,,,,,
6575,18,,,,,,,,,,,,,,,,0.56,0.56,0.56,18/6/2021,Sungai Selangor Fasa 2 Stream D,28,48,35.17,,,,,,,,,,,,,,,,3.69,3.69,3.69,,,,4.71,4.71,4.71,,,,,,,,,,,,,,,,,,,0,0,0,28.2,28.2,28.2,,,,,,,0.32,0.63,0.47,,,,0,0,0,,,,,,,,,,,,,,,,,,
6576,19,,,,,,,,,,,,,,,,0.56,0.68,0.6,19/6/2021,Sungai Selangor Fasa 2 Stream D,29,35,32,,,,,,,,,,,,,,,,3.69,3.69,3.69,,,,4.71,4.71,4.71,,,,,,,,,,,,,,,,,,,0,0,0,18.6,28.2,25,,,,,,,0.45,0.55,0.48,,,,352.9,352.9,352.9,,,,,,,,,,,,,,,,,,
6577,20,,,,,,,,,,,,,,,,0.4,0.68,0.54,20/6/2021,Sungai Selangor Fasa 2 Stream D,30,31,30.5,,,,,,,,,,,,,,,,3.69,3.69,3.69,,,,3.73,3.73,3.73,,,,,,,,,,,,,,,,,,,0,0,0,18.6,18.6,18.6,,,,,,,0.36,0.39,0.39,,,,470.6,470.6,470.6,,,,,,,,,,,,,,,,,,
6578,21,,,,,,,,,,,,,,,,0.68,0.68,0.68,21/6/2021,Sungai Selangor Fasa 2 Stream D,31,45,35.5,,,,,,,,,,,,,,,,3.73,3.73,3.73,,,,4.19,4.66,4.35,,,,,,,,,,,,,,,,,,,0,0,0,18.6,18.6,18.6,,,,,,,0.27,0.48,0.35,,,,0,0,0,,,,,,,,,,,,,,,,,,
6579,22,,,,,,,,,,,,,,,,0.68,0.68,0.68,22/6/2021,Sungai Selangor Fasa 2 Stream D,30,31,30.33,,,,,,,,,,,,,,,,3.69,3.73,3.7,,,,4.66,4.66,4.66,,,,,,,,,,,,,,,,,,,0,0,0,18.6,18.6,18.6,,,,,,,0.29,0.32,0.31,,,,0,0,0,,,,,,,,,,,,,,,,,,
6580,23,,,,,,,,,,,,,,,,0.68,0.68,0.68,23/6/2021,Sungai Selangor Fasa 2 Stream D,31,31,31,,,,,,,,,,,,,,,,3.69,3.69,3.69,,,,4.19,4.19,4.19,,,,,,,,,,,,,,,,,,,0,0,0,18.6,18.6,18.6,,,,,,,0.27,0.27,0.27,,,,0,0,0,,,,,,,,,,,,,,,,,,
6581,24,,,,,,,,,,,,,,,,0.68,0.68,0.68,24/6/2021,Sungai Selangor Fasa 2 Stream D,31,31,31,,,,,,,,,,,,,,,,3.69,3.69,3.69,,,,4.19,4.19,4.19,,,,,,,,,,,,,,,,,,,0,0,0,18.6,18.6,18.6,,,,,,,0.27,0.27,0.27,,,,0,0,0,,,,,,,,,,,,,,,,,,
6582,25,,,,,,,,,,,,,,,,0.68,0.68,0.68,25/6/2021,Sungai Selangor Fasa 2 Stream D,28,31,29.83,,,,,,,,,,,,,,,,3.23,3.69,3.61,,,,4.19,4.66,4.27,,,,,,,,,,,,,,,,,,,0,0,0,18.6,28,20.17,,,,,,,0.27,0.32,0.29,,,,233,233,233,,,,,,,,,,,,,,,,,,
6583,26,,,,,,,,,,,,,,,,0.68,0.68,0.68,26/6/2021,Sungai Selangor Fasa 2 Stream D,28,28,28,,,,,,,,,,,,,,,,3.69,3.69,3.69,,,,4.66,4.66,4.66,,,,,,,,,,,,,,,,,,,0,0,0,18.6,18.6,18.6,,,,,,,0.24,0.3,0.25,,,,0,0,0,,,,,,,,,,,,,,,,,,
6584,27,,,,,,,,,,,,,,,,0.62,0.75,0.72,27/6/2021,Sungai Selangor Fasa 2 Stream D,26,30,29,,,,,,,,,,,,,,,,3.69,3.69,3.69,,,,4.22,4.65,4.58,,,,,,,,,,,,,,,,,,,0,0,0,14.1,23.4,18.75,,,,,,,0.24,0.28,0.27,,,,235,235,235,,,,,,,,,,,,,,,,,,
6585,28,,,,,,,,,,,,,,,,0.68,0.68,0.68,28/6/2021,Sungai Selangor Fasa 2 Stream D,28,35,30.33,,,,,,,,,,,,,,,,3.69,3.69,3.69,,,,3.76,4.24,4.16,,,,,,,,,,,,,,,,,,,0,0,0,14.1,18.6,17.1,,,,,,,0.27,0.39,0.31,,,,0,0,0,,,,,,,,,,,,,,,,,,
6586,29,,,,,,,,,,,,,,,,0.68,0.68,0.68,29/6/2021,Sungai Selangor Fasa 2 Stream D,28,31,29.67,,,,,,,,,,,,,,,,3.69,3.69,3.69,,,,4.24,4.24,4.24,,,,,,,,,,,,,,,,,,,0,0,0,14.1,23.5,21.93,,,,,,,0.29,0.32,0.3,,,,0,0,0,,,,,,,,,,,,,,,,,,
6587,30,,,,,,,,,,,,,,,,0.68,0.68,0.68,30/6/2021,Sungai Selangor Fasa 2 Stream D,28,50,38.17,,,,,,,,,,,,,,,,3.69,3.69,3.69,,,,4.21,4.21,4.21,,,,,,,,,,,,,,,,,,,0,0,0,18.6,18.6,18.6,,,,,,,0.29,0.67,0.51,,,,235,235,235,,,,,,,,,,,,,,,,,,
6618,1,,,,,,,,,,,,,4.4,8.8,7.25,0.17,0.25,0.22,1/6/2021,Bukit Tampoi New,,,,6.5,11.1,9.52,8.2,12.2,10.82,0,0,0,,,,50.4,56.3,54.23,,,,,,,,,,16,27,23.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6619,2,,,,,,,,,,,,,6.6,8,7.07,0.17,0.25,0.22,2/6/2021,Bukit Tampoi New,,,,6.5,11.1,9.51,8.2,12.2,10.82,0,0,0,,,,50.4,56.3,54.3,,,,,,,,,,16,27,23.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6620,3,,,,,,,,,,,,,6.6,8,7.18,0.18,0.25,0.22,3/6/2021,Bukit Tampoi New,,,,8.1,11,9.8,8.2,12.2,10.48,0,0,0,,,,50.2,56.3,53.73,,,,,,,,,,15.6,26.8,22.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6621,4,,,,,,,,,,,,,6.6,8.8,7.13,0.18,0.25,0.23,4/6/2021,Bukit Tampoi New,,,,8.1,11.1,10.28,8.2,12.2,11.09,0,0,0,,,,50.2,56.3,54.65,,,,,,,,,,16,27,23.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6622,5,,,,,,,,,,,,,4.4,11.1,7.68,0.18,0.25,0.23,5/6/2021,Bukit Tampoi New,,,,8.3,11.1,9.98,6.6,12.1,9.81,0,0,0,,,,53.1,74.1,63.75,,,,,,,,,,16.1,27,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6623,6,,,,,,,,,,,,,6.6,8,6.95,0.16,0.23,0.21,6/6/2021,Bukit Tampoi New,,,,9.7,10.9,9.95,8.2,11.1,10.24,0,0,0,,,,50.2,74.1,67.43,,,,,,,,,,16.2,27,24.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
