,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda Ash (Pre),Soda Ash (Post),Liquid Chlorine,Sodium Silico Fluoride,Liquid Aluminium Sulphate,Hydrated Lime (Pre),Hydrated Lime (Post),Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Liquid Chlorine (Pre),Liquid Chlorine (Intermediate),Liquid Chlorine (Post),Sodium Aluminosilicate,Sodium Fluoride,Superfloc C 591 PWG,Aluminium Chlorohydrate,Flopam AH 912 PWG,Hydrated Lime (Intermediate),Hydrated Lime (Powder) (Pre),Hydrated Lime (Powder) (Post),Hydrated Lime (Powder),Flopam FO 4190 PWG,Flopam FO 4290 PWG,Polyelectrolyte AN 910 PWG,Microsand,Activated Carbon,Flopam FL 4520 PWG,Modified Liquid Alum,Potassium Permanganate,Polymer Tianfloc C3080,Sodium Hypochlorite,Hydrated Lime (Powder) (Intermediate),Liquid Polyaluminium Chloride ,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Hydrated Lime (Post) (mg/L),Liquid Chlorine (Post) (mg/L),Sodium Silico Fluoride (mg/L),Liquid Chlorine (Pre) (mg/L),Hydrated Lime (Pre) (mg/L),wtp,Date,Month,Quarter,Water Source,Lembangan
24384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.63,0.03,4.54,3.53,0.0,,,Rasa,2021-12-16,12,4,River,Sg Selangor
24385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.53,0.04,9.41,3.14,0.0,,,Rasa,2021-12-17,12,4,River,Sg Selangor
24386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9,0.04,10.6,3.14,2.29,,,Rasa,2021-12-18,12,4,River,Sg Selangor
24387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.41,0.04,7.55,2.74,0.0,,,Rasa,2021-12-19,12,4,River,Sg Selangor
24388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.41,0.04,10.61,2.72,0.0,,,Rasa,2021-12-20,12,4,River,Sg Selangor
24389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.49,0.06,5.12,2.81,0.0,,,Rasa,2021-12-21,12,4,River,Sg Selangor
24390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.87,0.02,4.78,2.84,0.67,,,Rasa,2021-12-22,12,4,River,Sg Selangor
24391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.73,0.05,9.94,3.28,1.03,,,Rasa,2021-12-23,12,4,River,Sg Selangor
24392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.62,0.05,5.33,2.86,0.0,,,Rasa,2021-12-24,12,4,River,Sg Selangor
24393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.75,0.05,10.46,3.06,0.0,,,Rasa,2021-12-25,12,4,River,Sg Selangor
24394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.65,0.03,7.51,2.88,0.0,,,Rasa,2021-12-26,12,4,River,Sg Selangor
24395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.87,0.04,7.33,2.66,2.06,,,Rasa,2021-12-27,12,4,River,Sg Selangor
24396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.99,0.05,10.04,2.88,0.9,,,Rasa,2021-12-28,12,4,River,Sg Selangor
24397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.75,0.06,7.6,3.16,0.0,,,Rasa,2021-12-29,12,4,River,Sg Selangor
24398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.98,0.05,4.89,2.75,0.0,,,Rasa,2021-12-30,12,4,River,Sg Selangor
24399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.38,0.05,10.88,2.99,0.79,,,Rasa,2021-12-31,12,4,River,Sg Selangor
24400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.57619686,0.06291115,7.176783437,4.356124107,0.515,1.317927424,2.454406953,Sungai Selangor Fasa 3,2021-01-01,1,1,River,Sg Selangor
24401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.67710494,0.071670937,7.0486742,4.515205448,0.535,1.163300575,2.365540573,Sungai Selangor Fasa 3,2021-02-01,2,1,River,Sg Selangor
24402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.70457392,0.052167224,7.080133805,3.737522542,0.51,1.280130045,2.376369468,Sungai Selangor Fasa 3,2021-03-01,3,1,River,Sg Selangor
24403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8093828,0.066605662,7.632773875,3.859849592,0.515,1.605059658,2.499583817,Sungai Selangor Fasa 3,2021-04-01,4,2,River,Sg Selangor
24404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.86767956,0.072855143,7.237258925,4.030343008,0.525,1.972295515,1.637924847,Sungai Selangor Fasa 3,2021-05-01,5,2,River,Sg Selangor
24405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.43781517,0.071048781,6.758531875,3.973292193,0.525,1.165937429,1.757281584,Sungai Selangor Fasa 3,2021-06-01,6,2,River,Sg Selangor
24406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.21938622,0.070522011,6.806251536,4.390036937,0.52,0.749975042,1.762604795,Sungai Selangor Fasa 3,2021-07-01,7,3,River,Sg Selangor
24407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.26864342,0.068474306,6.340249346,4.406009189,0.515,1.031917738,1.597400475,Sungai Selangor Fasa 3,2021-08-01,8,3,River,Sg Selangor
24408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5701977,0.071788638,6.424490566,4.112968907,0.53,1.59416471,1.530022676,Sungai Selangor Fasa 3,2021-09-01,9,3,River,Sg Selangor
24409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.94259608,0.071892863,6.076166899,2.118572902,0.515,1.492358262,1.593947319,Sungai Selangor Fasa 3,2021-10-01,10,4,River,Sg Selangor
24410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.69426787,0.071312242,6.147472305,4.249033219,0.5,1.397929527,1.633309059,Sungai Selangor Fasa 3,2021-11-01,11,4,River,Sg Selangor
24411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.13115176,0.058598589,5.786648698,4.416999375,0.515,1.702823609,1.541611423,Sungai Selangor Fasa 3,2021-12-01,12,4,River,Sg Selangor
24412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.22719633,0.066255818,5.425435168,4.423702276,0.54,1.792123329,1.542684118,Sungai Selangor Fasa 3,2021-01-13,1,1,River,Sg Selangor
24413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0950543,0.068736905,5.710211014,4.465211563,0.55,1.981587799,1.704969988,Sungai Selangor Fasa 3,2021-01-14,1,1,River,Sg Selangor
24414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0096743,0.068085816,5.558141204,5.004687654,0.535,1.486479818,1.697618432,Sungai Selangor Fasa 3,2021-01-15,1,1,River,Sg Selangor
24415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.40816191,0.068267332,5.629716741,5.216054739,0.55,1.40069911,1.70754842,Sungai Selangor Fasa 3,2021-01-16,1,1,River,Sg Selangor
24416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.98066235,0.067051649,5.642761011,4.484432665,0.54,1.571594878,1.706380131,Sungai Selangor Fasa 3,2021-01-17,1,1,River,Sg Selangor
24417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.88223769,0.067839336,6.54057779,3.074173369,0.53,2.202221371,2.231037191,Sungai Selangor Fasa 3,2021-01-18,1,1,River,Sg Selangor
24418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.12056699,0.064202513,7.027609151,3.739798246,0.525,1.273635119,2.376391713,Sungai Selangor Fasa 3,2021-01-19,1,1,River,Sg Selangor
24419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.84354189,0.065756377,7.015647925,4.260632662,0.53,1.774632965,2.374058968,Sungai Selangor Fasa 3,2021-01-20,1,1,River,Sg Selangor
24420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.96689909,0.066602717,6.97606224,4.727263313,0.505,1.91834727,2.424360427,Sungai Selangor Fasa 3,2021-01-21,1,1,River,Sg Selangor
24421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8441521,0.06439699,5.980193899,4.283356907,0.525,1.562942008,2.291772934,Sungai Selangor Fasa 3,2021-01-22,1,1,River,Sg Selangor
24422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.15714232,0.066297179,6.250515635,4.521640912,0.525,1.320564274,2.247095121,Sungai Selangor Fasa 3,2021-01-23,1,1,River,Sg Selangor
24423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.06936059,0.065192833,6.230158969,4.474283545,0.53,1.443585121,2.078093151,Sungai Selangor Fasa 3,2021-01-24,1,1,River,Sg Selangor
24424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.06301214,0.064605845,6.241948799,5.187783136,0.55,1.634273467,1.856628524,Sungai Selangor Fasa 3,2021-01-25,1,1,River,Sg Selangor
24425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.82885711,0.064819549,6.345619496,4.80260531,0.56,1.323867039,1.652995778,Sungai Selangor Fasa 3,2021-01-26,1,1,River,Sg Selangor
24426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.37610149,0.064537658,6.075794695,5.229856649,0.515,0.97009392,1.666409565,Sungai Selangor Fasa 3,2021-01-27,1,1,River,Sg Selangor
24427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.08731589,0.064687256,6.258177384,4.928729418,0.53,1.139100516,1.579679902,Sungai Selangor Fasa 3,2021-01-28,1,1,River,Sg Selangor
24428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.57591513,0.064612176,6.386585967,5.104787062,0.495,1.213586185,1.590852757,Sungai Selangor Fasa 3,2021-01-29,1,1,River,Sg Selangor
24429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.70168421,0.065892246,6.300590962,4.603602928,0.49,1.160582665,1.557811811,Sungai Selangor Fasa 3,2021-01-30,1,1,River,Sg Selangor
24430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.03236105,0.06519008,6.302525597,4.740468078,0.52,1.234859602,1.586551745,Sungai Selangor Fasa 3,2021-01-31,1,1,River,Sg Selangor
24431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6744803,0.067013252,6.065634415,5.109780439,0.49,1.318612774,1.817423431,Sungai Selangor Fasa 3,2021-01-02,1,1,River,Sg Selangor
24432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.41108474,0.063484506,6.064196279,4.515892297,0.51,1.276698046,1.843418308,Sungai Selangor Fasa 3,2021-02-02,2,1,River,Sg Selangor
24433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.11712742,0.069204145,6.768068005,4.071736641,0.51,1.226881747,1.778113972,Sungai Selangor Fasa 3,2021-03-02,3,1,River,Sg Selangor
24434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.10509922,0.063861238,6.623127109,4.812226647,0.485,1.167933149,1.781882339,Sungai Selangor Fasa 3,2021-04-02,4,2,River,Sg Selangor
24435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00020796,0.06555293,6.30872147,4.400205058,0.505,1.259642613,1.793287472,Sungai Selangor Fasa 3,2021-05-02,5,2,River,Sg Selangor
24436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.11963032,0.067756535,6.243201132,4.249908302,0.505,1.32656804,1.808459432,Sungai Selangor Fasa 3,2021-06-02,6,2,River,Sg Selangor
24437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.04270291,0.064142755,6.456094451,4.781674319,0.505,1.365146039,1.793787696,Sungai Selangor Fasa 3,2021-07-02,7,3,River,Sg Selangor
24438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.26836334,0.063216159,6.825648777,4.54634194,0.52,1.063985553,1.814561637,Sungai Selangor Fasa 3,2021-08-02,8,3,River,Sg Selangor
24439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.36182411,0.068502405,6.804118075,4.865726877,0.535,1.308645582,1.728799643,Sungai Selangor Fasa 3,2021-09-02,9,3,River,Sg Selangor
24440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.19520248,0.065927559,6.883351126,4.55033557,0.535,1.339841367,1.779769132,Sungai Selangor Fasa 3,2021-10-02,10,4,River,Sg Selangor
24441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.36677863,0.071614001,7.099470502,4.808088645,0.51,1.226874864,1.770616087,Sungai Selangor Fasa 3,2021-11-02,11,4,River,Sg Selangor
24442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.25791288,0.069398793,7.118511416,4.615962578,0.495,1.32455949,1.733568716,Sungai Selangor Fasa 3,2021-12-02,12,4,River,Sg Selangor
24443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.38159168,0.06979932,6.591984388,4.621573807,0.495,1.187504544,1.697875318,Sungai Selangor Fasa 3,2021-02-13,2,1,River,Sg Selangor
24444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.56708886,0.069338193,6.660258456,4.418095586,0.485,1.336495196,1.730600102,Sungai Selangor Fasa 3,2021-02-14,2,1,River,Sg Selangor
24445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.40851456,0.069288517,6.719660044,4.157578728,0.49,1.308663154,1.792043616,Sungai Selangor Fasa 3,2021-02-15,2,1,River,Sg Selangor
24446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.21575774,0.068239745,6.528541957,4.311764421,0.515,1.285901099,1.777430251,Sungai Selangor Fasa 3,2021-02-16,2,1,River,Sg Selangor
24447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.22635878,0.069217745,6.558766353,4.133362399,0.515,1.213486412,1.801290816,Sungai Selangor Fasa 3,2021-02-17,2,1,River,Sg Selangor
24448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.70125957,0.073910399,6.677015159,4.415732795,0.565,1.107275689,1.782849273,Sungai Selangor Fasa 3,2021-02-18,2,1,River,Sg Selangor
24449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3589558,0.071367493,6.464735026,4.035182281,0.52,1.184584477,1.75252294,Sungai Selangor Fasa 3,2021-02-19,2,1,River,Sg Selangor
24450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.93935832,0.072923518,6.53068806,4.391700878,0.565,1.02386981,1.73909618,Sungai Selangor Fasa 3,2021-02-20,2,1,River,Sg Selangor
24451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5644151,0.073225767,6.469541909,4.232341641,0.55,1.177223919,1.738756691,Sungai Selangor Fasa 3,2021-02-21,2,1,River,Sg Selangor
24452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.14502166,0.072730788,5.933580212,4.509584267,0.51,1.331839681,1.865866086,Sungai Selangor Fasa 3,2021-02-22,2,1,River,Sg Selangor
24453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.39368833,0.072267078,6.055922327,4.433268956,0.52,1.304271489,1.784671691,Sungai Selangor Fasa 3,2021-02-23,2,1,River,Sg Selangor
24454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.61978004,0.078144353,5.959563589,4.363983327,0.5,1.03952192,1.797634227,Sungai Selangor Fasa 3,2021-02-24,2,1,River,Sg Selangor
24455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.13304895,0.07532121,6.028508259,4.299550849,0.5,1.550698818,1.796656361,Sungai Selangor Fasa 3,2021-02-25,2,1,River,Sg Selangor
24456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.42784132,0.069633972,6.062174306,4.278222468,0.485,1.051363762,1.782653784,Sungai Selangor Fasa 3,2021-02-26,2,1,River,Sg Selangor
24457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.97462343,0.069732609,5.725437521,4.181611299,0.46,1.252875553,1.597748665,Sungai Selangor Fasa 3,2021-02-27,2,1,River,Sg Selangor
24458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.49926813,0.067553955,6.441799393,4.60218024,0.47,1.25413111,0.567859902,Sungai Selangor Fasa 3,2021-02-28,2,1,River,Sg Selangor
24459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.48801245,0.065288002,5.950272501,4.98454499,0.49,1.342273712,1.771381053,Sungai Selangor Fasa 3,2021-01-03,1,1,River,Sg Selangor
24460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.93290288,0.060993916,5.813546741,4.348514755,0.51,1.354874869,1.772144777,Sungai Selangor Fasa 3,2021-02-03,2,1,River,Sg Selangor
24461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.43323987,0.069280554,6.760202734,4.098601913,0.51,1.353936718,1.782916387,Sungai Selangor Fasa 3,2021-03-03,3,1,River,Sg Selangor
24462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.63040155,0.065724441,6.759450495,4.978387806,0.485,1.370036147,1.836955048,Sungai Selangor Fasa 3,2021-04-03,4,2,River,Sg Selangor
24463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.35772083,0.067450529,6.498325174,4.547174571,0.505,1.117558022,1.847863906,Sungai Selangor Fasa 3,2021-05-03,5,2,River,Sg Selangor
24464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.38113518,0.069122263,6.357962662,4.354798296,0.505,1.468303683,1.847192282,Sungai Selangor Fasa 3,2021-06-03,6,2,River,Sg Selangor
24465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.93300224,0.065702092,6.631322797,4.927397639,0.505,1.094697637,1.840809034,Sungai Selangor Fasa 3,2021-07-03,7,3,River,Sg Selangor
24466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.87126648,0.066272313,6.431116447,5.08656641,0.48,1.290281815,0.664556962,Sungai Selangor Fasa 3,2021-08-03,8,3,River,Sg Selangor
24467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.3433727,0.065541561,6.942025984,4.797484277,0.465,1.285534591,0.662925289,Sungai Selangor Fasa 3,2021-09-03,9,3,River,Sg Selangor
24468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.97347749,0.070785696,6.486040012,4.634201077,0.51,1.339018552,0.666753314,Sungai Selangor Fasa 3,2021-10-03,10,4,River,Sg Selangor
24469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.65870087,0.070593359,6.626233802,4.687929269,0.49,1.077699243,1.812243842,Sungai Selangor Fasa 3,2021-11-03,11,4,River,Sg Selangor
24470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.62160675,0.068001576,6.254967279,4.873741621,0.485,1.243362726,1.781665185,Sungai Selangor Fasa 3,2021-12-03,12,4,River,Sg Selangor
24471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.25867679,0.067548885,6.086583249,5.218472724,0.485,1.286681176,1.785434947,Sungai Selangor Fasa 3,2021-03-13,3,1,River,Sg Selangor
24472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.14375742,0.069695208,6.299428183,4.568727846,0.46,1.289877905,1.825013967,Sungai Selangor Fasa 3,2021-03-14,3,1,River,Sg Selangor
24473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.90410418,0.071596282,6.354733277,4.867774981,0.495,1.323496423,1.716708292,Sungai Selangor Fasa 3,2021-03-15,3,1,River,Sg Selangor
24474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.73347697,0.069466535,6.127387104,4.353347306,0.465,1.30440143,1.697197183,Sungai Selangor Fasa 3,2021-03-16,3,1,River,Sg Selangor
24475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.19816116,0.065996697,6.225620237,4.289243207,0.49,0.998078699,1.71828055,Sungai Selangor Fasa 3,2021-03-17,3,1,River,Sg Selangor
24476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.42787683,0.067300235,6.327251887,4.801619639,0.47,1.378985433,1.726119575,Sungai Selangor Fasa 3,2021-03-18,3,1,River,Sg Selangor
24477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.46872153,0.063860737,6.428670248,4.4,0.455,1.355279503,1.660399173,Sungai Selangor Fasa 3,2021-03-19,3,1,River,Sg Selangor
24478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.91651617,0.068442727,6.278507687,5.111941204,0.505,1.273437311,1.632906137,Sungai Selangor Fasa 3,2021-03-20,3,1,River,Sg Selangor
24479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1548275,0.068880432,6.340607129,4.408615385,0.445,1.294769231,1.670865631,Sungai Selangor Fasa 3,2021-03-21,3,1,River,Sg Selangor
24480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.03386674,0.069174473,6.627171559,4.561247875,0.57,1.357778271,1.68366394,Sungai Selangor Fasa 3,2021-03-22,3,1,River,Sg Selangor
24481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.350065,0.067378501,6.583050537,4.066206963,0.435,1.301957759,1.660304579,Sungai Selangor Fasa 3,2021-03-23,3,1,River,Sg Selangor
24482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.09571637,0.068736576,6.429827383,4.467471528,0.475,1.12053375,1.7600933,Sungai Selangor Fasa 3,2021-03-24,3,1,River,Sg Selangor
24483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.53399553,0.068688673,6.435242715,4.27655633,0.45,1.059084483,1.689150345,Sungai Selangor Fasa 3,2021-03-25,3,1,River,Sg Selangor
24484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8500163,0.069286863,6.491693251,4.221677893,0.46,1.00183711,1.683411565,Sungai Selangor Fasa 3,2021-03-26,3,1,River,Sg Selangor
24485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.69850991,0.067738561,6.44828628,3.816729819,0.485,1.995299535,1.673742421,Sungai Selangor Fasa 3,2021-03-27,3,1,River,Sg Selangor
24486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.65178078,0.068450561,6.505084664,4.502800611,0.48,1.784631798,1.730155187,Sungai Selangor Fasa 3,2021-03-28,3,1,River,Sg Selangor
24487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.58143699,0.065649565,6.756257344,4.515983678,0.465,1.446917165,1.725153587,Sungai Selangor Fasa 3,2021-03-29,3,1,River,Sg Selangor
24488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.30477242,0.065170313,6.615938449,4.406644783,0.475,1.944693126,1.699686362,Sungai Selangor Fasa 3,2021-03-30,3,1,River,Sg Selangor
24489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.46109488,0.063928137,6.52396094,4.248310193,0.5,1.029745492,1.680218801,Sungai Selangor Fasa 3,2021-03-31,3,1,River,Sg Selangor
24490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4290511,0.063453346,6.542324684,4.408150224,0.485,1.287912304,1.680587442,Sungai Selangor Fasa 3,2021-01-04,1,1,River,Sg Selangor
24491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.75903301,0.06305559,6.325072614,4.105187146,0.48,1.504392827,1.642973404,Sungai Selangor Fasa 3,2021-02-04,2,1,River,Sg Selangor
24492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.08092864,0.06421212,6.362989517,3.671095135,0.48,1.509484371,1.65851237,Sungai Selangor Fasa 3,2021-03-04,3,1,River,Sg Selangor
24493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.68452316,0.061892243,6.296395638,4.09175151,0.465,1.531999904,1.642860716,Sungai Selangor Fasa 3,2021-04-04,4,2,River,Sg Selangor
24494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3441703,0.065168018,6.389920352,4.12300292,0.44,1.39274057,1.615540299,Sungai Selangor Fasa 3,2021-05-04,5,2,River,Sg Selangor
24495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.51814243,0.080866061,6.336411139,4.231880568,0.44,1.267758247,1.583722938,Sungai Selangor Fasa 3,2021-06-04,6,2,River,Sg Selangor
24496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.74306985,0.066650107,7.150588576,4.811918696,0.47,1.205711649,1.599423196,Sungai Selangor Fasa 3,2021-07-04,7,3,River,Sg Selangor
24497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.80126402,0.065843721,7.10130134,4.485198242,0.485,1.478968465,1.59201305,Sungai Selangor Fasa 3,2021-08-04,8,3,River,Sg Selangor
24498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.24149712,0.066148258,7.411169816,4.497691642,0.5,1.541309993,1.57042002,Sungai Selangor Fasa 3,2021-09-04,9,3,River,Sg Selangor
24499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.17183158,0.062612869,7.444643018,4.627658302,0.47,1.399421094,1.575893222,Sungai Selangor Fasa 3,2021-10-04,10,4,River,Sg Selangor
24500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.54135288,0.048268,7.651308946,4.521250964,0.46,0.695113724,1.586658253,Sungai Selangor Fasa 3,2021-11-04,11,4,River,Sg Selangor
24501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.68998529,0.064119756,8.124871114,4.540881429,0.495,1.247791519,1.585857437,Sungai Selangor Fasa 3,2021-12-04,12,4,River,Sg Selangor
24502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.98090394,0.068905672,7.911404237,4.888557262,0.53,0.853271073,1.565688033,Sungai Selangor Fasa 3,2021-04-13,4,2,River,Sg Selangor
24503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.669329,0.071171114,7.924633896,4.682115991,0.515,0.696432905,1.584386626,Sungai Selangor Fasa 3,2021-04-14,4,2,River,Sg Selangor
