,Kibbled Aluminium Sulphate,Flopam FA 920 PWG,Soda Ash (Pre),Soda Ash (Post),Liquid Chlorine,Sodium Silico Fluoride,Liquid Aluminium Sulphate,Hydrated Lime (Pre),Hydrated Lime (Post),Soda Ash,Hydrated Lime,Liquid Polyaluminium Chloride,Liquid Chlorine (Pre),Liquid Chlorine (Intermediate),Liquid Chlorine (Post),Sodium Aluminosilicate,Sodium Fluoride,Superfloc C 591 PWG,Aluminium Chlorohydrate,Flopam AH 912 PWG,Hydrated Lime (Intermediate),Hydrated Lime (Powder) (Pre),Hydrated Lime (Powder) (Post),Hydrated Lime (Powder),Flopam FO 4190 PWG,Flopam FO 4290 PWG,Polyelectrolyte AN 910 PWG,Microsand,Activated Carbon,Flopam FL 4520 PWG,Modified Liquid Alum,Potassium Permanganate,Polymer Tianfloc C3080,Sodium Hypochlorite,Hydrated Lime (Powder) (Intermediate),Liquid Polyaluminium Chloride ,Liquid Polyaluminium Chloride (mg/L),Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L),Hydrated Lime (Post) (mg/L),Liquid Chlorine (Post) (mg/L),Sodium Silico Fluoride (mg/L),Liquid Chlorine (Pre) (mg/L),Hydrated Lime (Pre) (mg/L),wtp,Date,Month,Quarter,Water Source,Lembangan
24231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.38,0.05,7.66,3.03,0.48,,,Rasa,2021-07-16,7,3,River,Sg Selangor
24232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.88,0.05,0.0,3.44,0.0,,,Rasa,2021-07-17,7,3,River,Sg Selangor
24233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.23,0.05,10.39,2.63,0.31,,,Rasa,2021-07-18,7,3,River,Sg Selangor
24234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.05,0.05,0.0,2.82,0.21,,,Rasa,2021-07-19,7,3,River,Sg Selangor
24235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.06,0.04,8.07,3.07,0.64,,,Rasa,2021-07-20,7,3,River,Sg Selangor
24236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.14,0.05,11.61,2.89,0.21,,,Rasa,2021-07-21,7,3,River,Sg Selangor
24237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.28,0.05,5.11,2.51,0.31,,,Rasa,2021-07-22,7,3,River,Sg Selangor
24238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.78,0.03,6.07,3.1,0.23,,,Rasa,2021-07-23,7,3,River,Sg Selangor
24239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.92,0.03,10.41,2.92,0.38,,,Rasa,2021-07-24,7,3,River,Sg Selangor
24240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.08,0.03,7.66,3.02,0.41,,,Rasa,2021-07-25,7,3,River,Sg Selangor
24241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.85,0.04,7.88,2.72,0.0,,,Rasa,2021-07-26,7,3,River,Sg Selangor
24242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.78,0.04,0.0,2.8,0.41,,,Rasa,2021-07-27,7,3,River,Sg Selangor
24243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.95,0.02,8.15,2.92,0.51,,,Rasa,2021-07-28,7,3,River,Sg Selangor
24244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.94,0.03,7.32,2.75,0.35,,,Rasa,2021-07-29,7,3,River,Sg Selangor
24245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.39,0.03,5.21,3.18,0.55,,,Rasa,2021-07-30,7,3,River,Sg Selangor
24246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.25,0.04,6.84,3.02,0.63,,,Rasa,2021-07-31,7,3,River,Sg Selangor
24247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.97,0.06,6.73,2.9,0.0,,,Rasa,2021-01-08,1,1,River,Sg Selangor
24248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.64,0.06,7.23,2.99,0.31,,,Rasa,2021-02-08,2,1,River,Sg Selangor
24249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4,0.08,5.27,2.56,0.35,,,Rasa,2021-03-08,3,1,River,Sg Selangor
24250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.05,0.07,5.15,3.12,0.53,,,Rasa,2021-04-08,4,2,River,Sg Selangor
24251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.19,0.06,5.11,3.1,0.48,,,Rasa,2021-05-08,5,2,River,Sg Selangor
24252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.42,0.06,5.83,2.96,0.3,,,Rasa,2021-06-08,6,2,River,Sg Selangor
24253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.27,0.07,5.23,3.31,0.4,,,Rasa,2021-07-08,7,3,River,Sg Selangor
24254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.71,0.06,5.78,2.56,0.43,,,Rasa,2021-08-08,8,3,River,Sg Selangor
24255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.44,0.06,0.0,2.91,0.52,,,Rasa,2021-09-08,9,3,River,Sg Selangor
24256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8,0.06,5.61,2.85,0.36,,,Rasa,2021-10-08,10,4,River,Sg Selangor
24257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.18,0.06,9.77,3.1,0.35,,,Rasa,2021-11-08,11,4,River,Sg Selangor
24258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.04,0.06,0.0,2.85,0.51,,,Rasa,2021-12-08,12,4,River,Sg Selangor
24259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9,0.06,6.09,3.22,0.48,,,Rasa,2021-08-13,8,3,River,Sg Selangor
24260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.66,0.06,8.79,3.19,0.0,,,Rasa,2021-08-14,8,3,River,Sg Selangor
24261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,0.06,0.0,3.2,0.52,,,Rasa,2021-08-15,8,3,River,Sg Selangor
24262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1,0.06,11.21,2.89,0.36,,,Rasa,2021-08-16,8,3,River,Sg Selangor
24263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.42,0.05,12.33,2.97,0.64,,,Rasa,2021-08-17,8,3,River,Sg Selangor
24264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.18,0.05,6.48,4.44,0.31,,,Rasa,2021-08-18,8,3,River,Sg Selangor
24265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.15,0.04,5.0,3.87,0.35,,,Rasa,2021-08-19,8,3,River,Sg Selangor
24266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.43,0.06,0.0,5.16,0.43,,,Rasa,2021-08-20,8,3,River,Sg Selangor
24267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.15,0.05,7.37,4.66,0.52,,,Rasa,2021-08-21,8,3,River,Sg Selangor
24268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.83,0.05,6.45,5.09,0.44,,,Rasa,2021-08-22,8,3,River,Sg Selangor
24269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.75,0.05,7.54,4.56,0.47,,,Rasa,2021-08-23,8,3,River,Sg Selangor
24270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.95,0.05,13.82,5.98,0.39,,,Rasa,2021-08-24,8,3,River,Sg Selangor
24271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.29,0.05,12.72,5.56,0.25,,,Rasa,2021-08-25,8,3,River,Sg Selangor
24272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.84,0.05,7.47,3.59,0.24,,,Rasa,2021-08-26,8,3,River,Sg Selangor
24273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.56,0.06,9.15,4.73,0.3,,,Rasa,2021-08-27,8,3,River,Sg Selangor
24274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.76,0.04,7.19,3.81,0.49,,,Rasa,2021-08-28,8,3,River,Sg Selangor
24275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6,0.05,5.92,2.87,0.42,,,Rasa,2021-08-29,8,3,River,Sg Selangor
24276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.79,0.05,5.64,2.92,0.34,,,Rasa,2021-08-30,8,3,River,Sg Selangor
24277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.71,0.04,5.57,2.81,0.59,,,Rasa,2021-08-31,8,3,River,Sg Selangor
24278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.42,0.04,13.91,4.26,0.47,,,Rasa,2021-01-09,1,1,River,Sg Selangor
24279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.29,0.04,5.25,3.08,0.68,,,Rasa,2021-02-09,2,1,River,Sg Selangor
24280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.65,0.06,10.15,3.12,0.45,,,Rasa,2021-03-09,3,1,River,Sg Selangor
24281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.85,0.05,7.59,3.02,0.6,,,Rasa,2021-04-09,4,2,River,Sg Selangor
24282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.05,9.25,2.98,0.54,,,Rasa,2021-05-09,5,2,River,Sg Selangor
24283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.53,0.05,9.38,3.23,0.51,,,Rasa,2021-06-09,6,2,River,Sg Selangor
24284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.35,0.06,4.91,2.95,0.55,,,Rasa,2021-07-09,7,3,River,Sg Selangor
24285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.33,0.04,0.0,2.65,0.45,,,Rasa,2021-08-09,8,3,River,Sg Selangor
24286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.65,0.06,4.91,3.1,0.54,,,Rasa,2021-09-09,9,3,River,Sg Selangor
24287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.17,0.05,9.02,2.83,0.59,,,Rasa,2021-10-09,10,4,River,Sg Selangor
24288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.25,0.05,0.0,2.72,0.5,,,Rasa,2021-11-09,11,4,River,Sg Selangor
24289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.48,0.05,6.05,3.08,0.74,,,Rasa,2021-12-09,12,4,River,Sg Selangor
24290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.05,5.03,2.88,0.3,,,Rasa,2021-09-13,9,3,River,Sg Selangor
24291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.23,0.06,5.57,2.92,0.66,,,Rasa,2021-09-14,9,3,River,Sg Selangor
24292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.35,0.05,11.02,3.69,0.34,,,Rasa,2021-09-15,9,3,River,Sg Selangor
24293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.99,0.06,5.49,3.41,0.58,,,Rasa,2021-09-16,9,3,River,Sg Selangor
24294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6,0.06,5.66,3.1,0.61,,,Rasa,2021-09-17,9,3,River,Sg Selangor
24295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.44,0.05,11.05,2.85,0.26,,,Rasa,2021-09-18,9,3,River,Sg Selangor
24296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.83,0.04,5.79,2.97,0.42,,,Rasa,2021-09-19,9,3,River,Sg Selangor
24297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.49,0.04,5.02,2.91,0.66,,,Rasa,2021-09-20,9,3,River,Sg Selangor
24298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2,0.06,5.17,3.01,0.71,,,Rasa,2021-09-21,9,3,River,Sg Selangor
24299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,0.04,5.03,2.94,0.55,,,Rasa,2021-09-22,9,3,River,Sg Selangor
24300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.69,0.06,8.36,2.96,0.51,,,Rasa,2021-09-23,9,3,River,Sg Selangor
24301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.99,0.04,11.35,3.01,0.23,,,Rasa,2021-09-24,9,3,River,Sg Selangor
24302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.61,0.04,6.6,2.71,0.29,,,Rasa,2021-09-25,9,3,River,Sg Selangor
24303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.11,0.05,11.63,2.98,0.63,,,Rasa,2021-09-26,9,3,River,Sg Selangor
24304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.18,0.05,0.0,2.92,0.24,,,Rasa,2021-09-27,9,3,River,Sg Selangor
24305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.09,0.06,0.0,2.95,0.47,,,Rasa,2021-09-28,9,3,River,Sg Selangor
24306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.26,0.05,12.12,3.03,0.35,,,Rasa,2021-09-29,9,3,River,Sg Selangor
24307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.56,0.05,5.42,2.82,0.63,,,Rasa,2021-09-30,9,3,River,Sg Selangor
24308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.75,0.04,0.0,2.87,0.53,,,Rasa,2021-01-10,1,1,River,Sg Selangor
24309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.25,0.05,9.64,2.87,0.62,,,Rasa,2021-02-10,2,1,River,Sg Selangor
24310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.36,0.05,9.9,3.03,0.59,,,Rasa,2021-03-10,3,1,River,Sg Selangor
24311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.59,0.05,6.64,2.94,0.32,,,Rasa,2021-04-10,4,2,River,Sg Selangor
24312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.53,0.04,5.54,2.89,0.25,,,Rasa,2021-05-10,5,2,River,Sg Selangor
24313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.34,0.04,10.66,2.89,0.59,,,Rasa,2021-06-10,6,2,River,Sg Selangor
24314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,0.0,10.37,3.04,1.32,,,Rasa,2021-07-10,7,3,River,Sg Selangor
24315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.23,0.05,2.55,3.13,0.0,,,Rasa,2021-08-10,8,3,River,Sg Selangor
24316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.58,0.04,9.97,3.17,0.0,,,Rasa,2021-09-10,9,3,River,Sg Selangor
24317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.89,0.05,8.78,3.05,0.0,,,Rasa,2021-10-10,10,4,River,Sg Selangor
24318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,0.04,5.63,3.08,0.22,,,Rasa,2021-11-10,11,4,River,Sg Selangor
24319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.65,0.05,9.38,2.73,0.31,,,Rasa,2021-12-10,12,4,River,Sg Selangor
24320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.43,0.04,9.06,2.86,0.52,,,Rasa,2021-10-13,10,4,River,Sg Selangor
24321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.74,0.04,5.4,3.17,0.17,,,Rasa,2021-10-14,10,4,River,Sg Selangor
24322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.17,0.06,10.7,2.92,0.2,,,Rasa,2021-10-15,10,4,River,Sg Selangor
24323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.04,0.05,11.04,2.62,0.45,,,Rasa,2021-10-16,10,4,River,Sg Selangor
24324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.82,0.05,11.79,3.25,0.32,,,Rasa,2021-10-17,10,4,River,Sg Selangor
24325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.78,0.05,7.26,3.4,0.0,,,Rasa,2021-10-18,10,4,River,Sg Selangor
24326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.21,0.05,7.6,3.86,0.48,,,Rasa,2021-10-19,10,4,River,Sg Selangor
24327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,0.06,5.48,3.21,0.0,,,Rasa,2021-10-20,10,4,River,Sg Selangor
24328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.77,0.04,10.12,3.2,0.29,,,Rasa,2021-10-21,10,4,River,Sg Selangor
24329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.37,0.06,6.41,3.93,0.22,,,Rasa,2021-10-22,10,4,River,Sg Selangor
24330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,0.05,10.34,3.58,0.0,,,Rasa,2021-10-23,10,4,River,Sg Selangor
24331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.52,0.05,9.59,3.72,0.0,,,Rasa,2021-10-24,10,4,River,Sg Selangor
24332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.46,0.05,6.2,3.07,0.46,,,Rasa,2021-10-25,10,4,River,Sg Selangor
24333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.95,0.04,10.23,2.79,0.37,,,Rasa,2021-10-26,10,4,River,Sg Selangor
24334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.57,0.05,5.02,2.88,0.34,,,Rasa,2021-10-27,10,4,River,Sg Selangor
24335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.11,0.05,10.6,3.64,0.0,,,Rasa,2021-10-28,10,4,River,Sg Selangor
24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.41,0.04,10.5,3.79,0.14,,,Rasa,2021-10-29,10,4,River,Sg Selangor
24337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,0.05,6.02,3.11,0.0,,,Rasa,2021-10-30,10,4,River,Sg Selangor
24338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,0.05,6.71,3.14,1.93,,,Rasa,2021-10-31,10,4,River,Sg Selangor
24339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.24,0.07,11.13,3.58,0.3,,,Rasa,2021-01-11,1,1,River,Sg Selangor
24340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.36,0.06,4.83,3.1,0.0,,,Rasa,2021-02-11,2,1,River,Sg Selangor
24341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.01,0.04,4.86,3.36,0.66,,,Rasa,2021-03-11,3,1,River,Sg Selangor
24342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.48,0.06,8.26,3.06,0.38,,,Rasa,2021-04-11,4,2,River,Sg Selangor
24343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.84,0.05,12.52,3.52,0.61,,,Rasa,2021-05-11,5,2,River,Sg Selangor
24344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1,0.05,11.57,3.03,0.57,,,Rasa,2021-06-11,6,2,River,Sg Selangor
24345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.63,0.05,7.46,3.21,0.19,,,Rasa,2021-07-11,7,3,River,Sg Selangor
24346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6,0.06,6.57,2.95,0.0,,,Rasa,2021-08-11,8,3,River,Sg Selangor
24347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.71,0.05,10.17,3.41,0.14,,,Rasa,2021-09-11,9,3,River,Sg Selangor
24348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.65,0.05,4.97,3.23,0.0,,,Rasa,2021-10-11,10,4,River,Sg Selangor
24349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.26,0.05,11.55,2.79,0.24,,,Rasa,2021-11-11,11,4,River,Sg Selangor
24350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.59,0.06,9.08,3.4,0.36,,,Rasa,2021-12-11,12,4,River,Sg Selangor
24351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.02,0.05,10.2,2.86,0.0,,,Rasa,2021-11-13,11,4,River,Sg Selangor
24352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,0.05,8.9,3.06,0.0,,,Rasa,2021-11-14,11,4,River,Sg Selangor
24353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.16,0.05,6.42,3.23,0.19,,,Rasa,2021-11-15,11,4,River,Sg Selangor
24354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.99,0.05,5.29,3.04,0.0,,,Rasa,2021-11-16,11,4,River,Sg Selangor
24355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.57,0.06,10.57,2.8,0.0,,,Rasa,2021-11-17,11,4,River,Sg Selangor
24356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.48,0.05,10.26,3.0,1.32,,,Rasa,2021-11-18,11,4,River,Sg Selangor
24357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.51,0.04,5.17,3.03,0.0,,,Rasa,2021-11-19,11,4,River,Sg Selangor
24358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.99,0.06,4.64,3.04,0.0,,,Rasa,2021-11-20,11,4,River,Sg Selangor
24359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.75,0.05,9.94,3.08,0.0,,,Rasa,2021-11-21,11,4,River,Sg Selangor
24360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.33,0.05,6.88,3.09,1.42,,,Rasa,2021-11-22,11,4,River,Sg Selangor
24361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.02,0.04,7.93,2.77,0.0,,,Rasa,2021-11-23,11,4,River,Sg Selangor
24362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.22,0.05,4.86,3.06,1.83,,,Rasa,2021-11-24,11,4,River,Sg Selangor
24363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.49,0.03,9.95,2.89,1.58,,,Rasa,2021-11-25,11,4,River,Sg Selangor
24364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.94,0.05,9.32,2.88,0.0,,,Rasa,2021-11-26,11,4,River,Sg Selangor
24365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.04,0.05,9.43,3.29,2.33,,,Rasa,2021-11-27,11,4,River,Sg Selangor
24366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.99,0.04,7.81,2.99,0.0,,,Rasa,2021-11-28,11,4,River,Sg Selangor
24367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.12,0.05,7.41,2.71,2.15,,,Rasa,2021-11-29,11,4,River,Sg Selangor
24368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,0.02,9.86,2.59,0.0,,,Rasa,2021-11-30,11,4,River,Sg Selangor
24369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.64,0.05,4.76,3.22,0.0,,,Rasa,2021-01-12,1,1,River,Sg Selangor
24370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.52,0.05,9.65,2.74,0.0,,,Rasa,2021-02-12,2,1,River,Sg Selangor
24371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.22,0.01,5.31,2.8,0.0,,,Rasa,2021-03-12,3,1,River,Sg Selangor
24372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.95,0.04,9.31,2.98,1.17,,,Rasa,2021-04-12,4,2,River,Sg Selangor
24373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.63,0.04,5.06,2.97,0.0,,,Rasa,2021-05-12,5,2,River,Sg Selangor
24374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.74,0.05,5.43,2.9,1.7,,,Rasa,2021-06-12,6,2,River,Sg Selangor
24375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.43,0.05,10.18,3.06,0.0,,,Rasa,2021-07-12,7,3,River,Sg Selangor
24376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6,0.04,6.83,3.36,1.12,,,Rasa,2021-08-12,8,3,River,Sg Selangor
24377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,0.04,7.24,3.18,1.14,,,Rasa,2021-09-12,9,3,River,Sg Selangor
24378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.13,0.05,15.44,2.94,1.68,,,Rasa,2021-10-12,10,4,River,Sg Selangor
24379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.64,0.05,5.78,3.21,0.0,,,Rasa,2021-11-12,11,4,River,Sg Selangor
24380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.01,0.03,5.04,2.92,0.0,,,Rasa,2021-12-12,12,4,River,Sg Selangor
24381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.43,0.03,4.73,2.85,0.83,,,Rasa,2021-12-13,12,4,River,Sg Selangor
24382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.18,0.05,9.35,3.03,0.0,,,Rasa,2021-12-14,12,4,River,Sg Selangor
24383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.39,0.05,5.38,2.96,1.0,,,Rasa,2021-12-15,12,4,River,Sg Selangor
