Month,WTP,New WTP,SIpH,SIDO,SISS,SIBOD,SICOD,SIAN,WQI
4/30/2021,SSP2,Sungai Selangor Fasa 2 Stream C,97.679573,71.5664098,69.5725707,96.8468,87.13,86.85,84
4/30/2021,SSP2,Sungai Selangor Fasa 2 Stream D,97.679573,71.5664098,69.5725707,96.8468,87.13,86.85,84
4/30/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream C,,,,,,,85.9
4/30/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream D,,,,,,,85.9
5/31/2021,SSP2,Sungai Selangor Fasa 2 Stream C,97.200197,54.0996,93.3437585,97.4813,86.066,84.75,83.5
5/31/2021,SSP2,Sungai Selangor Fasa 2 Stream D,97.200197,54.0996,93.3437585,97.4813,86.066,84.75,83.5
5/31/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream C,,,,,,,80.9
5/31/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream D,,,,,,,80.9
6/30/2021,SSP2,Sungai Selangor Fasa 2 Stream C,98.829557,57.08,89.94740053,89.7404,86.332,78.45,81.4
6/30/2021,SSP2,Sungai Selangor Fasa 2 Stream D,98.829557,57.08,89.94740053,89.7404,86.332,78.45,81.4
6/30/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream C,,,,,,,88.7
6/30/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream D,,,,,,,88.7
7/31/2021,SSP2,Sungai Selangor Fasa 2 Stream C,99.116837,64.405,90.5030959,93.0821,90.322,81.6,84.9
7/31/2021,SSP2,Sungai Selangor Fasa 2 Stream D,99.116837,64.405,90.5030959,93.0821,90.322,81.6,84.9
7/31/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream C,,,,,,,77.5
7/31/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream D,,,,,,,77.5
8/31/2021,SSP2,Sungai Selangor Fasa 2 Stream C,98.174195,40.5003962,69.5725707,91.3055,88.061,94.2,77.4
8/31/2021,SSP2,Sungai Selangor Fasa 2 Stream D,98.174195,40.5003962,69.5725707,91.3055,88.061,94.2,77.4
8/31/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream C,,,,,,,82.4
8/31/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream D,,,,,,,82.4
9/30/2021,SSP2,Sungai Selangor Fasa 2 Stream C,91.186532,71.0196954,67.21846436,89.9519,81.81,71.10007401,78.2
9/30/2021,SSP2,Sungai Selangor Fasa 2 Stream D,91.186532,71.0196954,67.21846436,89.9519,81.81,71.10007401,78.2
9/30/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream C,,,,,,,79.7
9/30/2022,Sungai Selangor Fasa 2 Stream C,Sungai Selangor Fasa 2 Stream D,,,,,,,79.7
