wtp,Date,Column2,Column3,Year,Month,ChemicalCode,ChemicalName,TotalMTConsumed,UnitPrice,TotalRMAmount,Column1
Labohan Dagang,1/5/2022,5,2022,2022,5,A01,Liquid Aluminium Sulphate (Bulk/Tanker),333.9,398,132892.2,May
Labohan Dagang,1/5/2022,5,2022,2022,5,B01,Hydrated Lime - Powder (Bulk/Tanker),15.65,388,6072.2,May
Labohan Dagang,1/5/2022,5,2022,2022,5,C01,Liquid Chlorine (930kg / drum),22.32,2260,50443.2,May
Labohan Dagang,1/5/2022,5,2022,2022,5,D01,Flopam FO 4290 PWG (25kg / bag),0.6,16500,9900,May
Labohan Dagang,1/5/2022,5,2022,2022,5,E10,Powdered Activated Carbon (Bulk/Tanker),12.75,7000,89250,May
Labohan Dagang,1/4/2022,4,2022,2022,4,A01,Liquid Aluminium Sulphate (Bulk/Tanker),334.34,398,133067.32,April
Labohan Dagang,1/4/2022,4,2022,2022,4,B01,Hydrated Lime - Powder (Bulk/Tanker),14.3,388,5548.4,April
Labohan Dagang,1/4/2022,4,2022,2022,4,C01,Liquid Chlorine (930kg / drum),23.25,2260,52545,April
Labohan Dagang,1/4/2022,4,2022,2022,4,C03,Chloride of Lime Min 60% (50kg / drum),0.25,6000,1500,April
Labohan Dagang,1/4/2022,4,2022,2022,4,D01,Flopam FO 4290 PWG (25kg / bag),0.375,16500,6187.5,April
Labohan Dagang,1/4/2022,4,2022,2022,4,E10,Powdered Activated Carbon (Bulk/Tanker),12.9,7000,90300,April
Labohan Dagang,1/3/2022,3,2022,2022,3,A01,Liquid Aluminium Sulphate (Bulk/Tanker),290.41,398,115583.18,March
Labohan Dagang,1/3/2022,3,2022,2022,3,B01,Hydrated Lime - Powder (Bulk/Tanker),9.75,388,3783,March
Labohan Dagang,1/3/2022,3,2022,2022,3,C01,Liquid Chlorine (930kg / drum),21.39,2260,48341.4,March
Labohan Dagang,1/3/2022,3,2022,2022,3,D01,Flopam FO 4290 PWG (25kg / bag),0.525,16500,8662.5,March
Labohan Dagang,1/3/2022,3,2022,2022,3,E10,Powdered Activated Carbon (Bulk/Tanker),10.55,7000,73850,March
Labohan Dagang,1/3/2022,3,2022,2022,3,F01,Sodium Silico Fluoride (25kg / bag),2.3,3600,8280,March
Labohan Dagang,1/2/2022,2,2022,2022,2,A01,Liquid Aluminium Sulphate (Bulk/Tanker),318.95,398,126942.1,February
Labohan Dagang,1/2/2022,2,2022,2022,2,B01,Hydrated Lime - Powder (Bulk/Tanker),7.95,388,3084.6,February
Labohan Dagang,1/2/2022,2,2022,2022,2,C01,Liquid Chlorine (930kg / drum),20.46,2260,46239.6,February
Labohan Dagang,1/2/2022,2,2022,2022,2,D01,Flopam FO 4290 PWG (25kg / bag),0.525,16500,8662.5,February
Labohan Dagang,1/2/2022,2,2022,2022,2,E09,Powdered Activated Carbon (500kg OR 1000kg / bag),11.2,7000,78400,February
Labohan Dagang,1/2/2022,2,2022,2022,2,F01,Sodium Silico Fluoride (25kg / bag),2.25,3600,8100,February
Langat 2,1/1/2022,1,2022,2022,1,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),510.8,698,356538.4,January
Langat 2,1/1/2022,1,2022,2022,1,B01,Hydrated Lime - Powder (Bulk/Tanker),78.5,388,30458,January
Langat 2,1/1/2022,1,2022,2022,1,C01,Liquid Chlorine (930kg / drum),41.587,2260,93986.62,January
Langat 2,1/1/2022,1,2022,2022,1,D04,Flopam AH 912 PWG (25kg / bag),0.353,13800,4871.4,January
Langat 2,1/1/2022,1,2022,2022,1,F01,Sodium Silico Fluoride (25kg / bag),6.597,3600,23749.2,January
Langat 2,1/2/2022,2,2022,2022,2,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),471.6,698,329176.8,February
Langat 2,1/11/2022,11,2022,2022,11,F01,Sodium Silico Fluoride (25kg / bag),7.273,3600,26182.8,November
Langat 2,1/12/2022,12,2022,2022,12,B01,Hydrated Lime - Powder (Bulk/Tanker),70.2,388,27237.6,December
Langat 2,1/12/2022,12,2022,2022,12,C01,Liquid Chlorine (930kg / drum),36.984,2260,83583.84,December
Langat 2,1/12/2022,12,2022,2022,12,F01,Sodium Silico Fluoride (25kg / bag),7.306,3600,26301.6,December
Langat 2,1/12/2022,12,2022,2022,12,D04,Flopam AH 912 PWG (25kg / bag),0.685,13800,9453,December
Langat 2,1/12/2022,12,2022,2022,12,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),526.9,698,367776.2,December
Langat 2,1/10/2022,10,2022,2022,10,D04,Flopam AH 912 PWG (25kg / bag),0.717,13800,9894.6,October
Langat 2,1/10/2022,10,2022,2022,10,F01,Sodium Silico Fluoride (25kg / bag),6.895,3600,24822,October
Langat 2,1/11/2022,11,2022,2022,11,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),545.1,698,380479.8,November
Langat 2,1/11/2022,11,2022,2022,11,B01,Hydrated Lime - Powder (Bulk/Tanker),63.9,388,24793.2,November
Langat 2,1/11/2022,11,2022,2022,11,C01,Liquid Chlorine (930kg / drum),37.274,2260,84239.24,November
Langat 2,1/11/2022,11,2022,2022,11,D04,Flopam AH 912 PWG (25kg / bag),0.739,13800,10198.2,November
Langat 2,1/9/2022,9,2022,2022,9,C01,Liquid Chlorine (930kg / drum),41.405,2260,93575.3,September
Langat 2,1/9/2022,9,2022,2022,9,D04,Flopam AH 912 PWG (25kg / bag),0.563,13800,7769.4,September
Langat 2,1/9/2022,9,2022,2022,9,F01,Sodium Silico Fluoride (25kg / bag),7.039,3600,25340.4,September
Langat 2,1/10/2022,10,2022,2022,10,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),599.7,698,418590.6,October
Langat 2,1/10/2022,10,2022,2022,10,B01,Hydrated Lime - Powder (Bulk/Tanker),71.9,388,27897.2,October
Langat 2,1/10/2022,10,2022,2022,10,C01,Liquid Chlorine (930kg / drum),38.706,2260,87475.56,October
Langat 2,1/8/2022,8,2022,2022,8,B01,Hydrated Lime - Powder (Bulk/Tanker),75.7,388,29371.6,August
Langat 2,1/8/2022,8,2022,2022,8,C01,Liquid Chlorine (930kg / drum),42.012,2260,94947.12,August
Langat 2,1/8/2022,8,2022,2022,8,D04,Flopam AH 912 PWG (25kg / bag),0.704,13800,9715.2,August
Langat 2,1/8/2022,8,2022,2022,8,F01,Sodium Silico Fluoride (25kg / bag),7.395,3600,26622,August
Langat 2,1/9/2022,9,2022,2022,9,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),446.3,698,311517.4,September
Langat 2,1/9/2022,9,2022,2022,9,B01,Hydrated Lime - Powder (Bulk/Tanker),77.1,388,29914.8,September
Langat 2,1/7/2022,7,2022,2022,7,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),446.9,698,311936.2,July
Langat 2,1/7/2022,7,2022,2022,7,B01,Hydrated Lime - Powder (Bulk/Tanker),79.1,388,30690.8,July
Langat 2,1/7/2022,7,2022,2022,7,C01,Liquid Chlorine (930kg / drum),42.57,2260,96208.2,July
Langat 2,1/7/2022,7,2022,2022,7,D04,Flopam AH 912 PWG (25kg / bag),0.612,13800,8445.6,July
Langat 2,1/7/2022,7,2022,2022,7,F01,Sodium Silico Fluoride (25kg / bag),7.121,3600,25635.6,July
Langat 2,1/8/2022,8,2022,2022,8,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),561.3,698,391787.4,August
Langat 2,1/5/2022,5,2022,2022,5,F01,Sodium Silico Fluoride (25kg / bag),6.68,3600,24048,May
Langat 2,1/6/2022,6,2022,2022,6,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),521.2,698,363797.6,June
Langat 2,1/6/2022,6,2022,2022,6,B01,Hydrated Lime - Powder (Bulk/Tanker),59.5,388,23086,June
Langat 2,1/6/2022,6,2022,2022,6,C01,Liquid Chlorine (930kg / drum),39.8,2260,89948,June
Langat 2,1/6/2022,6,2022,2022,6,D04,Flopam AH 912 PWG (25kg / bag),0.77,13800,10626,June
Langat 2,1/6/2022,6,2022,2022,6,F01,Sodium Silico Fluoride (25kg / bag),7.033,3600,25318.8,June
Langat 2,1/4/2022,4,2022,2022,4,D04,Flopam AH 912 PWG (25kg / bag),1.169,13800,16132.2,April
Langat 2,1/4/2022,4,2022,2022,4,F01,Sodium Silico Fluoride (25kg / bag),6.086,3600,21909.6,April
Langat 2,1/5/2022,5,2022,2022,5,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),497,698,346906,May
Langat 2,1/5/2022,5,2022,2022,5,B01,Hydrated Lime - Powder (Bulk/Tanker),73.7,388,28595.6,May
Langat 2,1/5/2022,5,2022,2022,5,C01,Liquid Chlorine (930kg / drum),41.639,2260,94104.14,May
Langat 2,1/5/2022,5,2022,2022,5,D04,Flopam AH 912 PWG (25kg / bag),0.787,13800,10860.6,May
Langat 2,1/3/2022,3,2022,2022,3,C01,Liquid Chlorine (930kg / drum),37.675,2260,85145.5,March
Langat 2,1/3/2022,3,2022,2022,3,D04,Flopam AH 912 PWG (25kg / bag),1.101,13800,15193.8,March
Langat 2,1/3/2022,3,2022,2022,3,F01,Sodium Silico Fluoride (25kg / bag),6.607,3600,23785.2,March
Langat 2,1/4/2022,4,2022,2022,4,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),517.5,698,361215,April
Langat 2,1/4/2022,4,2022,2022,4,B01,Hydrated Lime - Powder (Bulk/Tanker),75.1,388,29138.8,April
Langat 2,1/4/2022,4,2022,2022,4,C01,Liquid Chlorine (930kg / drum),37.173,2260,84010.98,April
Langat 2,1/2/2022,2,2022,2022,2,B01,Hydrated Lime - Powder (Bulk/Tanker),74.9,388,29061.2,February
Langat 2,1/2/2022,2,2022,2022,2,C01,Liquid Chlorine (930kg / drum),35.302,2260,79782.52,February
Langat 2,1/2/2022,2,2022,2022,2,D04,Flopam AH 912 PWG (25kg / bag),0.312,13800,4305.6,February
Langat 2,1/2/2022,2,2022,2022,2,F01,Sodium Silico Fluoride (25kg / bag),6.084,3600,21902.4,February
Langat 2,1/3/2022,3,2022,2022,3,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),640.2,698,446859.6,March
Langat 2,1/3/2022,3,2022,2022,3,B01,Hydrated Lime - Powder (Bulk/Tanker),72.1,388,27974.8,March
Sungai Selangor Fasa 1,1/1/2022,1,2022,2022,1,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),1264.8,698,882830.4,January
Sungai Selangor Fasa 1,1/1/2022,1,2022,2022,1,B01,Hydrated Lime - Powder (Bulk/Tanker),385.53,388,149585.64,January
Sungai Selangor Fasa 1,1/1/2022,1,2022,2022,1,C01,Liquid Chlorine (930kg / drum),181.21,2260,409534.6,January
Sungai Selangor Fasa 1,1/1/2022,1,2022,2022,1,D01,Flopam FO 4290 PWG (25kg / bag),1.1,16500,18150,January
Sungai Selangor Fasa 1,1/1/2022,1,2022,2022,1,F01,Sodium Silico Fluoride (25kg / bag),26.15,3600,94140,January
Sungai Selangor Fasa 1,1/2/2022,2,2022,2022,2,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),1206.94,698,842444.12,February
Sungai Selangor Fasa 1,1/11/2022,11,2022,2022,11,F01,Sodium Silico Fluoride (25kg / bag),24.625,3600,88650,November
Sungai Selangor Fasa 1,1/12/2022,12,2022,2022,12,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),1343.04,698,937441.92,December
Sungai Selangor Fasa 1,1/12/2022,12,2022,2022,12,B01,Hydrated Lime - Powder (Bulk/Tanker),380.86,388,147773.68,December
Sungai Selangor Fasa 1,1/12/2022,12,2022,2022,12,C01,Liquid Chlorine (930kg / drum),147.54,2260,333440.4,December
Sungai Selangor Fasa 1,1/12/2022,12,2022,2022,12,F01,Sodium Silico Fluoride (25kg / bag),25.95,3600,93420,December
Sungai Selangor Fasa 1,1/12/2022,12,2022,2022,12,D01,Flopam FO 4290 PWG (25kg / bag),1.275,16500,21037.5,December
Sungai Selangor Fasa 1,1/10/2022,10,2022,2022,10,D01,Flopam FO 4290 PWG (25kg / bag),1.05,16500,17325,October
Sungai Selangor Fasa 1,1/10/2022,10,2022,2022,10,F01,Sodium Silico Fluoride (25kg / bag),22.875,3600,82350,October
Sungai Selangor Fasa 1,1/11/2022,11,2022,2022,11,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),1293.36,698,902765.28,November
Sungai Selangor Fasa 1,1/11/2022,11,2022,2022,11,B01,Hydrated Lime - Powder (Bulk/Tanker),347.16,388,134698.08,November
Sungai Selangor Fasa 1,1/11/2022,11,2022,2022,11,C01,Liquid Chlorine (930kg / drum),139.47,2260,315202.2,November
Sungai Selangor Fasa 1,1/11/2022,11,2022,2022,11,D01,Flopam FO 4290 PWG (25kg / bag),1.15,16500,18975,November
Sungai Selangor Fasa 1,1/9/2022,9,2022,2022,9,C01,Liquid Chlorine (930kg / drum),136.17,2260,307744.2,September
Sungai Selangor Fasa 1,1/9/2022,9,2022,2022,9,D01,Flopam FO 4290 PWG (25kg / bag),1.075,16500,17737.5,September
Sungai Selangor Fasa 1,1/9/2022,9,2022,2022,9,F01,Sodium Silico Fluoride (25kg / bag),22.675,3600,81630,September
Sungai Selangor Fasa 1,1/10/2022,10,2022,2022,10,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),1228.75,698,857667.5,October
Sungai Selangor Fasa 1,1/10/2022,10,2022,2022,10,B01,Hydrated Lime - Powder (Bulk/Tanker),344.52,388,133673.76,October
Sungai Selangor Fasa 1,1/10/2022,10,2022,2022,10,C01,Liquid Chlorine (930kg / drum),138.68,2260,313416.8,October
Sungai Selangor Fasa 1,1/8/2022,8,2022,2022,8,B01,Hydrated Lime - Powder (Bulk/Tanker),360.27,388,139784.76,August
Sungai Selangor Fasa 1,1/8/2022,8,2022,2022,8,C01,Liquid Chlorine (930kg / drum),142.89,2260,322931.4,August
Sungai Selangor Fasa 1,1/8/2022,8,2022,2022,8,D01,Flopam FO 4290 PWG (25kg / bag),1.1,16500,18150,August
Sungai Selangor Fasa 1,1/8/2022,8,2022,2022,8,F01,Sodium Silico Fluoride (25kg / bag),23.68,3600,85248,August
Sungai Selangor Fasa 1,1/9/2022,9,2022,2022,9,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),1080.52,698,754202.96,September
Sungai Selangor Fasa 1,1/9/2022,9,2022,2022,9,B01,Hydrated Lime - Powder (Bulk/Tanker),363.71,388,141119.48,September
Sungai Selangor Fasa 1,1/7/2022,7,2022,2022,7,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),1006.45,698,702502.1,July
Sungai Selangor Fasa 1,1/7/2022,7,2022,2022,7,B01,Hydrated Lime - Powder (Bulk/Tanker),362.62,388,140696.56,July
Sungai Selangor Fasa 1,1/7/2022,7,2022,2022,7,C01,Liquid Chlorine (930kg / drum),143.75,2260,324875,July
Sungai Selangor Fasa 1,1/7/2022,7,2022,2022,7,D01,Flopam FO 4290 PWG (25kg / bag),1.275,16500,21037.5,July
Sungai Selangor Fasa 1,1/7/2022,7,2022,2022,7,F01,Sodium Silico Fluoride (25kg / bag),22.025,3600,79290,July
Sungai Selangor Fasa 1,1/8/2022,8,2022,2022,8,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),1113.74,698,777390.52,August
Sungai Selangor Fasa 1,1/5/2022,5,2022,2022,5,F01,Sodium Silico Fluoride (25kg / bag),24.575,3600,88470,May
Sungai Selangor Fasa 1,1/6/2022,6,2022,2022,6,D01,Flopam FO 4290 PWG (25kg / bag),1.175,16500,19387.5,June
Sungai Selangor Fasa 1,1/6/2022,6,2022,2022,6,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),1060.07,698,739928.86,June
Sungai Selangor Fasa 1,1/6/2022,6,2022,2022,6,B01,Hydrated Lime - Powder (Bulk/Tanker),347.43,388,134802.84,June
Sungai Selangor Fasa 1,1/6/2022,6,2022,2022,6,C01,Liquid Chlorine (930kg / drum),143.33,2260,323925.8,June
Sungai Selangor Fasa 1,1/6/2022,6,2022,2022,6,F01,Sodium Silico Fluoride (25kg / bag),23.175,3600,83430,June
Sungai Selangor Fasa 1,1/4/2022,4,2022,2022,4,D01,Flopam FO 4290 PWG (25kg / bag),1.3,16500,21450,April
Sungai Selangor Fasa 1,1/4/2022,4,2022,2022,4,F01,Sodium Silico Fluoride (25kg / bag),24.575,3600,88470,April
Sungai Selangor Fasa 1,1/5/2022,5,2022,2022,5,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),1135.88,698,792844.24,May
Sungai Selangor Fasa 1,1/5/2022,5,2022,2022,5,B01,Hydrated Lime - Powder (Bulk/Tanker),351.31,388,136308.28,May
Sungai Selangor Fasa 1,1/5/2022,5,2022,2022,5,C01,Liquid Chlorine (930kg / drum),149.96,2260,338909.6,May
Sungai Selangor Fasa 1,1/5/2022,5,2022,2022,5,D01,Flopam FO 4290 PWG (25kg / bag),1.1,16500,18150,May
Sungai Selangor Fasa 1,1/3/2022,3,2022,2022,3,C01,Liquid Chlorine (930kg / drum),170.12,2260,384471.2,March
Sungai Selangor Fasa 1,1/3/2022,3,2022,2022,3,D01,Flopam FO 4290 PWG (25kg / bag),1.3,16500,21450,March
Sungai Selangor Fasa 1,1/3/2022,3,2022,2022,3,F01,Sodium Silico Fluoride (25kg / bag),26.78,3600,96408,March
Sungai Selangor Fasa 1,1/4/2022,4,2022,2022,4,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),1171.48,698,817693.04,April
Sungai Selangor Fasa 1,1/4/2022,4,2022,2022,4,B01,Hydrated Lime - Powder (Bulk/Tanker),360.71,388,139955.48,April
Sungai Selangor Fasa 1,1/4/2022,4,2022,2022,4,C01,Liquid Chlorine (930kg / drum),146.38,2260,330818.8,April
Sungai Selangor Fasa 1,1/2/2022,2,2022,2022,2,B01,Hydrated Lime - Powder (Bulk/Tanker),383.2,388,148681.6,February
Sungai Selangor Fasa 1,1/2/2022,2,2022,2022,2,C01,Liquid Chlorine (930kg / drum),165.91,2260,374956.6,February
Sungai Selangor Fasa 1,1/2/2022,2,2022,2022,2,D01,Flopam FO 4290 PWG (25kg / bag),1.025,16500,16912.5,February
Sungai Selangor Fasa 1,1/2/2022,2,2022,2022,2,F01,Sodium Silico Fluoride (25kg / bag),25.425,3600,91530,February
Sungai Selangor Fasa 1,1/3/2022,3,2022,2022,3,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),1403.57,698,979691.86,March
Sungai Selangor Fasa 1,1/3/2022,3,2022,2022,3,B01,Hydrated Lime - Powder (Bulk/Tanker),403.06,388,156387.28,March
Sungai Selangor Fasa 3 Stage 1,1/1/2022,1,2022,2022,1,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),1032.09,698,720398.82,January
Sungai Selangor Fasa 3 Stage 1,1/1/2022,1,2022,2022,1,B01,Hydrated Lime - Powder (Bulk/Tanker),286.3,388,111084.4,January
Sungai Selangor Fasa 3 Stage 1,1/1/2022,1,2022,2022,1,C01,Liquid Chlorine (930kg / drum),158.178,2260,357482.28,January
Sungai Selangor Fasa 3 Stage 1,1/1/2022,1,2022,2022,1,D08,Flopam AN 910 PWG (25kg / bag),1.254,13800,17305.2,January
Sungai Selangor Fasa 3 Stage 1,1/1/2022,1,2022,2022,1,F01,Sodium Silico Fluoride (25kg / bag),19.159,3600,68972.4,January
Sungai Selangor Fasa 3 Stage 1,1/2/2022,2,2022,2022,2,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),1055.8,698,736948.4,February
Sungai Selangor Fasa 3 Stage 1,1/11/2022,11,2022,2022,11,F01,Sodium Silico Fluoride (25kg / bag),19.504,3600,70214.4,November
Sungai Selangor Fasa 3 Stage 1,1/12/2022,12,2022,2022,12,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),1398.95,698,976467.1,December
Sungai Selangor Fasa 3 Stage 1,1/12/2022,12,2022,2022,12,B01,Hydrated Lime - Powder (Bulk/Tanker),332.46,388,128994.48,December
Sungai Selangor Fasa 3 Stage 1,1/12/2022,12,2022,2022,12,C01,Liquid Chlorine (930kg / drum),152.172,2260,343908.72,December
Sungai Selangor Fasa 3 Stage 1,1/12/2022,12,2022,2022,12,F01,Sodium Silico Fluoride (25kg / bag),14.81,3600,53316,December
Sungai Selangor Fasa 3 Stage 1,1/12/2022,12,2022,2022,12,D08,Flopam AN 910 PWG (25kg / bag),1.292,13800,17829.6,December
Sungai Selangor Fasa 3 Stage 1,1/10/2022,10,2022,2022,10,D08,Flopam AN 910 PWG (25kg / bag),1.153,13800,15911.4,October
Sungai Selangor Fasa 3 Stage 1,1/10/2022,10,2022,2022,10,F01,Sodium Silico Fluoride (25kg / bag),17.842,3600,64231.2,October
Sungai Selangor Fasa 3 Stage 1,1/11/2022,11,2022,2022,11,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),1200.31,698,837816.38,November
Sungai Selangor Fasa 3 Stage 1,1/11/2022,11,2022,2022,11,B01,Hydrated Lime - Powder (Bulk/Tanker),302.2,388,117253.6,November
Sungai Selangor Fasa 3 Stage 1,1/11/2022,11,2022,2022,11,C01,Liquid Chlorine (930kg / drum),141.975,2260,320863.5,November
Sungai Selangor Fasa 3 Stage 1,1/11/2022,11,2022,2022,11,D08,Flopam AN 910 PWG (25kg / bag),1.102,13800,15207.6,November
Sungai Selangor Fasa 3 Stage 1,1/9/2022,9,2022,2022,9,C01,Liquid Chlorine (930kg / drum),145.651,2260,329171.26,September
Sungai Selangor Fasa 3 Stage 1,1/9/2022,9,2022,2022,9,D08,Flopam AN 910 PWG (25kg / bag),1.115,13800,15387,September
Sungai Selangor Fasa 3 Stage 1,1/9/2022,9,2022,2022,9,F01,Sodium Silico Fluoride (25kg / bag),17.122,3600,61639.2,September
Sungai Selangor Fasa 3 Stage 1,1/10/2022,10,2022,2022,10,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),1085.23,698,757490.54,October
Sungai Selangor Fasa 3 Stage 1,1/10/2022,10,2022,2022,10,B01,Hydrated Lime - Powder (Bulk/Tanker),296.83,388,115170.04,October
Sungai Selangor Fasa 3 Stage 1,1/10/2022,10,2022,2022,10,C01,Liquid Chlorine (930kg / drum),150.242,2260,339546.92,October
Sungai Selangor Fasa 3 Stage 1,1/8/2022,8,2022,2022,8,B01,Hydrated Lime - Powder (Bulk/Tanker),245.91,388,95413.08,August
Sungai Selangor Fasa 3 Stage 1,1/8/2022,8,2022,2022,8,C01,Liquid Chlorine (930kg / drum),150.386,2260,339872.36,August
Sungai Selangor Fasa 3 Stage 1,1/8/2022,8,2022,2022,8,D08,Flopam AN 910 PWG (25kg / bag),1.213,13800,16739.4,August
Sungai Selangor Fasa 3 Stage 1,1/8/2022,8,2022,2022,8,F01,Sodium Silico Fluoride (25kg / bag),17.536,3600,63129.6,August
Sungai Selangor Fasa 3 Stage 1,1/9/2022,9,2022,2022,9,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),1016.84,698,709754.32,September
Sungai Selangor Fasa 3 Stage 1,1/9/2022,9,2022,2022,9,B01,Hydrated Lime - Powder (Bulk/Tanker),268.43,388,104150.84,September
Sungai Selangor Fasa 3 Stage 1,1/7/2022,7,2022,2022,7,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),974.87,698,680459.26,July
Sungai Selangor Fasa 3 Stage 1,1/7/2022,7,2022,2022,7,B01,Hydrated Lime - Powder (Bulk/Tanker),246.7,388,95719.6,July
Sungai Selangor Fasa 3 Stage 1,1/7/2022,7,2022,2022,7,C01,Liquid Chlorine (930kg / drum),152.433,2260,344498.58,July
Sungai Selangor Fasa 3 Stage 1,1/7/2022,7,2022,2022,7,D08,Flopam AN 910 PWG (25kg / bag),1.011,13800,13951.8,July
Sungai Selangor Fasa 3 Stage 1,1/7/2022,7,2022,2022,7,F01,Sodium Silico Fluoride (25kg / bag),15.307,3600,55105.2,July
Sungai Selangor Fasa 3 Stage 1,1/8/2022,8,2022,2022,8,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),1072.99,698,748947.02,August
Sungai Selangor Fasa 3 Stage 1,1/5/2022,5,2022,2022,5,F01,Sodium Silico Fluoride (25kg / bag),15.649,3600,56336.4,May
Sungai Selangor Fasa 3 Stage 1,1/6/2022,6,2022,2022,6,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),902.4,698,629875.2,June
Sungai Selangor Fasa 3 Stage 1,1/6/2022,6,2022,2022,6,B01,Hydrated Lime - Powder (Bulk/Tanker),240.09,388,93154.92,June
Sungai Selangor Fasa 3 Stage 1,1/6/2022,6,2022,2022,6,C01,Liquid Chlorine (930kg / drum),139.564,2260,315414.64,June
Sungai Selangor Fasa 3 Stage 1,1/6/2022,6,2022,2022,6,D08,Flopam AN 910 PWG (25kg / bag),1.094,13800,15097.2,June
Sungai Selangor Fasa 3 Stage 1,1/6/2022,6,2022,2022,6,F01,Sodium Silico Fluoride (25kg / bag),15.895,3600,57222,June
Sungai Selangor Fasa 3 Stage 1,1/4/2022,4,2022,2022,4,D08,Flopam AN 910 PWG (25kg / bag),1.049,13800,14476.2,April
Sungai Selangor Fasa 3 Stage 1,1/4/2022,4,2022,2022,4,F01,Sodium Silico Fluoride (25kg / bag),24.745,3600,89082,April
Sungai Selangor Fasa 3 Stage 1,1/5/2022,5,2022,2022,5,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),919.92,698,642104.16,May
Sungai Selangor Fasa 3 Stage 1,1/5/2022,5,2022,2022,5,B01,Hydrated Lime - Powder (Bulk/Tanker),245.23,388,95149.24,May
Sungai Selangor Fasa 3 Stage 1,1/5/2022,5,2022,2022,5,C01,Liquid Chlorine (930kg / drum),143.908,2260,325232.08,May
Sungai Selangor Fasa 3 Stage 1,1/5/2022,5,2022,2022,5,D08,Flopam AN 910 PWG (25kg / bag),1.132,13800,15621.6,May
Sungai Selangor Fasa 3 Stage 1,1/3/2022,3,2022,2022,3,C01,Liquid Chlorine (930kg / drum),156.64,2260,354006.4,March
Sungai Selangor Fasa 3 Stage 1,1/3/2022,3,2022,2022,3,D08,Flopam AN 910 PWG (25kg / bag),1.152,13800,15897.6,March
Sungai Selangor Fasa 3 Stage 1,1/3/2022,3,2022,2022,3,F01,Sodium Silico Fluoride (25kg / bag),24.845,3600,89442,March
Sungai Selangor Fasa 3 Stage 1,1/4/2022,4,2022,2022,4,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),1074.61,698,750077.78,April
Sungai Selangor Fasa 3 Stage 1,1/4/2022,4,2022,2022,4,B01,Hydrated Lime - Powder (Bulk/Tanker),249.52,388,96813.76,April
Sungai Selangor Fasa 3 Stage 1,1/4/2022,4,2022,2022,4,C01,Liquid Chlorine (930kg / drum),153.129,2260,346071.54,April
Sungai Selangor Fasa 3 Stage 1,1/2/2022,2,2022,2022,2,B01,Hydrated Lime - Powder (Bulk/Tanker),258.7,388,100375.6,February
Sungai Selangor Fasa 3 Stage 1,1/2/2022,2,2022,2022,2,C01,Liquid Chlorine (930kg / drum),144.661,2260,326933.86,February
Sungai Selangor Fasa 3 Stage 1,1/2/2022,2,2022,2022,2,D08,Flopam AN 910 PWG (25kg / bag),0.936,13800,12916.8,February
Sungai Selangor Fasa 3 Stage 1,1/2/2022,2,2022,2022,2,F01,Sodium Silico Fluoride (25kg / bag),18.576,3600,66873.6,February
Sungai Selangor Fasa 3 Stage 1,1/3/2022,3,2022,2022,3,A04,Liquid Polyaluminium Chloride Min 10% (Bulk/Tanker),1181.57,698,824735.86,March
