,wtp,Date,Activated Carbon _avg,Aluminium Chlorohydrate _avg,Flopam AH 912 PWG _avg,Flopam FA 920 PWG _avg,Flopam FL 4520 PWG _avg,Flopam FO 4190 PWG _avg,Flopam FO 4290 PWG _avg,Hydrated Lime _avg,Hydrated Lime (Intermediate) _avg,Hydrated Lime (Post) _avg,Hydrated Lime (Powder) _avg,Hydrated Lime (Powder) (Intermediate) _avg,Hydrated Lime (Powder) (Post) _avg,Hydrated Lime (Powder) (Pre) _avg,Hydrated Lime (Pre) _avg,Kibbled Aluminium Sulphate _avg,Liquid Aluminium Sulphate _avg,Liquid Chlorine _avg,Liquid Chlorine (Intermediate) _avg,Liquid Chlorine (Post) _avg,Liquid Chlorine (Pre) _avg,Liquid Polyaluminium Chloride _avg,Microsand _avg,Modified Liquid Alum _avg,Polyelectrolyte AN 910 PWG _avg,Polymer Tianfloc C3080 _avg,Potassium Permanganate _avg,Soda Ash _avg,Soda Ash (Post) _avg,Soda Ash (Pre) _avg,Sodium Aluminosilicate _avg,Sodium Fluoride _avg,Sodium Hypochlorite _avg,Sodium Silico Fluoride _avg,Superfloc C 591 PWG _avg,Activated Carbon _max,Aluminium Chlorohydrate _max,Flopam AH 912 PWG _max,Flopam FA 920 PWG _max,Flopam FL 4520 PWG _max,Flopam FO 4190 PWG _max,Flopam FO 4290 PWG _max,Hydrated Lime _max,Hydrated Lime (Intermediate) _max,Hydrated Lime (Post) _max,Hydrated Lime (Powder) _max,Hydrated Lime (Powder) (Intermediate) _max,Hydrated Lime (Powder) (Post) _max,Hydrated Lime (Powder) (Pre) _max,Hydrated Lime (Pre) _max,Kibbled Aluminium Sulphate _max,Liquid Aluminium Sulphate _max,Liquid Chlorine _max,Liquid Chlorine (Intermediate) _max,Liquid Chlorine (Post) _max,Liquid Chlorine (Pre) _max,Liquid Polyaluminium Chloride _max,Microsand _max,Modified Liquid Alum _max,Polyelectrolyte AN 910 PWG _max,Polymer Tianfloc C3080 _max,Potassium Permanganate _max,Soda Ash _max,Soda Ash (Post) _max,Soda Ash (Pre) _max,Sodium Aluminosilicate _max,Sodium Fluoride _max,Sodium Hypochlorite _max,Sodium Silico Fluoride _max,Superfloc C 591 PWG _max,Activated Carbon _min,Aluminium Chlorohydrate _min,Flopam AH 912 PWG _min,Flopam FA 920 PWG _min,Flopam FL 4520 PWG _min,Flopam FO 4190 PWG _min,Flopam FO 4290 PWG _min,Hydrated Lime _min,Hydrated Lime (Intermediate) _min,Hydrated Lime (Post) _min,Hydrated Lime (Powder) _min,Hydrated Lime (Powder) (Intermediate) _min,Hydrated Lime (Powder) (Post) _min,Hydrated Lime (Powder) (Pre) _min,Hydrated Lime (Pre) _min,Kibbled Aluminium Sulphate _min,Liquid Aluminium Sulphate _min,Liquid Chlorine _min,Liquid Chlorine (Intermediate) _min,Liquid Chlorine (Post) _min,Liquid Chlorine (Pre) _min,Liquid Polyaluminium Chloride _min,Microsand _min,Modified Liquid Alum _min,Polyelectrolyte AN 910 PWG _min,Polymer Tianfloc C3080 _min,Potassium Permanganate _min,Soda Ash _min,Soda Ash (Post) _min,Soda Ash (Pre) _min,Sodium Aluminosilicate _min,Sodium Fluoride _min,Sodium Hypochlorite _min,Sodium Silico Fluoride _min,Superfloc C 591 PWG _min
9089,Sungai Lolo - Lama,7/3/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9090,Sungai Lolo - Lama,7/4/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9091,Sungai Lolo - Lama,7/5/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9092,Sungai Lolo - Lama,7/6/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9093,Sungai Lolo - Lama,7/7/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9094,Sungai Lolo - Lama,7/8/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9095,Sungai Lolo - Lama,7/9/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9096,Sungai Lolo - Lama,8/1/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9097,Sungai Lolo - Lama,8/10/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9098,Sungai Lolo - Lama,8/11/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9099,Sungai Lolo - Lama,8/12/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9100,Sungai Lolo - Lama,8/2/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9101,Sungai Lolo - Lama,8/3/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9102,Sungai Lolo - Lama,8/4/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9103,Sungai Lolo - Lama,8/5/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9104,Sungai Lolo - Lama,8/6/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9105,Sungai Lolo - Lama,8/7/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9106,Sungai Lolo - Lama,8/8/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9107,Sungai Lolo - Lama,8/9/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9108,Sungai Lolo - Lama,9/1/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9109,Sungai Lolo - Lama,9/10/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9110,Sungai Lolo - Lama,9/11/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9111,Sungai Lolo - Lama,9/12/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9112,Sungai Lolo - Lama,9/2/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9113,Sungai Lolo - Lama,9/3/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9114,Sungai Lolo - Lama,9/4/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9115,Sungai Lolo - Lama,9/5/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9116,Sungai Lolo - Lama,9/6/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9117,Sungai Lolo - Lama,9/7/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9118,Sungai Lolo - Lama,9/8/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9119,Sungai Lolo - Lama,9/9/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9120,Sungai Pangsoon,1/1/2022,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,0,,,,0.51,,,,,,,,,,,,,,,,,,,,,2.45,,,,,,,,,,0,,,,0.51,,,,,,,,,,,,,,,,,,,,,2.33,,,,,,,,,,0,,,,0.49,,,
9121,Sungai Pangsoon,1/10/2022,,,,,,,,,,,,,,,,,,2.35,,,,,,,,,,0,,,,0.53,,,,,,,,,,,,,,,,,,,,,2.48,,,,,,,,,,0,,,,0.57,,,,,,,,,,,,,,,,,,,,,2.13,,,,,,,,,,0,,,,0.49,,,
9122,Sungai Pangsoon,1/11/2022,,,,,,,,,,,,,,,,,,2.47,,,,,,,,,,0,,,,0.52,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.59,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,0,,,,0.48,,,
9123,Sungai Pangsoon,1/12/2022,,,,,,,,,,,,,,,,,,2.43,,,,,,,,,,0,,,,0.44,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.47,,,,,,,,,,,,,,,,,,,,,2.37,,,,,,,,,,0,,,,0.4,,,
9124,Sungai Pangsoon,1/2/2022,,,,,,,,,,,,,,,,,,2.37,,,,,,,,,,0,,,,0.52,,,,,,,,,,,,,,,,,,,,,2.47,,,,,,,,,,0,,,,0.53,,,,,,,,,,,,,,,,,,,,,2.27,,,,,,,,,,0,,,,0.5,,,
9125,Sungai Pangsoon,1/3/2022,,,,,,,,,,,,,,,,,,2.38,,,,,,,,,,0,,,,0.52,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.53,,,,,,,,,,,,,,,,,,,,,2.24,,,,,,,,,,0,,,,0.51,,,
9126,Sungai Pangsoon,1/4/2022,,,,,,,,,,,,,,,,,,2.37,,,,,,,,,,0,,,,0.51,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.53,,,,,,,,,,,,,,,,,,,,,2.31,,,,,,,,,,0,,,,0.49,,,
9127,Sungai Pangsoon,1/5/2022,,,,,,,,,,,,,,,,,,2.31,,,,,,,,,,0,,,,0.48,,,,,,,,,,,,,,,,,,,,,2.38,,,,,,,,,,0,,,,0.52,,,,,,,,,,,,,,,,,,,,,2.22,,,,,,,,,,0,,,,0.45,,,
9128,Sungai Pangsoon,1/6/2022,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,0,,,,0.52,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.55,,,,,,,,,,,,,,,,,,,,,2.34,,,,,,,,,,0,,,,0.5,,,
9129,Sungai Pangsoon,1/7/2022,,,,,,,,,,,,,,,,,,2.24,,,,,,,,,,0,,,,0.49,,,,,,,,,,,,,,,,,,,,,2.31,,,,,,,,,,0,,,,0.51,,,,,,,,,,,,,,,,,,,,,2.18,,,,,,,,,,0,,,,0.46,,,
9130,Sungai Pangsoon,1/8/2022,,,,,,,,,,,,,,,,,,2.45,,,,,,,,,,0,,,,0.49,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.54,,,,,,,,,,,,,,,,,,,,,2.34,,,,,,,,,,0,,,,0.45,,,
9131,Sungai Pangsoon,1/9/2022,,,,,,,,,,,,,,,,,,2.47,,,,,,,,,,0,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.53,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,0,,,,0.47,,,
9132,Sungai Pangsoon,10/1/2022,,,,,,,,,,,,,,,,,,2.33,,,,,,,,,,0,,,,0.52,,,,,,,,,,,,,,,,,,,,,2.43,,,,,,,,,,0,,,,0.57,,,,,,,,,,,,,,,,,,,,,2.27,,,,,,,,,,0,,,,0.46,,,
9133,Sungai Pangsoon,10/10/2022,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,0,,,,0.53,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.54,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,0,,,,0.52,,,
9134,Sungai Pangsoon,10/11/2022,,,,,,,,,,,,,,,,,,2.34,,,,,,,,,,0,,,,0.52,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.54,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,0,,,,0.49,,,
9135,Sungai Pangsoon,10/12/2022,,,,,,,,,,,,,,,,,,2.38,,,,,,,,,,0,,,,0.48,,,,,,,,,,,,,,,,,,,,,2.44,,,,,,,,,,0,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.32,,,,,,,,,,0,,,,0.46,,,
9136,Sungai Pangsoon,10/2/2022,,,,,,,,,,,,,,,,,,2.31,,,,,,,,,,0,,,,0.52,,,,,,,,,,,,,,,,,,,,,2.35,,,,,,,,,,0,,,,0.52,,,,,,,,,,,,,,,,,,,,,2.25,,,,,,,,,,0,,,,0.51,,,
9137,Sungai Pangsoon,10/3/2022,,,,,,,,,,,,,,,,,,2.45,,,,,,,,,,0,,,,0.51,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.52,,,,,,,,,,,,,,,,,,,,,2.22,,,,,,,,,,0,,,,0.5,,,
9138,Sungai Pangsoon,10/4/2022,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,0,,,,0.51,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.54,,,,,,,,,,,,,,,,,,,,,2.33,,,,,,,,,,0,,,,0.49,,,
9139,Sungai Pangsoon,10/5/2022,,,,,,,,,,,,,,,,,,2.41,,,,,,,,,,0,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.53,,,,,,,,,,,,,,,,,,,,,2.35,,,,,,,,,,0,,,,0.47,,,
9140,Sungai Pangsoon,10/6/2022,,,,,,,,,,,,,,,,,,2.39,,,,,,,,,,0,,,,0.47,,,,,,,,,,,,,,,,,,,,,2.48,,,,,,,,,,0,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.33,,,,,,,,,,0,,,,0.43,,,
9141,Sungai Pangsoon,10/7/2022,,,,,,,,,,,,,,,,,,2.38,,,,,,,,,,0,,,,0.47,,,,,,,,,,,,,,,,,,,,,2.47,,,,,,,,,,0,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,0,,,,0.44,,,
9142,Sungai Pangsoon,10/8/2022,,,,,,,,,,,,,,,,,,2.38,,,,,,,,,,0,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.48,,,,,,,,,,0,,,,0.51,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,0,,,,0.49,,,
9143,Sungai Pangsoon,10/9/2022,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,0,,,,0.55,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.57,,,,,,,,,,,,,,,,,,,,,2.33,,,,,,,,,,0,,,,0.53,,,
9144,Sungai Pangsoon,11/1/2022,,,,,,,,,,,,,,,,,,2.34,,,,,,,,,,0,,,,0.52,,,,,,,,,,,,,,,,,,,,,2.39,,,,,,,,,,0,,,,0.55,,,,,,,,,,,,,,,,,,,,,2.29,,,,,,,,,,0,,,,0.48,,,
9145,Sungai Pangsoon,11/10/2022,,,,,,,,,,,,,,,,,,2.46,,,,,,,,,,0,,,,0.48,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.52,,,,,,,,,,,,,,,,,,,,,2.42,,,,,,,,,,0,,,,0.43,,,
9146,Sungai Pangsoon,11/11/2022,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,0,,,,0.53,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.56,,,,,,,,,,,,,,,,,,,,,2.32,,,,,,,,,,0,,,,0.48,,,
9147,Sungai Pangsoon,11/12/2022,,,,,,,,,,,,,,,,,,2.43,,,,,,,,,,0,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.53,,,,,,,,,,,,,,,,,,,,,2.36,,,,,,,,,,0,,,,0.46,,,
9148,Sungai Pangsoon,11/2/2022,,,,,,,,,,,,,,,,,,2.32,,,,,,,,,,0,,,,0.53,,,,,,,,,,,,,,,,,,,,,2.42,,,,,,,,,,0,,,,0.55,,,,,,,,,,,,,,,,,,,,,2.24,,,,,,,,,,0,,,,0.52,,,
9149,Sungai Pangsoon,11/3/2022,,,,,,,,,,,,,,,,,,2.36,,,,,,,,,,0,,,,0.49,,,,,,,,,,,,,,,,,,,,,2.46,,,,,,,,,,0,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.11,,,,,,,,,,0,,,,0.48,,,
9150,Sungai Pangsoon,11/4/2022,,,,,,,,,,,,,,,,,,2.45,,,,,,,,,,0,,,,0.52,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.55,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,0,,,,0.49,,,
9151,Sungai Pangsoon,11/5/2022,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,0,,,,0.52,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.53,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,0,,,,0.51,,,
9152,Sungai Pangsoon,11/6/2022,,,,,,,,,,,,,,,,,,2.39,,,,,,,,,,0,,,,0.48,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.49,,,,,,,,,,,,,,,,,,,,,2.31,,,,,,,,,,0,,,,0.47,,,
9153,Sungai Pangsoon,11/7/2022,,,,,,,,,,,,,,,,,,2.36,,,,,,,,,,0,,,,0.47,,,,,,,,,,,,,,,,,,,,,2.45,,,,,,,,,,0,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.29,,,,,,,,,,0,,,,0.43,,,
9154,Sungai Pangsoon,11/8/2022,,,,,,,,,,,,,,,,,,2.44,,,,,,,,,,0,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.51,,,,,,,,,,,,,,,,,,,,,2.38,,,,,,,,,,0,,,,0.47,,,
9155,Sungai Pangsoon,11/9/2022,,,,,,,,,,,,,,,,,,2.42,,,,,,,,,,0,,,,0.54,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.58,,,,,,,,,,,,,,,,,,,,,2.34,,,,,,,,,,0,,,,0.51,,,
9156,Sungai Pangsoon,12/1/2022,,,,,,,,,,,,,,,,,,2.36,,,,,,,,,,0,,,,0.53,,,,,,,,,,,,,,,,,,,,,2.44,,,,,,,,,,0,,,,0.55,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,0,,,,0.51,,,
9157,Sungai Pangsoon,12/10/2022,,,,,,,,,,,,,,,,,,2.43,,,,,,,,,,0,,,,0.52,,,,,,,,,,,,,,,,,,,,,2.48,,,,,,,,,,0,,,,0.54,,,,,,,,,,,,,,,,,,,,,2.38,,,,,,,,,,0,,,,0.49,,,
9158,Sungai Pangsoon,12/11/2022,,,,,,,,,,,,,,,,,,2.41,,,,,,,,,,0,,,,0.49,,,,,,,,,,,,,,,,,,,,,2.47,,,,,,,,,,0,,,,0.51,,,,,,,,,,,,,,,,,,,,,2.29,,,,,,,,,,0,,,,0.47,,,
9159,Sungai Pangsoon,12/12/2022,,,,,,,,,,,,,,,,,,2.31,,,,,,,,,,0,,,,0.46,,,,,,,,,,,,,,,,,,,,,2.48,,,,,,,,,,0,,,,0.48,,,,,,,,,,,,,,,,,,,,,2.15,,,,,,,,,,0,,,,0.43,,,
9160,Sungai Pangsoon,12/2/2022,,,,,,,,,,,,,,,,,,2.32,,,,,,,,,,0,,,,0.53,,,,,,,,,,,,,,,,,,,,,2.46,,,,,,,,,,0,,,,0.56,,,,,,,,,,,,,,,,,,,,,2.24,,,,,,,,,,0,,,,0.52,,,
9161,Sungai Pangsoon,12/3/2022,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,0,,,,0.48,,,,,,,,,,,,,,,,,,,,,2.46,,,,,,,,,,0,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.29,,,,,,,,,,0,,,,0.45,,,
9162,Sungai Pangsoon,12/4/2022,,,,,,,,,,,,,,,,,,2.38,,,,,,,,,,0,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.54,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,0,,,,0.45,,,
9163,Sungai Pangsoon,12/5/2022,,,,,,,,,,,,,,,,,,2.44,,,,,,,,,,0,,,,0.52,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.53,,,,,,,,,,,,,,,,,,,,,2.33,,,,,,,,,,0,,,,0.5,,,
9164,Sungai Pangsoon,12/6/2022,,,,,,,,,,,,,,,,,,2.42,,,,,,,,,,0,,,,0.51,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.53,,,,,,,,,,,,,,,,,,,,,2.33,,,,,,,,,,0,,,,0.48,,,
9165,Sungai Pangsoon,12/7/2022,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,0,,,,0.51,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.54,,,,,,,,,,,,,,,,,,,,,2.14,,,,,,,,,,0,,,,0.45,,,
9166,Sungai Pangsoon,12/8/2022,,,,,,,,,,,,,,,,,,2.41,,,,,,,,,,0,,,,0.54,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.58,,,,,,,,,,,,,,,,,,,,,2.31,,,,,,,,,,0,,,,0.5,,,
9167,Sungai Pangsoon,12/9/2022,,,,,,,,,,,,,,,,,,2.33,,,,,,,,,,0,,,,0.52,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.53,,,,,,,,,,,,,,,,,,,,,2.09,,,,,,,,,,0,,,,0.5,,,
9168,Sungai Pangsoon,13/1/2022,,,,,,,,,,,,,,,,,,2.35,,,,,,,,,,0,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,0,,,,0.51,,,,,,,,,,,,,,,,,,,,,2.31,,,,,,,,,,0,,,,0.49,,,
9169,Sungai Pangsoon,13/10/2022,,,,,,,,,,,,,,,,,,2.41,,,,,,,,,,0,,,,0.53,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.54,,,,,,,,,,,,,,,,,,,,,2.34,,,,,,,,,,0,,,,0.51,,,
9170,Sungai Pangsoon,13/11/2022,,,,,,,,,,,,,,,,,,2.41,,,,,,,,,,0,,,,0.48,,,,,,,,,,,,,,,,,,,,,2.47,,,,,,,,,,0,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.33,,,,,,,,,,0,,,,0.42,,,
9171,Sungai Pangsoon,13/12/2022,,,,,,,,,,,,,,,,,,2.46,,,,,,,,,,0,,,,0.47,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.49,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,0,,,,0.45,,,
9172,Sungai Pangsoon,13/2/2022,,,,,,,,,,,,,,,,,,2.37,,,,,,,,,,0,,,,0.53,,,,,,,,,,,,,,,,,,,,,2.46,,,,,,,,,,0,,,,0.55,,,,,,,,,,,,,,,,,,,,,2.21,,,,,,,,,,0,,,,0.52,,,
9173,Sungai Pangsoon,13/3/2022,,,,,,,,,,,,,,,,,,2.42,,,,,,,,,,0,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.48,,,,,,,,,,0,,,,0.51,,,,,,,,,,,,,,,,,,,,,2.34,,,,,,,,,,0,,,,0.49,,,
9174,Sungai Pangsoon,13/4/2022,,,,,,,,,,,,,,,,,,2.41,,,,,,,,,,0,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,0,,,,0.52,,,,,,,,,,,,,,,,,,,,,2.27,,,,,,,,,,0,,,,0.47,,,
