Date,wtp,Liquid Polyaluminium Chloride (mg/L) _avg,Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L) _avg,Hydrated Lime (Post) (mg/L) _avg,Liquid Chlorine (Post) (mg/L) _avg,Sodium Silico Fluoride (mg/L) _avg,Liquid Chlorine (Pre) (mg/L) _avg,Hydrated Lime (Pre) (mg/L) _avg,Flopam FO 4190 PWG _avg
4/3/2022,Sungai Selangor Fasa 3 Stage 1,134.31,0.042,9.76,4.45,0.52,0.96,2.9,
5/3/2022,Sungai Selangor Fasa 3 Stage 1,214.56,0.041,9.54,4.52,0.51,1.31,2.82,
6/3/2022,Sungai Selangor Fasa 3 Stage 1,321.86,0.042,9.53,4.19,0.53,1.2,2.66,
7/3/2022,Sungai Selangor Fasa 3 Stage 1,306.49,0.042,8.58,4.31,0.66,1.21,2.4,
8/3/2022,Sungai Selangor Fasa 3 Stage 1,432.72,0.043,8.55,4.45,0.52,1.11,2.39,
9/3/2022,Sungai Selangor Fasa 3 Stage 1,344.14,0.043,8.59,4.25,0.55,2.21,2.39,
10/3/2022,Sungai Selangor Fasa 3 Stage 1,187.14,0.043,8.39,4.44,0.55,1.29,2.34,
11/3/2022,Sungai Selangor Fasa 3 Stage 1,211.4,0.042,8.29,4.29,0.55,1.33,2.29,
12/3/2022,Sungai Selangor Fasa 3 Stage 1,101.18,0.042,8.32,4.12,0.57,1.42,2.29,
13/3/2022,Sungai Selangor Fasa 3 Stage 1,54.01,0.039,8.47,4.3,0.39,1.4,2.3,
14/3/2022,Sungai Selangor Fasa 3 Stage 1,131.82,0.034,8.36,4.49,0.63,1.35,2.3,
15/3/2022,Sungai Selangor Fasa 3 Stage 1,265.2,0.033,8.5,4.51,0.44,1.35,2.33,
16/3/2022,Sungai Selangor Fasa 3 Stage 1,241.77,0.035,8.78,4,0.4,1.4,2.3,
17/3/2022,Sungai Selangor Fasa 3 Stage 1,236.67,0.033,9.18,4.33,0.59,1.24,2.3,
18/3/2022,Sungai Selangor Fasa 3 Stage 1,411.91,0.037,9.25,4.57,0.47,1.36,2.31,
19/3/2022,Sungai Selangor Fasa 3 Stage 1,110.15,0.044,8.75,3.9,0.52,1.34,2.33,
20/3/2022,Sungai Selangor Fasa 3 Stage 1,54.32,0.042,8.67,3.86,0.53,1.39,2.3,
21/3/2022,Sungai Selangor Fasa 3 Stage 1,54.21,0.043,8.91,4.36,0.46,1.42,2.23,
22/3/2022,Sungai Selangor Fasa 3 Stage 1,89.21,0.043,8.95,3.51,0.49,1.41,2.28,
23/3/2022,Sungai Selangor Fasa 3 Stage 1,99.56,0.043,9.16,3.42,0.52,1.36,2.27,
24/3/2022,Sungai Selangor Fasa 3 Stage 1,511.18,0.045,9.12,5.29,0.51,0,2.34,
25/3/2022,Sungai Selangor Fasa 3 Stage 1,426.71,0.045,9.11,5.05,0.58,0.34,2.33,
26/3/2022,Sungai Selangor Fasa 3 Stage 1,339.16,0.045,9.14,5.24,0.49,0,2.29,
27/3/2022,Sungai Selangor Fasa 3 Stage 1,123.03,0.044,9.04,4.83,0.37,0,2.35,
28/3/2022,Sungai Selangor Fasa 3 Stage 1,27.37,0.039,9.01,5.11,0.44,0,2.26,
29/3/2022,Sungai Selangor Fasa 3 Stage 1,62.52,0.038,7.75,3.92,0.52,0,1.75,
30/3/2022,Sungai Selangor Fasa 3 Stage 1,230.06,0.039,8.76,5.19,0.52,0,2.31,
31/3/2022,Sungai Selangor Fasa 3 Stage 1,166.37,0.041,8.32,4.73,0.52,0,1.8,
1/4/2022,Sungai Selangor Fasa 3 Stage 1,35.71,0.043,8.98,4.03,0.44,1.2,2.44,
2/4/2022,Sungai Selangor Fasa 3 Stage 1,32.09,0.043,9.4,5.07,0.52,1.19,2.5,
3/4/2022,Sungai Selangor Fasa 3 Stage 1,32.81,0.042,9.59,4.83,0.62,0.7,2.52,
4/4/2022,Sungai Selangor Fasa 3 Stage 1,35.75,0.044,9.24,4.43,0.53,1,2.54,
5/4/2022,Sungai Selangor Fasa 3 Stage 1,34.99,0.043,8.25,4.17,0.57,2.76,2.55,
6/4/2022,Sungai Selangor Fasa 3 Stage 1,32.66,0.043,7.91,4.1,0.49,3.95,2.57,
7/4/2022,Sungai Selangor Fasa 3 Stage 1,37.11,0.042,7.51,5.05,0.52,0.68,2.51,
8/4/2022,Sungai Selangor Fasa 3 Stage 1,35.48,0.059,9,4.6,0.51,1.5,2.33,
9/4/2022,Sungai Selangor Fasa 3 Stage 1,33.06,0.07,8.68,5.02,0.58,0.96,2.22,
10/4/2022,Sungai Selangor Fasa 3 Stage 1,34.14,0.055,8.97,4.67,0.49,1.51,2.35,
11/4/2022,Sungai Selangor Fasa 3 Stage 1,34.89,0.076,9,4.55,0.37,1.04,2.25,
12/4/2022,Sungai Selangor Fasa 3 Stage 1,28,0.073,9.24,5.34,0.44,1.47,2.25,
13/4/2022,Sungai Selangor Fasa 3 Stage 1,20.88,0.071,8.94,5,0.52,1.63,2.23,
14/4/2022,Sungai Selangor Fasa 3 Stage 1,16.62,0.073,9.26,4.5,0.51,1.5,2.28,
15/4/2022,Sungai Selangor Fasa 3 Stage 1,21.73,0.072,9.21,4.15,0.53,1.63,2.28,
16/4/2022,Sungai Selangor Fasa 3 Stage 1,22.45,0.073,9.36,4.02,0.49,1.74,2.31,
17/4/2022,Sungai Selangor Fasa 3 Stage 1,20.47,0.071,9.49,4.67,0.48,1.42,2.84,
18/4/2022,Sungai Selangor Fasa 3 Stage 1,24.83,0.035,9.63,4.62,0.54,1.34,2.83,
19/4/2022,Sungai Selangor Fasa 3 Stage 1,27.28,0.035,7.74,4.76,0.59,0.27,2.54,
20/4/2022,Sungai Selangor Fasa 3 Stage 1,26.99,0.037,7.77,4.48,0.58,1.68,2.57,
21/4/2022,Sungai Selangor Fasa 3 Stage 1,26.39,0.035,6.92,4.88,0.47,1.57,2.28,
22/4/2022,Sungai Selangor Fasa 3 Stage 1,27.31,0.04,7.68,5.15,0.46,1.58,2.53,
23/4/2022,Sungai Selangor Fasa 3 Stage 1,32.64,0.044,7.57,4.6,0.48,1.65,2.5,
24/4/2022,Sungai Selangor Fasa 3 Stage 1,40.07,0.043,7,4.78,0.54,1.35,2.29,
25/4/2022,Sungai Selangor Fasa 3 Stage 1,37.58,0.054,7.44,4.45,0.52,1.3,2.31,
26/4/2022,Sungai Selangor Fasa 3 Stage 1,35.85,0.049,7.37,4.47,0.54,1.63,2.28,
27/4/2022,Sungai Selangor Fasa 3 Stage 1,30.4,0.052,7.37,3.34,0.53,1.47,2.26,
28/4/2022,Sungai Selangor Fasa 3 Stage 1,35.33,0.054,7.56,4.83,0.53,1.51,2.26,
29/4/2022,Sungai Selangor Fasa 3 Stage 1,32.42,0.052,8.09,4.21,0.54,0.75,2.23,
30/4/2022,Sungai Selangor Fasa 3 Stage 1,33.13,0.053,8.16,4.77,0.55,1.57,2.3,
1/5/2022,Sungai Selangor Fasa 3 Stage 1,33.65,0.047,10.13,4.72,0.46,1.04,2.71,
2/5/2022,Sungai Selangor Fasa 3 Stage 1,33.19,0.047,10.21,4.78,0.45,1.26,2.73,
3/5/2022,Sungai Selangor Fasa 3 Stage 1,27.28,0.061,14.03,4.8,0.48,1.07,3.54,
4/5/2022,Sungai Selangor Fasa 3 Stage 1,26.5,0.052,11.94,4.65,0.47,1.12,2.93,
5/5/2022,Sungai Selangor Fasa 3 Stage 1,24.23,0.036,11.08,5.11,0.47,1.07,2.84,
6/5/2022,Sungai Selangor Fasa 3 Stage 1,22.76,0.051,11.55,4.84,0.46,1.12,2.92,
7/5/2022,Sungai Selangor Fasa 3 Stage 1,25.25,0.047,10.31,4.86,0.45,0.49,2.71,
8/5/2022,Sungai Selangor Fasa 3 Stage 1,26.06,0.042,9.9,4.88,0.45,1.2,2.62,
9/5/2022,Sungai Selangor Fasa 3 Stage 1,25.44,0.044,6.84,4.57,0.46,1.11,2.4,
10/5/2022,Sungai Selangor Fasa 3 Stage 1,25.38,0.044,7.61,4.6,0.54,0.77,2.52,
11/5/2022,Sungai Selangor Fasa 3 Stage 1,27.95,0.045,7.53,5.03,0.52,1.09,2.56,
12/5/2022,Sungai Selangor Fasa 3 Stage 1,35.99,0.043,7.73,4.29,0.61,1.14,2.57,
13/5/2022,Sungai Selangor Fasa 3 Stage 1,32.15,0.045,7.65,3.5,0.53,1.18,2.55,
14/5/2022,Sungai Selangor Fasa 3 Stage 1,29.91,0.045,7.72,4.23,0.47,0,2.59,
15/5/2022,Sungai Selangor Fasa 3 Stage 1,28.83,0.043,7.73,2.31,0.52,1.29,2.58,
16/5/2022,Sungai Selangor Fasa 3 Stage 1,32.96,0.045,7.52,4.37,0.5,0.68,2.55,
17/5/2022,Sungai Selangor Fasa 3 Stage 1,45.29,0.046,7.99,4.51,0.49,1.23,2.67,
18/5/2022,Sungai Selangor Fasa 3 Stage 1,29.06,0.045,7.55,4.33,0.51,0.58,2.54,
19/5/2022,Sungai Selangor Fasa 3 Stage 1,26.22,0.045,9.84,4.54,0.5,1.35,2.67,
20/5/2022,Sungai Selangor Fasa 3 Stage 1,26.27,0.046,9.95,4.37,0.54,1.35,2.68,
21/5/2022,Sungai Selangor Fasa 3 Stage 1,25.49,0.047,10.03,4.62,0.52,1.37,2.63,
22/5/2022,Sungai Selangor Fasa 3 Stage 1,25.9,0.047,9.92,4.38,0.53,1.22,2.66,
23/5/2022,Sungai Selangor Fasa 3 Stage 1,25.7,0.047,10.21,4.77,0.55,1.28,4.51,
24/5/2022,Sungai Selangor Fasa 3 Stage 1,25.13,0.044,10.05,4.76,0.54,1.2,2.69,
25/5/2022,Sungai Selangor Fasa 3 Stage 1,32.97,0.04,9.89,4.38,0.54,1.29,2.66,
26/5/2022,Sungai Selangor Fasa 3 Stage 1,37.75,0.042,10.18,4.25,0.56,1.1,2.73,
27/5/2022,Sungai Selangor Fasa 3 Stage 1,24.93,0.041,10.16,4.78,0.55,1.28,2.8,
28/5/2022,Sungai Selangor Fasa 3 Stage 1,22.31,0.041,10.06,4.85,0.51,1.25,2.73,
29/5/2022,Sungai Selangor Fasa 3 Stage 1,17.73,0.046,10.01,4.99,0.51,1.53,2.74,
30/5/2022,Sungai Selangor Fasa 3 Stage 1,17.65,0.047,9.92,5.14,0.51,1.25,2.8,
31/5/2022,Sungai Selangor Fasa 3 Stage 1,17.66,0.047,7.76,5.1,0.59,1.53,2.59,
1/6/2022,Sungai Selangor Fasa 3 Stage 1,18.26,0.042,7.6,4.91,0.53,1.38,2.59,
2/6/2022,Sungai Selangor Fasa 3 Stage 1,17.74,0.042,7.72,4.95,0.52,1.16,2.58,
3/6/2022,Sungai Selangor Fasa 3 Stage 1,17.71,0.042,7.94,5.34,0.56,1.35,2.61,
4/6/2022,Sungai Selangor Fasa 3 Stage 1,17.84,0.043,7.75,5.48,0.5,1.18,2.59,
5/6/2022,Sungai Selangor Fasa 3 Stage 1,17.78,0.042,7.66,4.78,0.54,1.38,2.59,
6/6/2022,Sungai Selangor Fasa 3 Stage 1,18.14,0.039,9.83,4.87,0.55,0.87,2.72,
7/6/2022,Sungai Selangor Fasa 3 Stage 1,22.7,0.043,9.71,5.1,0.54,1.37,2.71,
8/6/2022,Sungai Selangor Fasa 3 Stage 1,28.2,0.04,9.93,4.93,0.49,0.8,2.7,
9/6/2022,Sungai Selangor Fasa 3 Stage 1,34.57,0.041,9.32,4.8,0.51,0.5,2.7,
10/6/2022,Sungai Selangor Fasa 3 Stage 1,36.88,0.042,9.62,5.09,0.51,0.48,2.75,
11/6/2022,Sungai Selangor Fasa 3 Stage 1,32.6,0.041,9.28,4.85,0.54,0.51,2.72,
12/6/2022,Sungai Selangor Fasa 3 Stage 1,39.11,0.043,9.75,4.96,0.56,0.58,2.78,
13/6/2022,Sungai Selangor Fasa 3 Stage 1,31.95,0.043,9.43,4.72,0.55,0.74,2.75,
14/6/2022,Sungai Selangor Fasa 3 Stage 1,29.82,0.041,9.94,4.41,0.55,1.15,2.71,
15/6/2022,Sungai Selangor Fasa 3 Stage 1,27.02,0.041,9.75,4.56,0.52,1.12,2.71,
16/6/2022,Sungai Selangor Fasa 3 Stage 1,32.37,0.04,8.82,4.7,0.51,1.26,2.67,
17/6/2022,Sungai Selangor Fasa 3 Stage 1,36.6,0.041,8.9,4.84,0.51,0.8,2.64,
18/6/2022,Sungai Selangor Fasa 3 Stage 1,34.02,0.042,9.12,4.8,0.51,1.13,2.63,
19/6/2022,Sungai Selangor Fasa 3 Stage 1,39.03,0.042,7.99,5,0.49,1.17,2.59,
20/6/2022,Sungai Selangor Fasa 3 Stage 1,36.03,0.044,7.5,4.67,0.5,1.2,2.46,
21/6/2022,Sungai Selangor Fasa 3 Stage 1,43.61,0.045,7.8,4.64,0.6,1.12,2.67,
22/6/2022,Sungai Selangor Fasa 3 Stage 1,38.7,0.044,7.92,4.77,0.6,1.55,2.72,
23/6/2022,Sungai Selangor Fasa 3 Stage 1,21.09,0.037,7.84,4.84,0.54,1.03,2.65,
24/6/2022,Sungai Selangor Fasa 3 Stage 1,40.8,0.036,7.64,5.16,0.6,1.13,2.59,
25/6/2022,Sungai Selangor Fasa 3 Stage 1,51.19,0.036,7.58,4.63,0.53,1.34,2.55,
26/6/2022,Sungai Selangor Fasa 3 Stage 1,50.75,0.037,7.69,5.05,0.59,1.03,2.6,
27/6/2022,Sungai Selangor Fasa 3 Stage 1,53.83,0.042,7.37,4.27,0.55,1.31,2.66,
28/6/2022,Sungai Selangor Fasa 3 Stage 1,52.69,0.041,7.46,2.36,0.58,0.99,2.34,
29/6/2022,Sungai Selangor Fasa 3 Stage 1,50.68,0.041,7.36,5.39,0.57,1.34,2.29,
30/6/2022,Sungai Selangor Fasa 3 Stage 1,52.44,0.042,7.3,4.85,0.57,1.22,2.26,
1/7/2022,Sungai Selangor Fasa 3 Stage 1,50.43,0.044,7.8,4.68,0.49,1.34,2.58,
2/7/2022,Sungai Selangor Fasa 3 Stage 1,52.81,0.044,8.27,4.23,0.55,1.42,2.58,
3/7/2022,Sungai Selangor Fasa 3 Stage 1,54.12,0.045,8.58,3.99,0.54,1.4,2.56,
4/7/2022,Sungai Selangor Fasa 3 Stage 1,56.01,0.044,8.61,4.37,0.56,1.44,2.51,
5/7/2022,Sungai Selangor Fasa 3 Stage 1,54.19,0.042,8.59,4.04,0.53,1.21,2.46,
6/7/2022,Sungai Selangor Fasa 3 Stage 1,52.72,0.042,8.6,4.16,0.55,0.67,2.5,
7/7/2022,Sungai Selangor Fasa 3 Stage 1,52.02,0.042,8.43,4.11,0.49,1.6,2.61,
8/7/2022,Sungai Selangor Fasa 3 Stage 1,52.16,0.042,8.24,4.32,0.52,1.28,2.5,
9/7/2022,Sungai Selangor Fasa 3 Stage 1,31.42,0.041,8.07,4.22,0.48,1.78,2.53,
10/7/2022,Sungai Selangor Fasa 3 Stage 1,28.28,0.044,7.97,4.04,0.46,2.27,2.53,
11/7/2022,Sungai Selangor Fasa 3 Stage 1,28.18,0.033,7.61,3.73,0.44,3.77,2.55,
12/7/2022,Sungai Selangor Fasa 3 Stage 1,28.35,0.043,9.68,4.38,0.5,2.21,2.55,
13/7/2022,Sungai Selangor Fasa 3 Stage 1,29.37,0.04,8.87,4.04,0.58,2.05,2.59,
14/7/2022,Sungai Selangor Fasa 3 Stage 1,28.2,0.042,8.96,4.22,0.5,1.46,2.62,
15/7/2022,Sungai Selangor Fasa 3 Stage 1,28.53,0.033,9.08,5.06,0.52,0.89,2.65,
16/7/2022,Sungai Selangor Fasa 3 Stage 1,28.7,0.033,9.08,5.11,0.46,1.84,2.61,
17/7/2022,Sungai Selangor Fasa 3 Stage 1,27.61,0.033,8.94,4.85,0.49,1.77,2.61,
18/7/2022,Sungai Selangor Fasa 3 Stage 1,24.82,0.033,9,5.06,0.54,1.83,2.61,
19/7/2022,Sungai Selangor Fasa 3 Stage 1,25.54,0.044,9.05,5.77,0.48,2.06,2.61,
20/7/2022,Sungai Selangor Fasa 3 Stage 1,26.93,0.045,8.93,4.37,0.47,1.66,2.58,
21/7/2022,Sungai Selangor Fasa 3 Stage 1,28.19,0.034,8.96,4.31,0.49,2.27,2.61,
22/7/2022,Sungai Selangor Fasa 3 Stage 1,28.22,0.035,8.39,4.85,0.52,2.29,2.61,
23/7/2022,Sungai Selangor Fasa 3 Stage 1,39.6,0.035,7.68,4.64,0.59,2.36,2.57,
24/7/2022,Sungai Selangor Fasa 3 Stage 1,49.02,0.035,7.78,4.84,0.43,2.47,2.63,
25/7/2022,Sungai Selangor Fasa 3 Stage 1,51.61,0.042,7.98,4.25,0.45,2.39,2.48,
26/7/2022,Sungai Selangor Fasa 3 Stage 1,45.94,0.044,7.91,5.21,0.48,1.68,2.57,
27/7/2022,Sungai Selangor Fasa 3 Stage 1,33.74,0.044,7.93,5.81,0.52,1.64,2.56,
