Date,wtp,Liquid Polyaluminium Chloride (mg/L) _avg,Raw Water Polyelectrolyte 4290 PWG / 4190 PWG / AN910 (mg/L) _avg,Hydrated Lime (Post) (mg/L) _avg,Liquid Chlorine (Post) (mg/L) _avg,Sodium Silico Fluoride (mg/L) _avg,Liquid Chlorine (Pre) (mg/L) _avg,Hydrated Lime (Pre) (mg/L) _avg,Flopam FO 4190 PWG _avg
22/11/2022,Sungai Selangor Fasa 1,46,0.098,11.97,4.39,0.90,1.30,,
23/11/2022,Sungai Selangor Fasa 1,46,0.005,8.57,4.34,0.91,1.30,,
24/11/2022,Sungai Selangor Fasa 1,48,0.005,10.37,4.45,0.74,1.29,,
25/11/2022,Sungai Selangor Fasa 1,47,0.073,11.80,4.32,0.85,1.29,,
26/11/2022,Sungai Selangor Fasa 1,41,0.005,8.66,4.27,0.80,1.14,,
27/11/2022,Sungai Selangor Fasa 1,41,0.049,11.29,4.21,0.81,1.18,,
28/11/2022,Sungai Selangor Fasa 1,41,0.049,10.12,4.33,0.85,1.18,,
29/11/2022,Sungai Selangor Fasa 1,40,0.005,10.66,4.23,0.89,1.21,,
30/11/2022,Sungai Selangor Fasa 1,41,0.049,13.32,4.03,0.75,1.18,,
1/12/2022,Sungai Selangor Fasa 1,33,0.048,9.35,4.66,1.34,1.16,,
2/12/2022,Sungai Selangor Fasa 1,32,0.048,11.76,4.50,0.62,1.15,,
3/12/2022,Sungai Selangor Fasa 1,29,0.047,10.18,4.96,0.69,1.13,,
4/12/2022,Sungai Selangor Fasa 1,40,0.049,14.53,4.35,0.78,1.31,,
5/12/2022,Sungai Selangor Fasa 1,39,0.051,12.72,4.74,0.83,1.29,,
6/12/2022,Sungai Selangor Fasa 1,38,0.024,11.09,4.33,0.89,1.16,,
7/12/2022,Sungai Selangor Fasa 1,33,0.049,10.09,4.22,0.91,1.18,,
8/12/2022,Sungai Selangor Fasa 1,45,0.024,13.80,4.11,0.97,1.16,,
9/12/2022,Sungai Selangor Fasa 1,43,0.048,13.74,3.98,0.85,1.16,,
10/12/2022,Sungai Selangor Fasa 1,43,0.050,12.16,4.28,0.95,1.20,,
11/12/2022,Sungai Selangor Fasa 1,37,0.005,15.77,4.11,0.90,1.18,,
12/12/2022,Sungai Selangor Fasa 1,41,0.049,10.13,4.59,0.94,1.17,,
13/12/2022,Sungai Selangor Fasa 1,45,0.049,14.25,4.21,0.99,1.18,,
14/12/2022,Sungai Selangor Fasa 1,47,0.050,10.35,3.76,0.82,1.20,,
15/12/2022,Sungai Selangor Fasa 1,39,0.005,12.16,4.13,0.69,1.18,,
16/12/2022,Sungai Selangor Fasa 1,39,0.005,9.32,4.09,0.94,1.22,,
17/12/2022,Sungai Selangor Fasa 1,40,0.098,9.11,3.87,0.80,1.18,,
18/12/2022,Sungai Selangor Fasa 1,40,0.005,9.96,4.05,0.75,1.17,,
19/12/2022,Sungai Selangor Fasa 1,34,0.049,9.92,3.76,0.81,1.17,,
20/12/2022,Sungai Selangor Fasa 1,31,0.027,11.72,4.18,0.95,1.30,,
21/12/2022,Sungai Selangor Fasa 1,47,0.081,9.55,4.51,0.92,1.30,,
22/12/2022,Sungai Selangor Fasa 1,40,0.005,12.00,4.21,0.70,1.19,,
23/12/2022,Sungai Selangor Fasa 1,35,0.048,11.01,4.64,0.98,1.15,,
24/12/2022,Sungai Selangor Fasa 1,37,0.024,11.25,4.63,0.90,1.16,,
25/12/2022,Sungai Selangor Fasa 1,39,0.049,16.06,4.35,0.90,1.17,,
26/12/2022,Sungai Selangor Fasa 1,41,0.052,10.22,3.91,0.70,1.26,,
27/12/2022,Sungai Selangor Fasa 1,42,0.027,13.52,5.06,0.80,1.27,,
28/12/2022,Sungai Selangor Fasa 1,45,0.026,13.70,4.26,0.95,1.25,,
29/12/2022,Sungai Selangor Fasa 1,45,0.049,15.11,4.32,0.89,1.17,,
30/12/2022,Sungai Selangor Fasa 1,41,0.005,19.58,4.28,0.79,1.13,,
31/12/2022,Sungai Selangor Fasa 1,41,0.025,12.76,4.27,0.76,1.31,,
1/1/2021,Sungai Selangor Fasa 1,33,0.049,10.28,4.15,0.71,1.17,,
2/1/2021,Sungai Selangor Fasa 1,30,0.071,10.52,4.44,0.62,1.14,,
3/1/2021,Sungai Selangor Fasa 1,32,0.072,13.71,3.97,0.69,1.16,,
4/1/2021,Sungai Selangor Fasa 1,31,0.050,13.08,3.51,0.88,1.20,,
5/1/2021,Sungai Selangor Fasa 1,27,0.024,9.44,3.87,0.64,1.16,,
6/1/2021,Sungai Selangor Fasa 1,39,0.072,11.95,4.49,0.69,1.16,,
7/1/2021,Sungai Selangor Fasa 1,48,0.075,8.42,3.37,0.73,1.10,,
8/1/2021,Sungai Selangor Fasa 1,21,0.045,11.75,4.06,0.65,1.19,,
9/1/2021,Sungai Selangor Fasa 1,28,0.024,15.09,4.36,0.80,1.17,,
10/1/2021,Sungai Selangor Fasa 1,29,0.074,13.26,4.16,0.84,1.18,,
11/1/2021,Sungai Selangor Fasa 1,29,0.005,9.76,4.00,0.76,1.17,,
12/1/2021,Sungai Selangor Fasa 1,25,0.047,10.48,4.09,0.77,1.14,,
13/1/2021,Sungai Selangor Fasa 1,26,0.024,10.51,4.20,0.77,1.13,,
14/1/2021,Sungai Selangor Fasa 1,29,0.024,9.54,4.16,0.63,1.14,,
15/1/2021,Sungai Selangor Fasa 1,28,0.048,8.20,4.21,0.75,1.30,,
16/1/2021,Sungai Selangor Fasa 1,34,0.048,12.25,4.25,0.80,1.14,,
17/1/2021,Sungai Selangor Fasa 1,24,0.024,12.54,4.02,0.53,1.13,,
18/1/2021,Sungai Selangor Fasa 1,28,0.049,10.50,4.04,0.81,1.18,,
19/1/2021,Sungai Selangor Fasa 1,25,0.047,11.44,4.29,0.83,1.13,,
20/1/2021,Sungai Selangor Fasa 1,26,0.024,11.83,4.26,0.86,1.22,,
21/1/2021,Sungai Selangor Fasa 1,22,0.049,12.17,4.05,0.68,1.18,,
22/1/2021,Sungai Selangor Fasa 1,32,0.072,10.18,4.00,0.86,1.17,,
23/1/2021,Sungai Selangor Fasa 1,24,0.073,11.75,4.04,0.83,1.10,,
24/1/2021,Sungai Selangor Fasa 1,29,0.024,11.06,4.44,0.81,1.11,,
25/1/2021,Sungai Selangor Fasa 1,33,0.048,9.51,4.56,0.68,1.22,,
26/1/2021,Sungai Selangor Fasa 1,22,0.048,10.93,4.53,0.73,1.16,,
27/1/2021,Sungai Selangor Fasa 1,27,0.048,9.52,4.30,0.75,1.25,,
28/1/2021,Sungai Selangor Fasa 1,30,0.024,12.46,4.88,0.77,1.24,,
29/1/2021,Sungai Selangor Fasa 1,45,0.048,16.31,4.76,0.77,1.24,,
30/1/2021,Sungai Selangor Fasa 1,37,0.049,9.50,4.67,0.76,1.26,,
31/1/2021,Sungai Selangor Fasa 1,29,0.067,14.39,4.38,0.44,1.16,,
1/2/2021,Sungai Selangor Fasa 1,28,0.048,11.64,4.30,0.65,1.05,,
2/2/2021,Sungai Selangor Fasa 1,28,0.075,10.90,4.21,0.75,1.09,,
3/2/2021,Sungai Selangor Fasa 1,27,0.005,10.90,4.13,0.68,1.09,,
4/2/2021,Sungai Selangor Fasa 1,28,0.047,10.58,3.96,0.80,1.11,,
5/2/2021,Sungai Selangor Fasa 1,25,0.070,9.72,4.03,0.60,1.09,,
6/2/2021,Sungai Selangor Fasa 1,23,0.044,9.54,4.52,0.64,0.95,,
7/2/2021,Sungai Selangor Fasa 1,21,0.046,12.29,3.34,0.77,1.00,,
8/2/2021,Sungai Selangor Fasa 1,27,0.045,11.67,4.29,0.74,0.97,,
9/2/2021,Sungai Selangor Fasa 1,26,0.048,15.41,4.44,0.72,1.04,,
10/2/2021,Sungai Selangor Fasa 1,25,0.048,10.18,4.59,0.67,1.03,,
11/2/2021,Sungai Selangor Fasa 1,30,0.023,8.95,4.89,0.73,0.99,,
12/2/2021,Sungai Selangor Fasa 1,30,0.073,13.43,5.01,0.70,1.06,,
13/2/2021,Sungai Selangor Fasa 1,27,0.047,10.43,4.52,0.64,1.01,,
14/2/2021,Sungai Selangor Fasa 1,28,0.023,9.06,4.58,0.79,0.99,,
15/2/2021,Sungai Selangor Fasa 1,28,0.046,12.36,4.31,0.62,0.99,,
16/2/2021,Sungai Selangor Fasa 1,29,0.045,13.15,4.31,0.77,0.97,,
17/2/2021,Sungai Selangor Fasa 1,28,0.043,11.00,4.38,0.50,0.94,,
18/2/2021,Sungai Selangor Fasa 1,25,0.044,10.11,4.30,0.70,0.84,,
19/2/2021,Sungai Selangor Fasa 1,26,0.064,12.99,4.31,0.64,0.62,,
20/2/2021,Sungai Selangor Fasa 1,27,0.045,8.56,4.26,0.70,1.13,,
21/2/2021,Sungai Selangor Fasa 1,22,0.022,8.22,4.35,0.75,1.10,,
22/2/2021,Sungai Selangor Fasa 1,25,0.068,9.24,4.56,0.86,1.08,,
23/2/2021,Sungai Selangor Fasa 1,21,0.021,12.37,4.35,0.71,1.11,,
24/2/2021,Sungai Selangor Fasa 1,22,0.047,11.03,4.33,0.75,1.24,,
25/2/2021,Sungai Selangor Fasa 1,26,0.088,13.38,4.11,0.78,1.16,,
26/2/2021,Sungai Selangor Fasa 1,26,0.025,9.62,4.66,0.70,1.30,,
27/2/2021,Sungai Selangor Fasa 1,22,0.048,9.23,4.15,0.67,1.20,,
28/2/2021,Sungai Selangor Fasa 1,21,0.005,9.59,4.27,0.83,1.29,,
1/3/2021,Sungai Selangor Fasa 1,26,0.044,10.97,3.75,0.63,1.17,,
2/3/2021,Sungai Selangor Fasa 1,21,0.044,10.25,4.10,0.62,1.16,,
3/3/2021,Sungai Selangor Fasa 1,21,0.022,8.11,4.07,0.66,1.15,,
4/3/2021,Sungai Selangor Fasa 1,26,0.044,12.52,4.14,0.71,1.16,,
5/3/2021,Sungai Selangor Fasa 1,27,0.066,13.25,3.87,0.63,1.06,,
6/3/2021,Sungai Selangor Fasa 1,30,0.022,13.15,4.05,0.71,1.22,,
7/3/2021,Sungai Selangor Fasa 1,39,0.044,13.20,3.03,0.68,1.65,,
8/3/2021,Sungai Selangor Fasa 1,31,0.022,12.63,4.50,0.66,1.40,,
9/3/2021,Sungai Selangor Fasa 1,28,0.043,8.34,4.11,0.67,1.07,,
10/3/2021,Sungai Selangor Fasa 1,23,0.062,9.01,3.79,0.69,1.10,,
11/3/2021,Sungai Selangor Fasa 1,25,0.061,15.96,3.55,0.63,0.92,,
12/3/2021,Sungai Selangor Fasa 1,30,0.048,9.09,4.37,0.70,0.93,,
13/3/2021,Sungai Selangor Fasa 1,31,0.043,12.48,4.02,0.63,1.29,,
14/3/2021,Sungai Selangor Fasa 1,29,0.045,12.80,3.98,0.75,1.29,,
15/3/2021,Sungai Selangor Fasa 1,29,0.049,11.53,4.46,0.77,1.47,,
16/3/2021,Sungai Selangor Fasa 1,41,0.048,11.12,4.73,0.76,1.38,,
17/3/2021,Sungai Selangor Fasa 1,34,0.023,12.81,5.19,0.62,1.34,,
18/3/2021,Sungai Selangor Fasa 1,42,0.073,8.58,4.93,0.74,1.41,,
19/3/2021,Sungai Selangor Fasa 1,31,0.048,9.98,5.18,0.83,1.38,,
20/3/2021,Sungai Selangor Fasa 1,27,0.049,10.39,5.37,0.69,1.17,,
21/3/2021,Sungai Selangor Fasa 1,32,0.024,12.49,5.24,0.64,1.17,,
22/3/2021,Sungai Selangor Fasa 1,28,0.024,11.60,5.13,0.74,1.17,,
23/3/2021,Sungai Selangor Fasa 1,26,0.048,12.20,4.55,0.68,1.16,,
24/3/2021,Sungai Selangor Fasa 1,26,0.024,12.04,4.68,0.80,1.14,,
25/3/2021,Sungai Selangor Fasa 1,24,0.048,11.80,4.92,0.66,1.39,,
26/3/2021,Sungai Selangor Fasa 1,26,0.050,13.47,4.55,0.83,1.44,,
27/3/2021,Sungai Selangor Fasa 1,30,0.049,10.76,4.91,0.79,1.29,,
28/3/2021,Sungai Selangor Fasa 1,31,0.073,14.84,4.90,0.72,1.28,,
29/3/2021,Sungai Selangor Fasa 1,31,0.005,11.11,4.76,0.64,1.24,,
30/3/2021,Sungai Selangor Fasa 1,34,0.024,11.97,4.77,0.74,1.40,,
31/3/2021,Sungai Selangor Fasa 1,31,0.048,12.96,4.44,0.78,1.27,,
1/4/2021,Sungai Selangor Fasa 1,32,0.048,8.17,4.77,0.79,1.40,,
2/4/2021,Sungai Selangor Fasa 1,28,0.048,11.76,4.69,0.68,1.37,,
3/4/2021,Sungai Selangor Fasa 1,37,0.049,12.07,4.75,0.67,1.40,,
4/4/2021,Sungai Selangor Fasa 1,23,0.024,7.28,4.73,0.74,1.39,,
5/4/2021,Sungai Selangor Fasa 1,29,0.049,7.54,4.45,0.82,1.29,,
6/4/2021,Sungai Selangor Fasa 1,24,0.071,7.21,4.41,0.68,1.36,,
7/4/2021,Sungai Selangor Fasa 1,33,0.005,11.31,3.37,0.75,1.41,,
8/4/2021,Sungai Selangor Fasa 1,30,0.047,11.49,4.90,0.80,1.36,,
9/4/2021,Sungai Selangor Fasa 1,27,0.048,12.44,5.00,0.81,1.39,,
10/4/2021,Sungai Selangor Fasa 1,27,0.049,13.48,4.68,0.74,1.17,,
11/4/2021,Sungai Selangor Fasa 1,29,0.024,13.13,5.08,0.74,1.16,,
12/4/2021,Sungai Selangor Fasa 1,31,0.049,11.10,5.87,0.69,1.18,,
13/4/2021,Sungai Selangor Fasa 1,39,0.025,9.53,5.47,0.68,1.20,,
14/4/2021,Sungai Selangor Fasa 1,42,0.024,14.34,5.25,0.76,1.14,,
15/4/2021,Sungai Selangor Fasa 1,46,0.048,12.38,5.28,0.74,1.16,,
16/4/2021,Sungai Selangor Fasa 1,38,0.024,13.35,5.18,0.72,1.17,,
17/4/2021,Sungai Selangor Fasa 1,38,0.048,12.86,5.59,0.49,1.15,,
18/4/2021,Sungai Selangor Fasa 1,46,0.024,9.57,5.28,0.74,1.15,,
19/4/2021,Sungai Selangor Fasa 1,43,0.024,11.38,4.97,0.67,1.15,,
20/4/2021,Sungai Selangor Fasa 1,38,0.024,9.36,5.27,0.72,1.16,,
21/4/2021,Sungai Selangor Fasa 1,38,0.096,11.34,5.48,0.68,1.38,,
22/4/2021,Sungai Selangor Fasa 1,37,0.005,9.14,5.10,0.63,1.39,,
23/4/2021,Sungai Selangor Fasa 1,36,0.048,9.92,5.02,0.79,1.39,,
24/4/2021,Sungai Selangor Fasa 1,31,0.049,10.05,5.34,0.74,1.40,,
25/4/2021,Sungai Selangor Fasa 1,31,0.024,13.31,5.48,0.78,1.40,,
26/4/2021,Sungai Selangor Fasa 1,33,0.072,11.93,5.57,0.75,1.34,,
27/4/2021,Sungai Selangor Fasa 1,36,0.024,14.13,5.26,0.80,1.26,,
28/4/2021,Sungai Selangor Fasa 1,32,0.024,8.71,5.65,0.80,1.26,,
29/4/2021,Sungai Selangor Fasa 1,31,0.048,11.22,5.52,0.83,1.26,,
30/4/2021,Sungai Selangor Fasa 1,41,0.072,13.52,5.61,0.75,1.26,,
1/5/2021,Sungai Selangor Fasa 1,43,0.048,12.01,5.20,0.83,1.27,,
2/5/2021,Sungai Selangor Fasa 1,30,0.024,10.89,5.59,0.87,1.28,,
3/5/2021,Sungai Selangor Fasa 1,31,0.024,11.90,5.47,0.76,1.27,,
4/5/2021,Sungai Selangor Fasa 1,38,0.048,13.09,5.88,0.79,1.28,,
5/5/2021,Sungai Selangor Fasa 1,45,0.049,12.61,5.65,0.78,1.28,,
6/5/2021,Sungai Selangor Fasa 1,46,0.005,9.97,4.71,0.78,1.28,,
7/5/2021,Sungai Selangor Fasa 1,44,0.049,11.48,3.53,0.68,1.30,,
8/5/2021,Sungai Selangor Fasa 1,38,0.049,10.71,5.49,0.68,1.30,,
9/5/2021,Sungai Selangor Fasa 1,41,0.025,11.16,5.51,0.80,1.30,,
10/5/2021,Sungai Selangor Fasa 1,38,0.024,9.77,5.06,0.73,1.27,,
11/5/2021,Sungai Selangor Fasa 1,48,0.075,10.27,5.19,0.76,1.31,,
12/5/2021,Sungai Selangor Fasa 1,32,0.050,12.25,5.03,0.78,1.31,,
13/5/2021,Sungai Selangor Fasa 1,39,0.025,12.95,4.95,0.72,1.43,,
14/5/2021,Sungai Selangor Fasa 1,32,0.024,12.94,4.88,0.86,1.40,,
15/5/2021,Sungai Selangor Fasa 1,27,0.050,14.20,5.31,0.78,1.32,,
16/5/2021,Sungai Selangor Fasa 1,33,0.049,12.43,5.34,0.91,1.30,,
17/5/2021,Sungai Selangor Fasa 1,44,0.024,8.23,5.53,0.58,1.27,,
18/5/2021,Sungai Selangor Fasa 1,42,0.072,8.62,5.21,0.94,1.27,,
19/5/2021,Sungai Selangor Fasa 1,51,0.024,12.15,5.07,0.84,1.28,,
20/5/2021,Sungai Selangor Fasa 1,49,0.024,14.45,5.24,0.89,1.28,,
21/5/2021,Sungai Selangor Fasa 1,48,0.005,10.12,5.07,0.83,1.26,,
22/5/2021,Sungai Selangor Fasa 1,42,0.048,12.03,5.57,0.76,1.27,,
23/5/2021,Sungai Selangor Fasa 1,43,0.005,14.34,5.72,0.86,1.28,,
24/5/2021,Sungai Selangor Fasa 1,38,0.024,12.24,5.60,0.76,1.29,,
25/5/2021,Sungai Selangor Fasa 1,37,0.048,7.06,5.36,0.87,1.27,,
26/5/2021,Sungai Selangor Fasa 1,43,0.005,13.16,5.50,0.85,1.29,,
27/5/2021,Sungai Selangor Fasa 1,42,0.047,12.52,5.30,0.76,1.24,,
28/5/2021,Sungai Selangor Fasa 1,41,0.049,10.59,5.26,0.90,1.29,,
29/5/2021,Sungai Selangor Fasa 1,36,0.073,17.79,5.43,0.88,1.28,,
30/5/2021,Sungai Selangor Fasa 1,35,0.048,8.14,5.49,0.76,1.27,,
31/5/2021,Sungai Selangor Fasa 1,36,0.024,11.89,5.50,0.75,1.26,,
1/6/2021,Sungai Selangor Fasa 1,38,0.024,9.48,5.56,0.85,1.15,,
2/6/2021,Sungai Selangor Fasa 1,39,0.048,13.71,5.50,0.91,1.16,,
3/6/2021,Sungai Selangor Fasa 1,37,0.024,14.55,5.30,0.76,1.13,,
4/6/2021,Sungai Selangor Fasa 1,35,0.048,10.79,5.48,0.67,1.15,,
5/6/2021,Sungai Selangor Fasa 1,54,0.072,11.83,5.27,0.65,1.15,,
6/6/2021,Sungai Selangor Fasa 1,42,0.005,9.89,4.61,0.73,1.17,,
7/6/2021,Sungai Selangor Fasa 1,34,0.024,12.06,3.42,0.71,1.23,,
8/6/2021,Sungai Selangor Fasa 1,38,0.073,10.24,5.17,0.76,1.28,,
9/6/2021,Sungai Selangor Fasa 1,21,0.048,11.12,5.09,0.78,1.28,,
10/6/2021,Sungai Selangor Fasa 1,35,0.025,9.72,5.36,0.68,1.30,,
11/6/2021,Sungai Selangor Fasa 1,29,0.049,8.44,5.01,0.90,1.29,,
12/6/2021,Sungai Selangor Fasa 1,29,0.024,12.09,5.31,0.74,1.24,,
13/6/2021,Sungai Selangor Fasa 1,34,0.052,9.64,5.16,0.69,1.36,,
14/6/2021,Sungai Selangor Fasa 1,43,0.025,7.61,5.15,0.72,1.31,,
15/6/2021,Sungai Selangor Fasa 1,38,0.024,9.23,5.12,0.95,1.18,,
16/6/2021,Sungai Selangor Fasa 1,38,0.049,8.42,5.27,0.74,1.28,,
17/6/2021,Sungai Selangor Fasa 1,35,0.024,9.17,5.05,0.55,1.27,,
18/6/2021,Sungai Selangor Fasa 1,43,0.025,12.47,5.37,0.79,1.34,,
19/6/2021,Sungai Selangor Fasa 1,32,0.048,10.30,4.88,0.82,1.11,,
20/6/2021,Sungai Selangor Fasa 1,38,0.048,10.79,5.05,0.67,1.03,,
21/6/2021,Sungai Selangor Fasa 1,38,0.049,11.60,5.19,0.67,1.06,,
22/6/2021,Sungai Selangor Fasa 1,33,0.024,7.92,5.23,0.71,1.04,,
23/6/2021,Sungai Selangor Fasa 1,31,0.024,13.03,5.11,0.89,0.85,,
24/6/2021,Sungai Selangor Fasa 1,29,0.073,13.36,4.98,0.74,1.05,,
25/6/2021,Sungai Selangor Fasa 1,29,0.049,9.84,5.00,0.87,1.06,,
26/6/2021,Sungai Selangor Fasa 1,29,0.073,11.05,5.11,0.82,1.18,,
27/6/2021,Sungai Selangor Fasa 1,30,0.073,10.44,5.16,0.91,1.05,,
28/6/2021,Sungai Selangor Fasa 1,35,0.025,11.58,5.18,0.83,1.19,,
29/6/2021,Sungai Selangor Fasa 1,43,0.025,14.38,4.95,0.82,1.13,,
30/6/2021,Sungai Selangor Fasa 1,38,0.024,9.03,5.21,0.87,1.05,,
1/7/2021,Sungai Selangor Fasa 1,42,0.076,11.15,5.43,0.88,1.10,,
2/7/2021,Sungai Selangor Fasa 1,34,0.005,12.05,5.27,0.84,1.04,,
3/7/2021,Sungai Selangor Fasa 1,32,0.048,12.21,5.29,0.80,1.03,,
4/7/2021,Sungai Selangor Fasa 1,30,0.024,11.47,5.59,0.69,1.06,,
5/7/2021,Sungai Selangor Fasa 1,31,0.072,11.50,5.22,0.80,1.04,,
6/7/2021,Sungai Selangor Fasa 1,30,0.005,10.00,4.64,0.84,1.04,,
7/7/2021,Sungai Selangor Fasa 1,30,0.075,13.11,3.57,0.96,1.09,,
8/7/2021,Sungai Selangor Fasa 1,27,0.049,15.80,5.17,0.77,1.06,,
9/7/2021,Sungai Selangor Fasa 1,38,0.048,9.66,4.74,0.84,1.03,,
10/7/2021,Sungai Selangor Fasa 1,36,0.048,11.53,4.85,0.84,0.92,,
11/7/2021,Sungai Selangor Fasa 1,34,0.024,8.61,4.90,0.91,0.92,,
12/7/2021,Sungai Selangor Fasa 1,30,0.024,9.57,4.84,0.92,0.91,,
13/7/2021,Sungai Selangor Fasa 1,36,0.024,11.10,4.66,0.86,0.93,,
14/7/2021,Sungai Selangor Fasa 1,30,0.048,13.25,4.57,0.82,0.92,,
15/7/2021,Sungai Selangor Fasa 1,23,0.074,9.11,4.83,0.80,0.95,,
16/7/2021,Sungai Selangor Fasa 1,23,0.024,12.53,5.21,0.76,0.94,,
17/7/2021,Sungai Selangor Fasa 1,26,0.024,11.27,5.07,0.53,1.03,,
18/7/2021,Sungai Selangor Fasa 1,24,0.049,13.03,5.16,0.65,1.06,,
19/7/2021,Sungai Selangor Fasa 1,21,0.048,10.36,4.99,0.85,0.92,,
20/7/2021,Sungai Selangor Fasa 1,24,0.024,10.07,4.98,0.92,0.92,,
21/7/2021,Sungai Selangor Fasa 1,21,0.048,10.91,5.31,0.83,1.05,,
22/7/2021,Sungai Selangor Fasa 1,23,0.048,12.03,4.99,0.81,1.05,,
23/7/2021,Sungai Selangor Fasa 1,25,0.048,11.10,4.91,0.78,1.04,,
24/7/2021,Sungai Selangor Fasa 1,24,0.024,10.86,4.75,0.80,0.46,,
25/7/2021,Sungai Selangor Fasa 1,27,0.025,9.85,4.59,0.74,0.48,,
26/7/2021,Sungai Selangor Fasa 1,24,0.024,10.35,4.69,0.70,0.46,,
27/7/2021,Sungai Selangor Fasa 1,24,0.005,11.01,4.80,0.83,0.46,,
28/7/2021,Sungai Selangor Fasa 1,23,0.024,12.52,4.82,0.85,0.93,,
29/7/2021,Sungai Selangor Fasa 1,25,0.025,12.02,4.83,0.89,0.96,,
30/7/2021,Sungai Selangor Fasa 1,24,0.024,10.52,4.69,0.83,0.92,,
31/7/2021,Sungai Selangor Fasa 1,26,0.048,7.98,4.59,0.84,0.92,,
1/8/2021,Sungai Selangor Fasa 1,20,0.048,11.69,4.69,0.74,0.93,,
2/8/2021,Sungai Selangor Fasa 1,22,0.048,12.85,4.91,0.87,0.92,,
3/8/2021,Sungai Selangor Fasa 1,35,0.050,9.13,4.87,0.73,0.95,,
4/8/2021,Sungai Selangor Fasa 1,30,0.048,9.76,5.01,0.86,0.93,,
5/8/2021,Sungai Selangor Fasa 1,31,0.024,9.95,5.00,0.74,0.94,,
6/8/2021,Sungai Selangor Fasa 1,27,0.048,9.94,4.63,0.84,0.93,,
7/8/2021,Sungai Selangor Fasa 1,30,0.005,10.72,3.44,0.79,0.94,,
8/8/2021,Sungai Selangor Fasa 1,30,0.049,13.55,5.04,0.77,1.15,,
9/8/2021,Sungai Selangor Fasa 1,40,0.025,9.56,5.14,0.76,1.06,,
10/8/2021,Sungai Selangor Fasa 1,34,0.050,13.45,4.81,0.80,1.15,,
11/8/2021,Sungai Selangor Fasa 1,32,0.047,11.33,5.95,0.84,1.12,,
12/8/2021,Sungai Selangor Fasa 1,28,0.044,13.67,5.46,0.91,1.05,,
13/8/2021,Sungai Selangor Fasa 1,22,0.005,9.75,5.63,0.96,1.19,,
14/8/2021,Sungai Selangor Fasa 1,24,0.024,15.34,5.24,0.72,1.15,,
15/8/2021,Sungai Selangor Fasa 1,31,0.051,13.38,5.55,0.75,1.23,,
16/8/2021,Sungai Selangor Fasa 1,25,0.024,13.16,5.23,0.74,1.13,,
17/8/2021,Sungai Selangor Fasa 1,33,0.024,16.16,4.98,0.88,1.17,,
18/8/2021,Sungai Selangor Fasa 1,33,0.025,11.77,4.66,0.82,1.09,,
19/8/2021,Sungai Selangor Fasa 1,28,0.049,11.03,4.58,0.91,1.17,,
20/8/2021,Sungai Selangor Fasa 1,39,0.005,10.16,4.93,0.93,1.16,,
21/8/2021,Sungai Selangor Fasa 1,33,0.025,10.43,4.69,0.81,1.22,,
22/8/2021,Sungai Selangor Fasa 1,47,0.024,10.48,5.13,0.79,1.14,,
23/8/2021,Sungai Selangor Fasa 1,44,0.050,15.60,5.56,0.76,1.21,,
24/8/2021,Sungai Selangor Fasa 1,38,0.048,11.36,5.31,0.81,1.16,,
25/8/2021,Sungai Selangor Fasa 1,39,0.050,11.33,5.48,0.74,1.13,,
26/8/2021,Sungai Selangor Fasa 1,29,0.048,9.68,5.17,0.83,1.16,,
27/8/2021,Sungai Selangor Fasa 1,32,0.048,9.61,5.56,0.88,1.15,,
28/8/2021,Sungai Selangor Fasa 1,39,0.049,12.03,5.20,0.92,1.18,,
29/8/2021,Sungai Selangor Fasa 1,32,0.049,13.18,5.16,0.96,1.17,,
30/8/2021,Sungai Selangor Fasa 1,38,0.049,9.66,5.00,0.86,1.18,,
31/8/2021,Sungai Selangor Fasa 1,34,0.048,11.53,5.37,0.87,1.15,,
1/9/2021,Sungai Selangor Fasa 1,33,0.005,14.44,5.03,0.82,1.20,,
2/9/2021,Sungai Selangor Fasa 1,26,0.050,9.64,4.94,0.90,1.19,,
3/9/2021,Sungai Selangor Fasa 1,16,0.050,18.25,4.95,0.90,1.20,,
4/9/2021,Sungai Selangor Fasa 1,19,0.005,13.42,5.36,0.80,1.19,,
5/9/2021,Sungai Selangor Fasa 1,36,0.025,10.14,5.23,0.88,1.20,,
6/9/2021,Sungai Selangor Fasa 1,27,0.051,11.09,4.67,0.82,1.21,,
7/9/2021,Sungai Selangor Fasa 1,28,0.024,9.22,3.36,0.85,1.17,,
8/9/2021,Sungai Selangor Fasa 1,26,0.005,10.48,5.18,0.83,1.17,,
9/9/2021,Sungai Selangor Fasa 1,28,0.026,11.88,5.10,0.92,1.24,,
10/9/2021,Sungai Selangor Fasa 1,32,0.026,9.81,5.03,0.87,1.25,,
11/9/2021,Sungai Selangor Fasa 1,30,0.049,8.63,5.01,0.89,1.17,,
12/9/2021,Sungai Selangor Fasa 1,29,0.048,9.16,4.86,0.74,1.16,,
13/9/2021,Sungai Selangor Fasa 1,35,0.025,11.61,4.79,0.73,1.19,,
14/9/2021,Sungai Selangor Fasa 1,37,0.025,9.29,4.97,0.71,1.20,,
15/9/2021,Sungai Selangor Fasa 1,32,0.050,12.10,5.41,0.86,1.19,,
16/9/2021,Sungai Selangor Fasa 1,40,0.051,10.43,4.91,0.93,1.22,,
